subproblem_id,stage_id,timepoint,period,number_of_hours_in_timepoint,timepoint_weight,previous_stage_timepoint_map,spinup_or_lookahead,month,hour_of_day,timestamp,horizon_day
1,1,20212311,2021,1,20.80665612,,,8,11,,202123
1,1,20212312,2021,1,20.80665612,,,8,12,,202123
1,1,20212313,2021,1,20.80665612,,,8,13,,202123
1,1,20212314,2021,1,20.80665612,,,8,14,,202123
1,1,20212315,2021,1,20.80665612,,,8,15,,202123
1,1,20212316,2021,1,20.80665612,,,8,16,,202123
1,1,20212317,2021,1,20.80665612,,,8,17,,202123
1,1,20212318,2021,1,20.80665612,,,8,18,,202123
1,1,20212319,2021,1,20.80665612,,,8,19,,202123
1,1,20212320,2021,1,20.80665612,,,8,20,,202123
1,1,20212321,2021,1,20.80665612,,,8,21,,202123
1,1,20212322,2021,1,20.80665612,,,8,22,,202123
1,1,20212323,2021,1,20.80665612,,,8,23,,202123
1,1,20212324,2021,1,20.80665612,,,8,24,,202123
1,1,20212401,2021,1,1.166538648,,,10,1,,202124
1,1,20212402,2021,1,1.166538648,,,10,2,,202124
1,1,20212403,2021,1,1.166538648,,,10,3,,202124
1,1,20212404,2021,1,1.166538648,,,10,4,,202124
1,1,20212405,2021,1,1.166538648,,,10,5,,202124
1,1,20212406,2021,1,1.166538648,,,10,6,,202124
1,1,20212407,2021,1,1.166538648,,,10,7,,202124
1,1,20212408,2021,1,1.166538648,,,10,8,,202124
1,1,20212409,2021,1,1.166538648,,,10,9,,202124
1,1,20212410,2021,1,1.166538648,,,10,10,,202124
1,1,20212411,2021,1,1.166538648,,,10,11,,202124
1,1,20212412,2021,1,1.166538648,,,10,12,,202124
1,1,20212413,2021,1,1.166538648,,,10,13,,202124
1,1,20212414,2021,1,1.166538648,,,10,14,,202124
1,1,20212415,2021,1,1.166538648,,,10,15,,202124
1,1,20212416,2021,1,1.166538648,,,10,16,,202124
1,1,20212417,2021,1,1.166538648,,,10,17,,202124
1,1,20212418,2021,1,1.166538648,,,10,18,,202124
1,1,20212419,2021,1,1.166538648,,,10,19,,202124
1,1,20212420,2021,1,1.166538648,,,10,20,,202124
1,1,20212421,2021,1,1.166538648,,,10,21,,202124
1,1,20212422,2021,1,1.166538648,,,10,22,,202124
1,1,20212423,2021,1,1.166538648,,,10,23,,202124
1,1,20212424,2021,1,1.166538648,,,10,24,,202124
1,1,20212501,2021,1,12.446699,,,11,1,,202125
1,1,20212502,2021,1,12.446699,,,11,2,,202125
1,1,20212503,2021,1,12.446699,,,11,3,,202125
1,1,20212504,2021,1,12.446699,,,11,4,,202125
1,1,20212505,2021,1,12.446699,,,11,5,,202125
1,1,20212506,2021,1,12.446699,,,11,6,,202125
1,1,20212507,2021,1,12.446699,,,11,7,,202125
1,1,20212508,2021,1,12.446699,,,11,8,,202125
1,1,20212509,2021,1,12.446699,,,11,9,,202125
1,1,20212510,2021,1,12.446699,,,11,10,,202125
1,1,20212511,2021,1,12.446699,,,11,11,,202125
1,1,20212512,2021,1,12.446699,,,11,12,,202125
1,1,20212513,2021,1,12.446699,,,11,13,,202125
1,1,20212514,2021,1,12.446699,,,11,14,,202125
1,1,20212515,2021,1,12.446699,,,11,15,,202125
1,1,20212516,2021,1,12.446699,,,11,16,,202125
1,1,20212517,2021,1,12.446699,,,11,17,,202125
1,1,20212518,2021,1,12.446699,,,11,18,,202125
1,1,20212519,2021,1,12.446699,,,11,19,,202125
1,1,20212520,2021,1,12.446699,,,11,20,,202125
1,1,20212521,2021,1,12.446699,,,11,21,,202125
1,1,20212522,2021,1,12.446699,,,11,22,,202125
1,1,20212523,2021,1,12.446699,,,11,23,,202125
1,1,20212524,2021,1,12.446699,,,11,24,,202125
1,1,20212601,2021,1,33.40138247,,,12,1,,202126
1,1,20212602,2021,1,33.40138247,,,12,2,,202126
1,1,20212603,2021,1,33.40138247,,,12,3,,202126
1,1,20212604,2021,1,33.40138247,,,12,4,,202126
1,1,20212605,2021,1,33.40138247,,,12,5,,202126
1,1,20212606,2021,1,33.40138247,,,12,6,,202126
1,1,20212607,2021,1,33.40138247,,,12,7,,202126
1,1,20212608,2021,1,33.40138247,,,12,8,,202126
1,1,20212609,2021,1,33.40138247,,,12,9,,202126
1,1,20212610,2021,1,33.40138247,,,12,10,,202126
1,1,20212611,2021,1,33.40138247,,,12,11,,202126
1,1,20212612,2021,1,33.40138247,,,12,12,,202126
1,1,20212613,2021,1,33.40138247,,,12,13,,202126
1,1,20212614,2021,1,33.40138247,,,12,14,,202126
1,1,20212615,2021,1,33.40138247,,,12,15,,202126
1,1,20212616,2021,1,33.40138247,,,12,16,,202126
1,1,20212617,2021,1,33.40138247,,,12,17,,202126
1,1,20212618,2021,1,33.40138247,,,12,18,,202126
1,1,20212619,2021,1,33.40138247,,,12,19,,202126
1,1,20212620,2021,1,33.40138247,,,12,20,,202126
1,1,20212621,2021,1,33.40138247,,,12,21,,202126
1,1,20212622,2021,1,33.40138247,,,12,22,,202126
1,1,20212623,2021,1,33.40138247,,,12,23,,202126
1,1,20212624,2021,1,33.40138247,,,12,24,,202126
1,1,20212701,2021,1,0.880895258,,,1,1,,202127
1,1,20212702,2021,1,0.880895258,,,1,2,,202127
1,1,20212703,2021,1,0.880895258,,,1,3,,202127
1,1,20212704,2021,1,0.880895258,,,1,4,,202127
1,1,20212705,2021,1,0.880895258,,,1,5,,202127
1,1,20212706,2021,1,0.880895258,,,1,6,,202127
1,1,20212707,2021,1,0.880895258,,,1,7,,202127
1,1,20212708,2021,1,0.880895258,,,1,8,,202127
1,1,20212709,2021,1,0.880895258,,,1,9,,202127
1,1,20212710,2021,1,0.880895258,,,1,10,,202127
1,1,20212711,2021,1,0.880895258,,,1,11,,202127
1,1,20212712,2021,1,0.880895258,,,1,12,,202127
1,1,20212713,2021,1,0.880895258,,,1,13,,202127
1,1,20212714,2021,1,0.880895258,,,1,14,,202127
1,1,20212715,2021,1,0.880895258,,,1,15,,202127
1,1,20212716,2021,1,0.880895258,,,1,16,,202127
1,1,20212717,2021,1,0.880895258,,,1,17,,202127
1,1,20212718,2021,1,0.880895258,,,1,18,,202127
1,1,20212719,2021,1,0.880895258,,,1,19,,202127
1,1,20212720,2021,1,0.880895258,,,1,20,,202127
1,1,20212721,2021,1,0.880895258,,,1,21,,202127
1,1,20212722,2021,1,0.880895258,,,1,22,,202127
1,1,20212723,2021,1,0.880895258,,,1,23,,202127
1,1,20212724,2021,1,0.880895258,,,1,24,,202127
1,1,20212801,2021,1,7.922299392,,,1,1,,202128
1,1,20212802,2021,1,7.922299392,,,1,2,,202128
1,1,20212803,2021,1,7.922299392,,,1,3,,202128
1,1,20212804,2021,1,7.922299392,,,1,4,,202128
1,1,20212805,2021,1,7.922299392,,,1,5,,202128
1,1,20212806,2021,1,7.922299392,,,1,6,,202128
1,1,20212807,2021,1,7.922299392,,,1,7,,202128
1,1,20212808,2021,1,7.922299392,,,1,8,,202128
1,1,20212809,2021,1,7.922299392,,,1,9,,202128
1,1,20212810,2021,1,7.922299392,,,1,10,,202128
1,1,20212811,2021,1,7.922299392,,,1,11,,202128
1,1,20212812,2021,1,7.922299392,,,1,12,,202128
1,1,20212813,2021,1,7.922299392,,,1,13,,202128
1,1,20212814,2021,1,7.922299392,,,1,14,,202128
1,1,20212815,2021,1,7.922299392,,,1,15,,202128
1,1,20212816,2021,1,7.922299392,,,1,16,,202128
1,1,20212817,2021,1,7.922299392,,,1,17,,202128
1,1,20212818,2021,1,7.922299392,,,1,18,,202128
1,1,20212819,2021,1,7.922299392,,,1,19,,202128
1,1,20212820,2021,1,7.922299392,,,1,20,,202128
1,1,20212821,2021,1,7.922299392,,,1,21,,202128
1,1,20212822,2021,1,7.922299392,,,1,22,,202128
1,1,20212823,2021,1,7.922299392,,,1,23,,202128
1,1,20212824,2021,1,7.922299392,,,1,24,,202128
1,1,20212901,2021,1,8.913031441,,,3,1,,202129
1,1,20212902,2021,1,8.913031441,,,3,2,,202129
1,1,20212903,2021,1,8.913031441,,,3,3,,202129
1,1,20212904,2021,1,8.913031441,,,3,4,,202129
1,1,20212905,2021,1,8.913031441,,,3,5,,202129
1,1,20212906,2021,1,8.913031441,,,3,6,,202129
1,1,20212907,2021,1,8.913031441,,,3,7,,202129
1,1,20212908,2021,1,8.913031441,,,3,8,,202129
1,1,20212909,2021,1,8.913031441,,,3,9,,202129
1,1,20212910,2021,1,8.913031441,,,3,10,,202129
1,1,20212911,2021,1,8.913031441,,,3,11,,202129
1,1,20212912,2021,1,8.913031441,,,3,12,,202129
1,1,20212913,2021,1,8.913031441,,,3,13,,202129
1,1,20212914,2021,1,8.913031441,,,3,14,,202129
1,1,20212915,2021,1,8.913031441,,,3,15,,202129
1,1,20212916,2021,1,8.913031441,,,3,16,,202129
1,1,20212917,2021,1,8.913031441,,,3,17,,202129
1,1,20212918,2021,1,8.913031441,,,3,18,,202129
1,1,20212919,2021,1,8.913031441,,,3,19,,202129
1,1,20212920,2021,1,8.913031441,,,3,20,,202129
1,1,20212921,2021,1,8.913031441,,,3,21,,202129
1,1,20212922,2021,1,8.913031441,,,3,22,,202129
1,1,20212923,2021,1,8.913031441,,,3,23,,202129
1,1,20212924,2021,1,8.913031441,,,3,24,,202129
1,1,20213001,2021,1,3.380919521,,,4,1,,202130
1,1,20213002,2021,1,3.380919521,,,4,2,,202130
1,1,20213003,2021,1,3.380919521,,,4,3,,202130
1,1,20213004,2021,1,3.380919521,,,4,4,,202130
1,1,20213005,2021,1,3.380919521,,,4,5,,202130
1,1,20213006,2021,1,3.380919521,,,4,6,,202130
1,1,20213007,2021,1,3.380919521,,,4,7,,202130
1,1,20213008,2021,1,3.380919521,,,4,8,,202130
1,1,20213009,2021,1,3.380919521,,,4,9,,202130
1,1,20213010,2021,1,3.380919521,,,4,10,,202130
1,1,20213011,2021,1,3.380919521,,,4,11,,202130
1,1,20213012,2021,1,3.380919521,,,4,12,,202130
1,1,20213013,2021,1,3.380919521,,,4,13,,202130
1,1,20213014,2021,1,3.380919521,,,4,14,,202130
1,1,20213015,2021,1,3.380919521,,,4,15,,202130
1,1,20213016,2021,1,3.380919521,,,4,16,,202130
1,1,20213017,2021,1,3.380919521,,,4,17,,202130
1,1,20213018,2021,1,3.380919521,,,4,18,,202130
1,1,20213019,2021,1,3.380919521,,,4,19,,202130
1,1,20213020,2021,1,3.380919521,,,4,20,,202130
1,1,20213021,2021,1,3.380919521,,,4,21,,202130
1,1,20213022,2021,1,3.380919521,,,4,22,,202130
1,1,20213023,2021,1,3.380919521,,,4,23,,202130
1,1,20213024,2021,1,3.380919521,,,4,24,,202130
1,1,20213101,2021,1,9.045359453,,,4,1,,202131
1,1,20213102,2021,1,9.045359453,,,4,2,,202131
1,1,20213103,2021,1,9.045359453,,,4,3,,202131
1,1,20213104,2021,1,9.045359453,,,4,4,,202131
1,1,20213105,2021,1,9.045359453,,,4,5,,202131
1,1,20213106,2021,1,9.045359453,,,4,6,,202131
1,1,20213107,2021,1,9.045359453,,,4,7,,202131
1,1,20213108,2021,1,9.045359453,,,4,8,,202131
1,1,20213109,2021,1,9.045359453,,,4,9,,202131
1,1,20213110,2021,1,9.045359453,,,4,10,,202131
1,1,20213111,2021,1,9.045359453,,,4,11,,202131
1,1,20213112,2021,1,9.045359453,,,4,12,,202131
1,1,20213113,2021,1,9.045359453,,,4,13,,202131
1,1,20213114,2021,1,9.045359453,,,4,14,,202131
1,1,20213115,2021,1,9.045359453,,,4,15,,202131
1,1,20213116,2021,1,9.045359453,,,4,16,,202131
1,1,20213117,2021,1,9.045359453,,,4,17,,202131
1,1,20213118,2021,1,9.045359453,,,4,18,,202131
1,1,20213119,2021,1,9.045359453,,,4,19,,202131
1,1,20213120,2021,1,9.045359453,,,4,20,,202131
1,1,20213121,2021,1,9.045359453,,,4,21,,202131
1,1,20213122,2021,1,9.045359453,,,4,22,,202131
1,1,20213123,2021,1,9.045359453,,,4,23,,202131
1,1,20213124,2021,1,9.045359453,,,4,24,,202131
1,1,20213201,2021,1,5.718364164,,,4,1,,202132
1,1,20213202,2021,1,5.718364164,,,4,2,,202132
1,1,20213203,2021,1,5.718364164,,,4,3,,202132
1,1,20213204,2021,1,5.718364164,,,4,4,,202132
1,1,20213205,2021,1,5.718364164,,,4,5,,202132
1,1,20213206,2021,1,5.718364164,,,4,6,,202132
1,1,20213207,2021,1,5.718364164,,,4,7,,202132
1,1,20213208,2021,1,5.718364164,,,4,8,,202132
1,1,20213209,2021,1,5.718364164,,,4,9,,202132
1,1,20213210,2021,1,5.718364164,,,4,10,,202132
1,1,20213211,2021,1,5.718364164,,,4,11,,202132
1,1,20213212,2021,1,5.718364164,,,4,12,,202132
1,1,20213213,2021,1,5.718364164,,,4,13,,202132
1,1,20213214,2021,1,5.718364164,,,4,14,,202132
1,1,20213215,2021,1,5.718364164,,,4,15,,202132
1,1,20213216,2021,1,5.718364164,,,4,16,,202132
1,1,20213217,2021,1,5.718364164,,,4,17,,202132
1,1,20213218,2021,1,5.718364164,,,4,18,,202132
1,1,20213219,2021,1,5.718364164,,,4,19,,202132
1,1,20213220,2021,1,5.718364164,,,4,20,,202132
1,1,20213221,2021,1,5.718364164,,,4,21,,202132
1,1,20213222,2021,1,5.718364164,,,4,22,,202132
1,1,20213223,2021,1,5.718364164,,,4,23,,202132
1,1,20213224,2021,1,5.718364164,,,4,24,,202132
1,1,20213301,2021,1,4.809717072,,,4,1,,202133
1,1,20213302,2021,1,4.809717072,,,4,2,,202133
1,1,20213303,2021,1,4.809717072,,,4,3,,202133
1,1,20213304,2021,1,4.809717072,,,4,4,,202133
1,1,20213305,2021,1,4.809717072,,,4,5,,202133
1,1,20213306,2021,1,4.809717072,,,4,6,,202133
1,1,20213307,2021,1,4.809717072,,,4,7,,202133
1,1,20213308,2021,1,4.809717072,,,4,8,,202133
1,1,20213309,2021,1,4.809717072,,,4,9,,202133
1,1,20213310,2021,1,4.809717072,,,4,10,,202133
1,1,20213311,2021,1,4.809717072,,,4,11,,202133
1,1,20213312,2021,1,4.809717072,,,4,12,,202133
1,1,20213313,2021,1,4.809717072,,,4,13,,202133
1,1,20213314,2021,1,4.809717072,,,4,14,,202133
1,1,20213315,2021,1,4.809717072,,,4,15,,202133
1,1,20213316,2021,1,4.809717072,,,4,16,,202133
1,1,20213317,2021,1,4.809717072,,,4,17,,202133
1,1,20213318,2021,1,4.809717072,,,4,18,,202133
1,1,20213319,2021,1,4.809717072,,,4,19,,202133
1,1,20213320,2021,1,4.809717072,,,4,20,,202133
1,1,20213321,2021,1,4.809717072,,,4,21,,202133
1,1,20213322,2021,1,4.809717072,,,4,22,,202133
1,1,20213323,2021,1,4.809717072,,,4,23,,202133
1,1,20213324,2021,1,4.809717072,,,4,24,,202133
1,1,20213401,2021,1,0.903316297,,,4,1,,202134
1,1,20213402,2021,1,0.903316297,,,4,2,,202134
1,1,20213403,2021,1,0.903316297,,,4,3,,202134
1,1,20213404,2021,1,0.903316297,,,4,4,,202134
1,1,20213405,2021,1,0.903316297,,,4,5,,202134
1,1,20213406,2021,1,0.903316297,,,4,6,,202134
1,1,20213407,2021,1,0.903316297,,,4,7,,202134
1,1,20213408,2021,1,0.903316297,,,4,8,,202134
1,1,20213409,2021,1,0.903316297,,,4,9,,202134
1,1,20213410,2021,1,0.903316297,,,4,10,,202134
1,1,20213411,2021,1,0.903316297,,,4,11,,202134
1,1,20213412,2021,1,0.903316297,,,4,12,,202134
1,1,20213413,2021,1,0.903316297,,,4,13,,202134
1,1,20213414,2021,1,0.903316297,,,4,14,,202134
1,1,20213415,2021,1,0.903316297,,,4,15,,202134
1,1,20213416,2021,1,0.903316297,,,4,16,,202134
1,1,20213417,2021,1,0.903316297,,,4,17,,202134
1,1,20213418,2021,1,0.903316297,,,4,18,,202134
1,1,20213419,2021,1,0.903316297,,,4,19,,202134
1,1,20213420,2021,1,0.903316297,,,4,20,,202134
1,1,20213421,2021,1,0.903316297,,,4,21,,202134
1,1,20213422,2021,1,0.903316297,,,4,22,,202134
1,1,20213423,2021,1,0.903316297,,,4,23,,202134
1,1,20213424,2021,1,0.903316297,,,4,24,,202134
1,1,20213501,2021,1,1.747621147,,,6,1,,202135
1,1,20213502,2021,1,1.747621147,,,6,2,,202135
1,1,20213503,2021,1,1.747621147,,,6,3,,202135
1,1,20213504,2021,1,1.747621147,,,6,4,,202135
1,1,20213505,2021,1,1.747621147,,,6,5,,202135
1,1,20213506,2021,1,1.747621147,,,6,6,,202135
1,1,20213507,2021,1,1.747621147,,,6,7,,202135
1,1,20213508,2021,1,1.747621147,,,6,8,,202135
1,1,20213509,2021,1,1.747621147,,,6,9,,202135
1,1,20213510,2021,1,1.747621147,,,6,10,,202135
1,1,20213511,2021,1,1.747621147,,,6,11,,202135
1,1,20213512,2021,1,1.747621147,,,6,12,,202135
1,1,20213513,2021,1,1.747621147,,,6,13,,202135
1,1,20213514,2021,1,1.747621147,,,6,14,,202135
1,1,20213515,2021,1,1.747621147,,,6,15,,202135
1,1,20213516,2021,1,1.747621147,,,6,16,,202135
1,1,20213517,2021,1,1.747621147,,,6,17,,202135
1,1,20213518,2021,1,1.747621147,,,6,18,,202135
1,1,20213519,2021,1,1.747621147,,,6,19,,202135
1,1,20213520,2021,1,1.747621147,,,6,20,,202135
1,1,20213521,2021,1,1.747621147,,,6,21,,202135
1,1,20213522,2021,1,1.747621147,,,6,22,,202135
1,1,20213523,2021,1,1.747621147,,,6,23,,202135
1,1,20213524,2021,1,1.747621147,,,6,24,,202135
1,1,20213601,2021,1,5.810793427,,,8,1,,202136
1,1,20213602,2021,1,5.810793427,,,8,2,,202136
1,1,20213603,2021,1,5.810793427,,,8,3,,202136
1,1,20213604,2021,1,5.810793427,,,8,4,,202136
1,1,20213605,2021,1,5.810793427,,,8,5,,202136
1,1,20213606,2021,1,5.810793427,,,8,6,,202136
1,1,20213607,2021,1,5.810793427,,,8,7,,202136
1,1,20213608,2021,1,5.810793427,,,8,8,,202136
1,1,20213609,2021,1,5.810793427,,,8,9,,202136
1,1,20213610,2021,1,5.810793427,,,8,10,,202136
1,1,20213611,2021,1,5.810793427,,,8,11,,202136
1,1,20213612,2021,1,5.810793427,,,8,12,,202136
1,1,20213613,2021,1,5.810793427,,,8,13,,202136
1,1,20213614,2021,1,5.810793427,,,8,14,,202136
1,1,20213615,2021,1,5.810793427,,,8,15,,202136
1,1,20213616,2021,1,5.810793427,,,8,16,,202136
1,1,20213617,2021,1,5.810793427,,,8,17,,202136
1,1,20213618,2021,1,5.810793427,,,8,18,,202136
1,1,20213619,2021,1,5.810793427,,,8,19,,202136
1,1,20213620,2021,1,5.810793427,,,8,20,,202136
1,1,20213621,2021,1,5.810793427,,,8,21,,202136
1,1,20213622,2021,1,5.810793427,,,8,22,,202136
1,1,20213623,2021,1,5.810793427,,,8,23,,202136
1,1,20213624,2021,1,5.810793427,,,8,24,,202136
1,1,20213701,2021,1,28.92834018,,,10,1,,202137
1,1,20213702,2021,1,28.92834018,,,10,2,,202137
1,1,20213703,2021,1,28.92834018,,,10,3,,202137
1,1,20213704,2021,1,28.92834018,,,10,4,,202137
1,1,20213705,2021,1,28.92834018,,,10,5,,202137
1,1,20213706,2021,1,28.92834018,,,10,6,,202137
1,1,20213707,2021,1,28.92834018,,,10,7,,202137
1,1,20213708,2021,1,28.92834018,,,10,8,,202137
1,1,20213709,2021,1,28.92834018,,,10,9,,202137
1,1,20213710,2021,1,28.92834018,,,10,10,,202137
1,1,20213711,2021,1,28.92834018,,,10,11,,202137
1,1,20213712,2021,1,28.92834018,,,10,12,,202137
1,1,20213713,2021,1,28.92834018,,,10,13,,202137
1,1,20213714,2021,1,28.92834018,,,10,14,,202137
1,1,20213715,2021,1,28.92834018,,,10,15,,202137
1,1,20213716,2021,1,28.92834018,,,10,16,,202137
1,1,20213717,2021,1,28.92834018,,,10,17,,202137
1,1,20213718,2021,1,28.92834018,,,10,18,,202137
1,1,20213719,2021,1,28.92834018,,,10,19,,202137
1,1,20213720,2021,1,28.92834018,,,10,20,,202137
1,1,20213721,2021,1,28.92834018,,,10,21,,202137
1,1,20213722,2021,1,28.92834018,,,10,22,,202137
1,1,20213723,2021,1,28.92834018,,,10,23,,202137
1,1,20213724,2021,1,28.92834018,,,10,24,,202137
1,1,20220101,2022,1,14.24986659,,,1,1,,202201
1,1,20220102,2022,1,14.24986659,,,1,2,,202201
1,1,20220103,2022,1,14.24986659,,,1,3,,202201
1,1,20220104,2022,1,14.24986659,,,1,4,,202201
1,1,20220105,2022,1,14.24986659,,,1,5,,202201
1,1,20220106,2022,1,14.24986659,,,1,6,,202201
1,1,20220107,2022,1,14.24986659,,,1,7,,202201
1,1,20220108,2022,1,14.24986659,,,1,8,,202201
1,1,20220109,2022,1,14.24986659,,,1,9,,202201
1,1,20220110,2022,1,14.24986659,,,1,10,,202201
1,1,20220111,2022,1,14.24986659,,,1,11,,202201
1,1,20220112,2022,1,14.24986659,,,1,12,,202201
1,1,20220113,2022,1,14.24986659,,,1,13,,202201
1,1,20220114,2022,1,14.24986659,,,1,14,,202201
1,1,20220115,2022,1,14.24986659,,,1,15,,202201
1,1,20220116,2022,1,14.24986659,,,1,16,,202201
1,1,20220117,2022,1,14.24986659,,,1,17,,202201
1,1,20220118,2022,1,14.24986659,,,1,18,,202201
1,1,20220119,2022,1,14.24986659,,,1,19,,202201
1,1,20220120,2022,1,14.24986659,,,1,20,,202201
1,1,20220121,2022,1,14.24986659,,,1,21,,202201
1,1,20220122,2022,1,14.24986659,,,1,22,,202201
1,1,20220123,2022,1,14.24986659,,,1,23,,202201
1,1,20220124,2022,1,14.24986659,,,1,24,,202201
1,1,20220201,2022,1,5.907525577,,,1,1,,202202
1,1,20220202,2022,1,5.907525577,,,1,2,,202202
1,1,20220203,2022,1,5.907525577,,,1,3,,202202
1,1,20220204,2022,1,5.907525577,,,1,4,,202202
1,1,20220205,2022,1,5.907525577,,,1,5,,202202
1,1,20220206,2022,1,5.907525577,,,1,6,,202202
1,1,20220207,2022,1,5.907525577,,,1,7,,202202
1,1,20220208,2022,1,5.907525577,,,1,8,,202202
1,1,20220209,2022,1,5.907525577,,,1,9,,202202
1,1,20220210,2022,1,5.907525577,,,1,10,,202202
1,1,20220211,2022,1,5.907525577,,,1,11,,202202
1,1,20220212,2022,1,5.907525577,,,1,12,,202202
1,1,20220213,2022,1,5.907525577,,,1,13,,202202
1,1,20220214,2022,1,5.907525577,,,1,14,,202202
1,1,20220215,2022,1,5.907525577,,,1,15,,202202
1,1,20220216,2022,1,5.907525577,,,1,16,,202202
1,1,20220217,2022,1,5.907525577,,,1,17,,202202
1,1,20220218,2022,1,5.907525577,,,1,18,,202202
1,1,20220219,2022,1,5.907525577,,,1,19,,202202
1,1,20220220,2022,1,5.907525577,,,1,20,,202202
1,1,20220221,2022,1,5.907525577,,,1,21,,202202
1,1,20220222,2022,1,5.907525577,,,1,22,,202202
1,1,20220223,2022,1,5.907525577,,,1,23,,202202
1,1,20220224,2022,1,5.907525577,,,1,24,,202202
1,1,20220301,2022,1,28.02215288,,,2,1,,202203
1,1,20220302,2022,1,28.02215288,,,2,2,,202203
1,1,20220303,2022,1,28.02215288,,,2,3,,202203
1,1,20220304,2022,1,28.02215288,,,2,4,,202203
1,1,20220305,2022,1,28.02215288,,,2,5,,202203
1,1,20220306,2022,1,28.02215288,,,2,6,,202203
1,1,20220307,2022,1,28.02215288,,,2,7,,202203
1,1,20220308,2022,1,28.02215288,,,2,8,,202203
1,1,20220309,2022,1,28.02215288,,,2,9,,202203
1,1,20220310,2022,1,28.02215288,,,2,10,,202203
1,1,20220311,2022,1,28.02215288,,,2,11,,202203
1,1,20220312,2022,1,28.02215288,,,2,12,,202203
1,1,20220313,2022,1,28.02215288,,,2,13,,202203
1,1,20220314,2022,1,28.02215288,,,2,14,,202203
1,1,20220315,2022,1,28.02215288,,,2,15,,202203
1,1,20220316,2022,1,28.02215288,,,2,16,,202203
1,1,20220317,2022,1,28.02215288,,,2,17,,202203
1,1,20220318,2022,1,28.02215288,,,2,18,,202203
1,1,20220319,2022,1,28.02215288,,,2,19,,202203
1,1,20220320,2022,1,28.02215288,,,2,20,,202203
1,1,20220321,2022,1,28.02215288,,,2,21,,202203
1,1,20220322,2022,1,28.02215288,,,2,22,,202203
1,1,20220323,2022,1,28.02215288,,,2,23,,202203
1,1,20220324,2022,1,28.02215288,,,2,24,,202203
1,1,20220401,2022,1,14.34114593,,,3,1,,202204
1,1,20220402,2022,1,14.34114593,,,3,2,,202204
1,1,20220403,2022,1,14.34114593,,,3,3,,202204
1,1,20220404,2022,1,14.34114593,,,3,4,,202204
1,1,20220405,2022,1,14.34114593,,,3,5,,202204
1,1,20220406,2022,1,14.34114593,,,3,6,,202204
1,1,20220407,2022,1,14.34114593,,,3,7,,202204
1,1,20220408,2022,1,14.34114593,,,3,8,,202204
1,1,20220409,2022,1,14.34114593,,,3,9,,202204
1,1,20220410,2022,1,14.34114593,,,3,10,,202204
1,1,20220411,2022,1,14.34114593,,,3,11,,202204
1,1,20220412,2022,1,14.34114593,,,3,12,,202204
1,1,20220413,2022,1,14.34114593,,,3,13,,202204
1,1,20220414,2022,1,14.34114593,,,3,14,,202204
1,1,20220415,2022,1,14.34114593,,,3,15,,202204
1,1,20220416,2022,1,14.34114593,,,3,16,,202204
1,1,20220417,2022,1,14.34114593,,,3,17,,202204
1,1,20220418,2022,1,14.34114593,,,3,18,,202204
1,1,20220419,2022,1,14.34114593,,,3,19,,202204
1,1,20220420,2022,1,14.34114593,,,3,20,,202204
1,1,20220421,2022,1,14.34114593,,,3,21,,202204
1,1,20220422,2022,1,14.34114593,,,3,22,,202204
1,1,20220423,2022,1,14.34114593,,,3,23,,202204
1,1,20220424,2022,1,14.34114593,,,3,24,,202204
1,1,20220501,2022,1,6.699443571,,,3,1,,202205
1,1,20220502,2022,1,6.699443571,,,3,2,,202205
1,1,20220503,2022,1,6.699443571,,,3,3,,202205
1,1,20220504,2022,1,6.699443571,,,3,4,,202205
1,1,20220505,2022,1,6.699443571,,,3,5,,202205
1,1,20220506,2022,1,6.699443571,,,3,6,,202205
1,1,20220507,2022,1,6.699443571,,,3,7,,202205
1,1,20220508,2022,1,6.699443571,,,3,8,,202205
1,1,20220509,2022,1,6.699443571,,,3,9,,202205
1,1,20220510,2022,1,6.699443571,,,3,10,,202205
1,1,20220511,2022,1,6.699443571,,,3,11,,202205
1,1,20220512,2022,1,6.699443571,,,3,12,,202205
1,1,20220513,2022,1,6.699443571,,,3,13,,202205
1,1,20220514,2022,1,6.699443571,,,3,14,,202205
1,1,20220515,2022,1,6.699443571,,,3,15,,202205
1,1,20220516,2022,1,6.699443571,,,3,16,,202205
1,1,20220517,2022,1,6.699443571,,,3,17,,202205
1,1,20220518,2022,1,6.699443571,,,3,18,,202205
1,1,20220519,2022,1,6.699443571,,,3,19,,202205
1,1,20220520,2022,1,6.699443571,,,3,20,,202205
1,1,20220521,2022,1,6.699443571,,,3,21,,202205
1,1,20220522,2022,1,6.699443571,,,3,22,,202205
1,1,20220523,2022,1,6.699443571,,,3,23,,202205
1,1,20220524,2022,1,6.699443571,,,3,24,,202205
1,1,20220601,2022,1,0.495311596,,,4,1,,202206
1,1,20220602,2022,1,0.495311596,,,4,2,,202206
1,1,20220603,2022,1,0.495311596,,,4,3,,202206
1,1,20220604,2022,1,0.495311596,,,4,4,,202206
1,1,20220605,2022,1,0.495311596,,,4,5,,202206
1,1,20220606,2022,1,0.495311596,,,4,6,,202206
1,1,20220607,2022,1,0.495311596,,,4,7,,202206
1,1,20220608,2022,1,0.495311596,,,4,8,,202206
1,1,20220609,2022,1,0.495311596,,,4,9,,202206
1,1,20220610,2022,1,0.495311596,,,4,10,,202206
