regulation_up_ba,stage_id,timepoint,regulation_up_mw
CAISO,1,20210817,720
CAISO,1,20210818,600
CAISO,1,20210819,218
CAISO,1,20210820,192
CAISO,1,20210821,190
CAISO,1,20210822,186
CAISO,1,20210823,178
CAISO,1,20210824,209
CAISO,1,20210901,214
CAISO,1,20210902,212
CAISO,1,20210903,211
CAISO,1,20210904,211
CAISO,1,20210905,212
CAISO,1,20210906,212
CAISO,1,20210907,683
CAISO,1,20210908,545
CAISO,1,20210909,480
CAISO,1,20210910,542
CAISO,1,20210911,509
CAISO,1,20210912,567
CAISO,1,20210913,513
CAISO,1,20210914,501
CAISO,1,20210915,732
CAISO,1,20210916,584
CAISO,1,20210917,691
CAISO,1,20210918,604
CAISO,1,20210919,226
CAISO,1,20210920,229
CAISO,1,20210921,229
CAISO,1,20210922,225
CAISO,1,20210923,220
CAISO,1,20210924,215
CAISO,1,20211001,182
CAISO,1,20211002,180
CAISO,1,20211003,169
CAISO,1,20211004,170
CAISO,1,20211005,167
CAISO,1,20211006,640
CAISO,1,20211007,673
CAISO,1,20211008,544
CAISO,1,20211009,475
CAISO,1,20211010,541
CAISO,1,20211011,509
CAISO,1,20211012,567
CAISO,1,20211013,515
CAISO,1,20211014,504
CAISO,1,20211015,740
CAISO,1,20211016,592
CAISO,1,20211017,699
CAISO,1,20211018,478
CAISO,1,20211019,214
CAISO,1,20211020,245
CAISO,1,20211021,240
CAISO,1,20211022,206
CAISO,1,20211023,196
CAISO,1,20211024,189
CAISO,1,20211101,186
CAISO,1,20211102,173
CAISO,1,20211103,172
CAISO,1,20211104,171
CAISO,1,20211105,172
CAISO,1,20211106,486
CAISO,1,20211107,204
CAISO,1,20211108,265
CAISO,1,20211109,444
CAISO,1,20211110,349
CAISO,1,20211111,338
CAISO,1,20211112,379
CAISO,1,20211113,429
CAISO,1,20211114,343
CAISO,1,20211115,396
CAISO,1,20211116,362
CAISO,1,20211117,383
CAISO,1,20211118,592
CAISO,1,20211119,296
CAISO,1,20211120,182
CAISO,1,20211121,200
CAISO,1,20211122,231
CAISO,1,20211123,224
CAISO,1,20211124,219
CAISO,1,20211201,185
CAISO,1,20211202,180
CAISO,1,20211203,182
CAISO,1,20211204,181
CAISO,1,20211205,182
CAISO,1,20211206,507
CAISO,1,20211207,392
CAISO,1,20211208,343
CAISO,1,20211209,342
CAISO,1,20211210,364
CAISO,1,20211211,384
CAISO,1,20211212,404
CAISO,1,20211213,440
CAISO,1,20211214,348
CAISO,1,20211215,396
CAISO,1,20211216,356
CAISO,1,20211217,359
CAISO,1,20211218,376
CAISO,1,20211219,222
CAISO,1,20211220,187
CAISO,1,20211221,189
CAISO,1,20211222,179
CAISO,1,20211223,170
CAISO,1,20211224,164
CAISO,1,20211301,185
CAISO,1,20211302,187
CAISO,1,20211303,219
CAISO,1,20211304,219
CAISO,1,20211305,193
CAISO,1,20211306,198
CAISO,1,20211307,230
CAISO,1,20211308,330
CAISO,1,20211309,325
CAISO,1,20211310,349
CAISO,1,20211311,369
CAISO,1,20211312,408
CAISO,1,20211313,447
CAISO,1,20211314,366
CAISO,1,20211315,417
CAISO,1,20211316,384
CAISO,1,20211317,404
CAISO,1,20211318,417
CAISO,1,20211319,258
CAISO,1,20211320,224
CAISO,1,20211321,255
CAISO,1,20211322,245
CAISO,1,20211323,236
CAISO,1,20211324,229
CAISO,1,20211401,188
CAISO,1,20211402,184
CAISO,1,20211403,218
CAISO,1,20211404,218
CAISO,1,20211405,218
CAISO,1,20211406,197
CAISO,1,20211407,235
CAISO,1,20211408,328
CAISO,1,20211409,328
CAISO,1,20211410,350
CAISO,1,20211411,370
CAISO,1,20211412,407
CAISO,1,20211413,445
CAISO,1,20211414,364
CAISO,1,20211415,416
CAISO,1,20211416,393
CAISO,1,20211417,397
CAISO,1,20211418,393
CAISO,1,20211419,310
CAISO,1,20211420,219
CAISO,1,20211421,216
CAISO,1,20211422,206
CAISO,1,20211423,200
CAISO,1,20211424,192
CAISO,1,20211501,195
CAISO,1,20211502,189
CAISO,1,20211503,177
CAISO,1,20211504,175
CAISO,1,20211505,174
CAISO,1,20211506,173
CAISO,1,20211507,234
CAISO,1,20211508,722
CAISO,1,20211509,395
CAISO,1,20211510,419
CAISO,1,20211511,375
CAISO,1,20211512,378
CAISO,1,20211513,393
CAISO,1,20211514,500
CAISO,1,20211515,360
CAISO,1,20211516,645
CAISO,1,20211517,474
CAISO,1,20211518,455
CAISO,1,20211519,245
CAISO,1,20211520,245
CAISO,1,20211521,238
CAISO,1,20211522,225
CAISO,1,20211523,212
CAISO,1,20211524,201
CAISO,1,20211601,138
CAISO,1,20211602,134
CAISO,1,20211603,133
CAISO,1,20211604,134
CAISO,1,20211605,140
CAISO,1,20211606,152
CAISO,1,20211607,157
CAISO,1,20211608,723
CAISO,1,20211609,392
CAISO,1,20211610,412
CAISO,1,20211611,363
CAISO,1,20211612,360
CAISO,1,20211613,374
CAISO,1,20211614,483
CAISO,1,20211615,335
CAISO,1,20211616,388
CAISO,1,20211617,498
CAISO,1,20211618,424
CAISO,1,20211619,187
CAISO,1,20211620,185
CAISO,1,20211621,180
CAISO,1,20211622,165
CAISO,1,20211623,153
CAISO,1,20211624,145
CAISO,1,20211701,165
CAISO,1,20211702,161
CAISO,1,20211703,159
CAISO,1,20211704,158
CAISO,1,20211705,160
CAISO,1,20211706,166
CAISO,1,20211707,177
CAISO,1,20211708,381
CAISO,1,20211709,408
CAISO,1,20211710,493
CAISO,1,20211711,497
CAISO,1,20211712,451
CAISO,1,20211713,535
CAISO,1,20211714,581
CAISO,1,20211715,682
CAISO,1,20211716,713
CAISO,1,20211717,704
CAISO,1,20211718,438
CAISO,1,20211719,244
CAISO,1,20211720,216
CAISO,1,20211721,204
CAISO,1,20211722,193
CAISO,1,20211723,183
CAISO,1,20211724,173
CAISO,1,20211801,174
CAISO,1,20211802,171
CAISO,1,20211803,170
CAISO,1,20211804,170
CAISO,1,20211805,172
CAISO,1,20211806,177
CAISO,1,20211807,186
CAISO,1,20211808,214
CAISO,1,20211809,491
CAISO,1,20211810,512
CAISO,1,20211811,567
CAISO,1,20211812,516
CAISO,1,20211813,515
CAISO,1,20211814,634
CAISO,1,20211815,694
CAISO,1,20211816,715
CAISO,1,20211817,685
CAISO,1,20211818,232
CAISO,1,20211819,217
CAISO,1,20211820,215
CAISO,1,20211821,213
CAISO,1,20211822,234
CAISO,1,20211823,225
CAISO,1,20211824,218
CAISO,1,20211901,164
CAISO,1,20211902,161
CAISO,1,20211903,161
CAISO,1,20211904,161
CAISO,1,20211905,166
CAISO,1,20211906,174
CAISO,1,20211907,367
CAISO,1,20211908,563
CAISO,1,20211909,583
CAISO,1,20211910,546
CAISO,1,20211911,513
CAISO,1,20211912,570
CAISO,1,20211913,521
CAISO,1,20211914,513
CAISO,1,20211915,748
CAISO,1,20211916,587
CAISO,1,20211917,722
CAISO,1,20211918,602
CAISO,1,20211919,224
CAISO,1,20211920,234
CAISO,1,20211921,233
CAISO,1,20211922,228
CAISO,1,20211923,222
CAISO,1,20211924,183
CAISO,1,20212001,157
CAISO,1,20212002,154
CAISO,1,20212003,153
CAISO,1,20212004,154
CAISO,1,20212005,159
CAISO,1,20212006,184
CAISO,1,20212007,375
CAISO,1,20212008,561
CAISO,1,20212009,501
CAISO,1,20212010,564
CAISO,1,20212011,533
CAISO,1,20212012,588
CAISO,1,20212013,538
CAISO,1,20212014,527
CAISO,1,20212015,750
CAISO,1,20212016,591
CAISO,1,20212017,696
CAISO,1,20212018,599
CAISO,1,20212019,210
CAISO,1,20212020,184
CAISO,1,20212021,182
CAISO,1,20212022,173
CAISO,1,20212023,163
CAISO,1,20212024,157
CAISO,1,20212101,166
CAISO,1,20212102,162
CAISO,1,20212103,160
CAISO,1,20212104,180
CAISO,1,20212105,190
CAISO,1,20212106,227
CAISO,1,20212107,680
CAISO,1,20212108,550
CAISO,1,20212109,489
CAISO,1,20212110,556
CAISO,1,20212111,526
CAISO,1,20212112,584
CAISO,1,20212113,536
CAISO,1,20212114,530
CAISO,1,20212115,756
CAISO,1,20212116,622
CAISO,1,20212117,712
CAISO,1,20212118,620
CAISO,1,20212119,255
CAISO,1,20212120,229
CAISO,1,20212121,223
CAISO,1,20212122,193
CAISO,1,20212123,197
CAISO,1,20212124,190
CAISO,1,20212201,150
CAISO,1,20212202,148
CAISO,1,20212203,147
CAISO,1,20212204,151
CAISO,1,20212205,156
CAISO,1,20212206,492
CAISO,1,20212207,377
CAISO,1,20212208,345
CAISO,1,20212209,343
CAISO,1,20212210,365
CAISO,1,20212211,382
CAISO,1,20212212,419
CAISO,1,20212213,440
CAISO,1,20212214,357
CAISO,1,20212215,393
CAISO,1,20212216,352
CAISO,1,20212217,355
CAISO,1,20212218,372
CAISO,1,20212219,286
CAISO,1,20212220,184
CAISO,1,20212221,183
CAISO,1,20212222,173
CAISO,1,20212223,164
CAISO,1,20212224,158
CAISO,1,20212301,223
CAISO,1,20212302,220
CAISO,1,20212303,187
CAISO,1,20212304,186
CAISO,1,20212305,176
CAISO,1,20212306,175
CAISO,1,20212307,207
CAISO,1,20212308,268
CAISO,1,20212309,298
CAISO,1,20212310,323
CAISO,1,20212311,345
CAISO,1,20212312,387
CAISO,1,20212313,428
CAISO,1,20212314,357
CAISO,1,20212315,407
CAISO,1,20212316,369
CAISO,1,20212317,537
CAISO,1,20212318,601
CAISO,1,20212319,317
CAISO,1,20212320,227
CAISO,1,20212321,224
CAISO,1,20212322,214
CAISO,1,20212323,195
CAISO,1,20212324,188
CAISO,1,20212401,134
CAISO,1,20212402,131
CAISO,1,20212403,130
CAISO,1,20212404,131
CAISO,1,20212405,137
CAISO,1,20212406,146
CAISO,1,20212407,153
CAISO,1,20212408,368
CAISO,1,20212409,388
CAISO,1,20212410,407
CAISO,1,20212411,357
CAISO,1,20212412,355
CAISO,1,20212413,368
CAISO,1,20212414,479
CAISO,1,20212415,667
CAISO,1,20212416,698
CAISO,1,20212417,687
CAISO,1,20212418,424
CAISO,1,20212419,180
CAISO,1,20212420,175
CAISO,1,20212421,168
CAISO,1,20212422,157
CAISO,1,20212423,147
CAISO,1,20212424,138
CAISO,1,20212501,215
CAISO,1,20212502,209
CAISO,1,20212503,178
CAISO,1,20212504,169
CAISO,1,20212505,161
CAISO,1,20212506,166
CAISO,1,20212507,172
CAISO,1,20212508,367
CAISO,1,20212509,387
CAISO,1,20212510,404
CAISO,1,20212511,352
CAISO,1,20212512,348
CAISO,1,20212513,360
CAISO,1,20212514,471
CAISO,1,20212515,661
CAISO,1,20212516,693
CAISO,1,20212517,683
CAISO,1,20212518,419
CAISO,1,20212519,172
CAISO,1,20212520,169
CAISO,1,20212521,165
CAISO,1,20212522,160
CAISO,1,20212523,151
CAISO,1,20212524,143
CAISO,1,20212601,170
CAISO,1,20212602,165
CAISO,1,20212603,163
CAISO,1,20212604,161
CAISO,1,20212605,161
CAISO,1,20212606,163
CAISO,1,20212607,166
CAISO,1,20212608,192
CAISO,1,20212609,473
CAISO,1,20212610,493
CAISO,1,20212611,499
CAISO,1,20212612,493
CAISO,1,20212613,404
CAISO,1,20212614,533
CAISO,1,20212615,678
CAISO,1,20212616,700
CAISO,1,20212617,671
CAISO,1,20212618,192
CAISO,1,20212619,169
CAISO,1,20212620,167
CAISO,1,20212621,166
CAISO,1,20212622,164
CAISO,1,20212623,158
CAISO,1,20212624,149
CAISO,1,20212701,177
CAISO,1,20212702,165
CAISO,1,20212703,162
CAISO,1,20212704,162
CAISO,1,20212705,164
CAISO,1,20212706,169
CAISO,1,20212707,157
CAISO,1,20212708,188
CAISO,1,20212709,479
CAISO,1,20212710,498
CAISO,1,20212711,554
CAISO,1,20212712,488
CAISO,1,20212713,494
CAISO,1,20212714,618
CAISO,1,20212715,689
CAISO,1,20212716,709
CAISO,1,20212717,680
CAISO,1,20212718,219
CAISO,1,20212719,200
CAISO,1,20212720,198
CAISO,1,20212721,195
CAISO,1,20212722,191
CAISO,1,20212723,181
CAISO,1,20212724,173
CAISO,1,20212801,136
CAISO,1,20212802,132
CAISO,1,20212803,129
CAISO,1,20212804,132
CAISO,1,20212805,159
CAISO,1,20212806,164
CAISO,1,20212807,173
CAISO,1,20212808,202
CAISO,1,20212809,478
CAISO,1,20212810,497
CAISO,1,20212811,554
CAISO,1,20212812,488
CAISO,1,20212813,487
CAISO,1,20212814,612
CAISO,1,20212815,683
CAISO,1,20212816,704
CAISO,1,20212817,674
CAISO,1,20212818,197
CAISO,1,20212819,175
CAISO,1,20212820,171
CAISO,1,20212821,167
CAISO,1,20212822,163
CAISO,1,20212823,152
CAISO,1,20212824,143
CAISO,1,20212901,213
CAISO,1,20212902,211
CAISO,1,20212903,211
CAISO,1,20212904,207
CAISO,1,20212905,211
CAISO,1,20212906,222
CAISO,1,20212907,393
CAISO,1,20212908,579
CAISO,1,20212909,589
CAISO,1,20212910,552
CAISO,1,20212911,519
CAISO,1,20212912,576
CAISO,1,20212913,521
CAISO,1,20212914,509
CAISO,1,20212915,737
CAISO,1,20212916,588
CAISO,1,20212917,694
CAISO,1,20212918,603
CAISO,1,20212919,226
CAISO,1,20212920,192
CAISO,1,20212921,188
CAISO,1,20212922,180
CAISO,1,20212923,172
CAISO,1,20212924,166
CAISO,1,20213001,173
CAISO,1,20213002,162
CAISO,1,20213003,161
CAISO,1,20213004,159
CAISO,1,20213005,161
CAISO,1,20213006,162
CAISO,1,20213007,348
CAISO,1,20213008,529
CAISO,1,20213009,466
CAISO,1,20213010,533
CAISO,1,20213011,499
CAISO,1,20213012,557
CAISO,1,20213013,503
CAISO,1,20213014,491
CAISO,1,20213015,725
CAISO,1,20213016,572
CAISO,1,20213017,681
CAISO,1,20213018,589
CAISO,1,20213019,187
CAISO,1,20213020,155
CAISO,1,20213021,155
CAISO,1,20213022,150
CAISO,1,20213023,142
CAISO,1,20213024,136
CAISO,1,20213101,164
CAISO,1,20213102,160
CAISO,1,20213103,158
CAISO,1,20213104,134
CAISO,1,20213105,136
CAISO,1,20213106,144
CAISO,1,20213107,353
CAISO,1,20213108,533
CAISO,1,20213109,471
CAISO,1,20213110,537
CAISO,1,20213111,504
CAISO,1,20213112,562
CAISO,1,20213113,509
CAISO,1,20213114,497
CAISO,1,20213115,729
CAISO,1,20213116,584
CAISO,1,20213117,691
CAISO,1,20213118,602
CAISO,1,20213119,229
CAISO,1,20213120,229
CAISO,1,20213121,203
CAISO,1,20213122,187
CAISO,1,20213123,180
CAISO,1,20213124,165
CAISO,1,20213201,215
CAISO,1,20213202,213
CAISO,1,20213203,208
CAISO,1,20213204,209
CAISO,1,20213205,185
CAISO,1,20213206,190
CAISO,1,20213207,370
CAISO,1,20213208,565
CAISO,1,20213209,586
CAISO,1,20213210,549
CAISO,1,20213211,519
CAISO,1,20213212,576
CAISO,1,20213213,535
CAISO,1,20213214,525
CAISO,1,20213215,830
CAISO,1,20213216,725
CAISO,1,20213217,733
CAISO,1,20213218,616
CAISO,1,20213219,254
CAISO,1,20213220,196
CAISO,1,20213221,195
CAISO,1,20213222,171
CAISO,1,20213223,163
CAISO,1,20213224,154
CAISO,1,20213301,150
CAISO,1,20213302,150
CAISO,1,20213303,149
CAISO,1,20213304,169
CAISO,1,20213305,176
CAISO,1,20213306,176
CAISO,1,20213307,385
CAISO,1,20213308,541
CAISO,1,20213309,480
CAISO,1,20213310,544
CAISO,1,20213311,511
CAISO,1,20213312,570
CAISO,1,20213313,517
CAISO,1,20213314,505
CAISO,1,20213315,729
CAISO,1,20213316,577
CAISO,1,20213317,685
CAISO,1,20213318,593
CAISO,1,20213319,196
CAISO,1,20213320,169
CAISO,1,20213321,169
CAISO,1,20213322,163
CAISO,1,20213323,157
CAISO,1,20213324,151
CAISO,1,20213401,150
CAISO,1,20213402,150
CAISO,1,20213403,149
CAISO,1,20213404,169
CAISO,1,20213405,176
CAISO,1,20213406,176
CAISO,1,20213407,385
CAISO,1,20213408,541
CAISO,1,20213409,480
CAISO,1,20213410,544
CAISO,1,20213411,511
CAISO,1,20213412,570
CAISO,1,20213413,517
CAISO,1,20213414,505
CAISO,1,20213415,729
CAISO,1,20213416,577
CAISO,1,20213417,685
CAISO,1,20213418,593
CAISO,1,20213419,196
CAISO,1,20213420,169
CAISO,1,20213421,169
CAISO,1,20213422,163
CAISO,1,20213423,157
CAISO,1,20213424,151
CAISO,1,20213501,171
CAISO,1,20213502,168
CAISO,1,20213503,166
CAISO,1,20213504,143
CAISO,1,20213505,144
CAISO,1,20213506,401
CAISO,1,20213507,362
CAISO,1,20213508,309
CAISO,1,20213509,308
CAISO,1,20213510,331
CAISO,1,20213511,352
CAISO,1,20213512,393
CAISO,1,20213513,432
CAISO,1,20213514,350
CAISO,1,20213515,409
CAISO,1,20213516,371
CAISO,1,20213517,378
CAISO,1,20213518,398
CAISO,1,20213519,258
CAISO,1,20213520,227
CAISO,1,20213521,225
CAISO,1,20213522,214
CAISO,1,20213523,194
CAISO,1,20213524,186
CAISO,1,20213601,181
CAISO,1,20213602,168
CAISO,1,20213603,168
CAISO,1,20213604,168
CAISO,1,20213605,173
CAISO,1,20213606,178
CAISO,1,20213607,203
CAISO,1,20213608,265
CAISO,1,20213609,309
CAISO,1,20213610,334
CAISO,1,20213611,355
CAISO,1,20213612,396
CAISO,1,20213613,435
CAISO,1,20213614,352
CAISO,1,20213615,402
CAISO,1,20213616,363
CAISO,1,20213617,377
CAISO,1,20213618,599
CAISO,1,20213619,314
CAISO,1,20213620,223
CAISO,1,20213621,218
CAISO,1,20213622,200
CAISO,1,20213623,188
CAISO,1,20213624,181
CAISO,1,20213701,133
CAISO,1,20213702,130
CAISO,1,20213703,129
CAISO,1,20213704,135
CAISO,1,20213705,164
CAISO,1,20213706,176
CAISO,1,20213707,180
CAISO,1,20213708,727
CAISO,1,20213709,398
CAISO,1,20213710,416
CAISO,1,20213711,365
CAISO,1,20213712,362
CAISO,1,20213713,374
CAISO,1,20213714,473
CAISO,1,20213715,320
CAISO,1,20213716,374
CAISO,1,20213717,683
CAISO,1,20213718,416
CAISO,1,20213719,194
CAISO,1,20213720,191
CAISO,1,20213721,188
CAISO,1,20213722,179
CAISO,1,20213723,180
CAISO,1,20213724,174
CAISO,1,20220101,169
CAISO,1,20220102,164
CAISO,1,20220103,138
CAISO,1,20220104,135
CAISO,1,20220105,127
CAISO,1,20220106,128
CAISO,1,20220107,130
CAISO,1,20220108,166
CAISO,1,20220109,522
CAISO,1,20220110,546
CAISO,1,20220111,544
CAISO,1,20220112,557
CAISO,1,20220113,456
CAISO,1,20220114,577
CAISO,1,20220115,875
CAISO,1,20220116,787
CAISO,1,20220117,754
CAISO,1,20220118,214
CAISO,1,20220119,187
CAISO,1,20220120,186
CAISO,1,20220121,184
CAISO,1,20220122,182
CAISO,1,20220123,175
CAISO,1,20220124,168
CAISO,1,20220201,163
CAISO,1,20220202,160
CAISO,1,20220203,158
CAISO,1,20220204,157
CAISO,1,20220205,158
CAISO,1,20220206,164
CAISO,1,20220207,172
CAISO,1,20220208,206
CAISO,1,20220209,537
CAISO,1,20220210,551
CAISO,1,20220211,616
CAISO,1,20220212,547
CAISO,1,20220213,547
CAISO,1,20220214,687
CAISO,1,20220215,768
CAISO,1,20220216,791
CAISO,1,20220217,758
CAISO,1,20220218,226
CAISO,1,20220219,199
CAISO,1,20220220,196
CAISO,1,20220221,193
CAISO,1,20220222,190
CAISO,1,20220223,181
CAISO,1,20220224,173
CAISO,1,20220301,182
CAISO,1,20220302,171
CAISO,1,20220303,169
CAISO,1,20220304,166
CAISO,1,20220305,168
CAISO,1,20220306,166
CAISO,1,20220307,174
CAISO,1,20220308,208
CAISO,1,20220309,538
CAISO,1,20220310,561
CAISO,1,20220311,552
CAISO,1,20220312,564
CAISO,1,20220313,464
CAISO,1,20220314,624
CAISO,1,20220315,768
CAISO,1,20220316,793
CAISO,1,20220317,760
CAISO,1,20220318,229
CAISO,1,20220319,208
CAISO,1,20220320,206
CAISO,1,20220321,204
CAISO,1,20220322,207
CAISO,1,20220323,199
CAISO,1,20220324,191
CAISO,1,20220401,138
CAISO,1,20220402,133
CAISO,1,20220403,131
CAISO,1,20220404,130
CAISO,1,20220405,132
CAISO,1,20220406,139
CAISO,1,20220407,389
CAISO,1,20220408,618
CAISO,1,20220409,641
CAISO,1,20220410,918
CAISO,1,20220411,562
CAISO,1,20220412,628
CAISO,1,20220413,568
CAISO,1,20220414,791
CAISO,1,20220415,911
CAISO,1,20220416,830
CAISO,1,20220417,800
CAISO,1,20220418,664
CAISO,1,20220419,217
CAISO,1,20220420,177
CAISO,1,20220421,198
CAISO,1,20220422,191
CAISO,1,20220423,156
CAISO,1,20220424,145
CAISO,1,20220501,186
CAISO,1,20220502,183
CAISO,1,20220503,180
CAISO,1,20220504,172
CAISO,1,20220505,177
CAISO,1,20220506,178
CAISO,1,20220507,406
CAISO,1,20220508,627
CAISO,1,20220509,650
CAISO,1,20220510,924
CAISO,1,20220511,727
CAISO,1,20220512,777
CAISO,1,20220513,784
CAISO,1,20220514,798
CAISO,1,20220515,918
CAISO,1,20220516,840
CAISO,1,20220517,810
CAISO,1,20220518,676
CAISO,1,20220519,273
CAISO,1,20220520,243
CAISO,1,20220521,240
CAISO,1,20220522,204
CAISO,1,20220523,195
CAISO,1,20220524,221
CAISO,1,20220601,155
CAISO,1,20220602,171
CAISO,1,20220603,171
CAISO,1,20220604,183
CAISO,1,20220605,219
CAISO,1,20220606,194
CAISO,1,20220607,412
CAISO,1,20220608,629
CAISO,1,20220609,653
CAISO,1,20220610,610
CAISO,1,20220611,573
CAISO,1,20220612,639
CAISO,1,20220613,580
CAISO,1,20220614,570
CAISO,1,20220615,919
CAISO,1,20220616,840
CAISO,1,20220617,810
CAISO,1,20220618,684
CAISO,1,20220619,266
CAISO,1,20220620,236
CAISO,1,20220621,212
CAISO,1,20220622,204
CAISO,1,20220623,193
CAISO,1,20220624,187
CAISO,1,20220701,152
CAISO,1,20220702,154
CAISO,1,20220703,152
CAISO,1,20220704,152
CAISO,1,20220705,153
CAISO,1,20220706,156
CAISO,1,20220707,404
CAISO,1,20220708,638
CAISO,1,20220709,659
CAISO,1,20220710,930
CAISO,1,20220711,640
CAISO,1,20220712,644
CAISO,1,20220713,587
CAISO,1,20220714,650
CAISO,1,20220715,912
CAISO,1,20220716,829
CAISO,1,20220717,798
CAISO,1,20220718,662
CAISO,1,20220719,208
CAISO,1,20220720,172
CAISO,1,20220721,177
CAISO,1,20220722,165
CAISO,1,20220723,164
CAISO,1,20220724,159
CAISO,1,20220801,186
CAISO,1,20220802,173
CAISO,1,20220803,172
CAISO,1,20220804,153
CAISO,1,20220805,154
CAISO,1,20220806,155
CAISO,1,20220807,400
CAISO,1,20220808,618
CAISO,1,20220809,647
CAISO,1,20220810,922
CAISO,1,20220811,718
CAISO,1,20220812,769
CAISO,1,20220813,645
CAISO,1,20220814,788
CAISO,1,20220815,908
CAISO,1,20220816,833
CAISO,1,20220817,804
CAISO,1,20220818,669
CAISO,1,20220819,229
CAISO,1,20220820,192
CAISO,1,20220821,191
CAISO,1,20220822,190
CAISO,1,20220823,182
CAISO,1,20220824,208
CAISO,1,20220901,219
CAISO,1,20220902,217
CAISO,1,20220903,216
CAISO,1,20220904,216
CAISO,1,20220905,216
CAISO,1,20220906,217
CAISO,1,20220907,761
CAISO,1,20220908,607
CAISO,1,20220909,532
CAISO,1,20220910,604
CAISO,1,20220911,565
CAISO,1,20220912,631
CAISO,1,20220913,571
CAISO,1,20220914,557
CAISO,1,20220915,818
CAISO,1,20220916,651
CAISO,1,20220917,772
CAISO,1,20220918,672
CAISO,1,20220919,239
CAISO,1,20220920,233
CAISO,1,20220921,234
CAISO,1,20220922,230
CAISO,1,20220923,225
CAISO,1,20220924,220
CAISO,1,20221001,186
CAISO,1,20221002,184
CAISO,1,20221003,173
CAISO,1,20221004,174
CAISO,1,20221005,172
CAISO,1,20221006,714
CAISO,1,20221007,751
CAISO,1,20221008,605
CAISO,1,20221009,528
CAISO,1,20221010,602
CAISO,1,20221011,565
CAISO,1,20221012,631
CAISO,1,20221013,572
CAISO,1,20221014,560
CAISO,1,20221015,826
CAISO,1,20221016,658
CAISO,1,20221017,779
CAISO,1,20221018,528
CAISO,1,20221019,217
CAISO,1,20221020,250
CAISO,1,20221021,241
CAISO,1,20221022,210
CAISO,1,20221023,200
CAISO,1,20221024,193
CAISO,1,20221101,190
CAISO,1,20221102,177
CAISO,1,20221103,175
CAISO,1,20221104,174
CAISO,1,20221105,175
CAISO,1,20221106,540
CAISO,1,20221107,216
CAISO,1,20221108,288
CAISO,1,20221109,494
CAISO,1,20221110,412
CAISO,1,20221111,373
CAISO,1,20221112,419
CAISO,1,20221113,474
CAISO,1,20221114,376
CAISO,1,20221115,436
CAISO,1,20221116,395
CAISO,1,20221117,417
CAISO,1,20221118,660
CAISO,1,20221119,320
CAISO,1,20221120,188
CAISO,1,20221121,204
CAISO,1,20221122,236
CAISO,1,20221123,229
CAISO,1,20221124,224
CAISO,1,20221201,189
CAISO,1,20221202,184
CAISO,1,20221203,191
CAISO,1,20221204,190
CAISO,1,20221205,191
CAISO,1,20221206,561
CAISO,1,20221207,427
CAISO,1,20221208,370
CAISO,1,20221209,368
CAISO,1,20221210,393
CAISO,1,20221211,418
CAISO,1,20221212,445
CAISO,1,20221213,485
CAISO,1,20221214,381
CAISO,1,20221215,437
CAISO,1,20221216,391
CAISO,1,20221217,393
CAISO,1,20221218,413
CAISO,1,20221219,234
CAISO,1,20221220,190
CAISO,1,20221221,191
CAISO,1,20221222,181
CAISO,1,20221223,173
CAISO,1,20221224,170
CAISO,1,20221301,188
CAISO,1,20221302,195
CAISO,1,20221303,224
CAISO,1,20221304,224
CAISO,1,20221305,197
CAISO,1,20221306,202
CAISO,1,20221307,242
CAISO,1,20221308,359
CAISO,1,20221309,353
CAISO,1,20221310,380
CAISO,1,20221311,402
CAISO,1,20221312,447
CAISO,1,20221313,491
CAISO,1,20221314,398
CAISO,1,20221315,456
CAISO,1,20221316,417
CAISO,1,20221317,437
CAISO,1,20221318,453
CAISO,1,20221319,273
CAISO,1,20221320,228
CAISO,1,20221321,260
CAISO,1,20221322,250
CAISO,1,20221323,241
CAISO,1,20221324,234
CAISO,1,20221401,196
CAISO,1,20221402,193
CAISO,1,20221403,222
CAISO,1,20221404,223
CAISO,1,20221405,219
CAISO,1,20221406,201
CAISO,1,20221407,246
CAISO,1,20221408,357
CAISO,1,20221409,356
CAISO,1,20221410,381
CAISO,1,20221411,403
CAISO,1,20221412,446
CAISO,1,20221413,490
CAISO,1,20221414,396
CAISO,1,20221415,454
CAISO,1,20221416,424
CAISO,1,20221417,430
CAISO,1,20221418,432
CAISO,1,20221419,333
CAISO,1,20221420,222
CAISO,1,20221421,220
CAISO,1,20221422,210
CAISO,1,20221423,209
CAISO,1,20221424,201
CAISO,1,20221501,199
CAISO,1,20221502,193
CAISO,1,20221503,180
CAISO,1,20221504,178
CAISO,1,20221505,177
CAISO,1,20221506,176
CAISO,1,20221507,250
CAISO,1,20221508,807
CAISO,1,20221509,435
CAISO,1,20221510,461
CAISO,1,20221511,410
CAISO,1,20221512,412
CAISO,1,20221513,429
CAISO,1,20221514,551
CAISO,1,20221515,389
CAISO,1,20221516,657
CAISO,1,20221517,519
CAISO,1,20221518,498
CAISO,1,20221519,248
CAISO,1,20221520,248
CAISO,1,20221521,242
CAISO,1,20221522,228
CAISO,1,20221523,216
CAISO,1,20221524,204
CAISO,1,20221601,140
CAISO,1,20221602,137
CAISO,1,20221603,135
CAISO,1,20221604,136
CAISO,1,20221605,142
CAISO,1,20221606,154
CAISO,1,20221607,159
CAISO,1,20221608,807
CAISO,1,20221609,433
CAISO,1,20221610,455
