project,period,specified_capacity_mw,specified_capacity_mwh
Central_Valley_North_Los_Banos_Solar,2023,0,
Central_Valley_North_Los_Banos_Solar,2024,0,
Central_Valley_North_Los_Banos_Solar,2026,0,
Central_Valley_North_Los_Banos_Solar,2030,0,
Central_Valley_North_Los_Banos_Solar,2045,0,
Central_Valley_North_Los_Banos_Wind,2020,0,
Central_Valley_North_Los_Banos_Wind,2021,0,
Central_Valley_North_Los_Banos_Wind,2022,0,
Central_Valley_North_Los_Banos_Wind,2023,0,
Central_Valley_North_Los_Banos_Wind,2024,0,
Central_Valley_North_Los_Banos_Wind,2026,0,
Central_Valley_North_Los_Banos_Wind,2030,0,
Central_Valley_North_Los_Banos_Wind,2045,0,
Distributed_Solar,2020,0,
Distributed_Solar,2021,0,
Distributed_Solar,2022,0,
Distributed_Solar,2023,0,
Distributed_Solar,2024,0,
Distributed_Solar,2026,0,
Distributed_Solar,2030,0,
Distributed_Solar,2045,0,
Mountain_Pass_El_Dorado_Solar,2020,0,
Mountain_Pass_El_Dorado_Solar,2021,0,
Mountain_Pass_El_Dorado_Solar,2022,0,
Mountain_Pass_El_Dorado_Solar,2023,0,
Mountain_Pass_El_Dorado_Solar,2024,0,
Mountain_Pass_El_Dorado_Solar,2026,0,
Mountain_Pass_El_Dorado_Solar,2030,0,
Mountain_Pass_El_Dorado_Solar,2045,0,
Greater_Imperial_Solar,2020,0,
Greater_Imperial_Solar,2021,0,
Greater_Imperial_Solar,2022,0,
Greater_Imperial_Solar,2023,0,
Greater_Imperial_Solar,2024,0,
Greater_Imperial_Solar,2026,0,
Greater_Imperial_Solar,2030,0,
Greater_Imperial_Solar,2045,0,
Greater_Imperial_Wind,2020,0,
Greater_Imperial_Wind,2021,0,
Greater_Imperial_Wind,2022,0,
Greater_Imperial_Wind,2023,0,
Greater_Imperial_Wind,2024,0,
Greater_Imperial_Wind,2026,0,
Greater_Imperial_Wind,2030,0,
Greater_Imperial_Wind,2045,0,
Greater_Kramer_Wind,2020,0,
Greater_Kramer_Wind,2021,0,
Greater_Kramer_Wind,2022,0,
Greater_Kramer_Wind,2023,0,
Greater_Kramer_Wind,2024,0,
Greater_Kramer_Wind,2026,0,
Greater_Kramer_Wind,2030,0,
Greater_Kramer_Wind,2045,0,
Humboldt_Wind,2020,0,
Humboldt_Wind,2021,0,
Humboldt_Wind,2022,0,
Humboldt_Wind,2023,0,
Humboldt_Wind,2024,0,
Humboldt_Wind,2026,0,
Humboldt_Wind,2030,0,
Humboldt_Wind,2045,0,
Inyokern_North_Kramer_Solar,2020,0,
Inyokern_North_Kramer_Solar,2021,0,
Inyokern_North_Kramer_Solar,2022,0,
Inyokern_North_Kramer_Solar,2023,0,
Inyokern_North_Kramer_Solar,2024,0,
Inyokern_North_Kramer_Solar,2026,0,
Inyokern_North_Kramer_Solar,2030,0,
Inyokern_North_Kramer_Solar,2045,0,
Kern_Greater_Carrizo_Solar,2020,0,
Kern_Greater_Carrizo_Solar,2021,0,
Kern_Greater_Carrizo_Solar,2022,0,
Kern_Greater_Carrizo_Solar,2023,0,
Kern_Greater_Carrizo_Solar,2024,0,
Kern_Greater_Carrizo_Solar,2026,0,
Kern_Greater_Carrizo_Solar,2030,0,
Kern_Greater_Carrizo_Solar,2045,0,
Kern_Greater_Carrizo_Wind,2020,0,
Kern_Greater_Carrizo_Wind,2021,0,
Kern_Greater_Carrizo_Wind,2022,0,
Kern_Greater_Carrizo_Wind,2023,0,
Kern_Greater_Carrizo_Wind,2024,0,
Kern_Greater_Carrizo_Wind,2026,0,
Kern_Greater_Carrizo_Wind,2030,0,
Kern_Greater_Carrizo_Wind,2045,0,
Kramer_Inyokern_Ex_Solar,2020,0,
Kramer_Inyokern_Ex_Solar,2021,0,
Kramer_Inyokern_Ex_Solar,2022,0,
Kramer_Inyokern_Ex_Solar,2023,0,
Kramer_Inyokern_Ex_Solar,2024,0,
Kramer_Inyokern_Ex_Solar,2026,0,
Kramer_Inyokern_Ex_Solar,2030,0,
Kramer_Inyokern_Ex_Solar,2045,0,
Kramer_Inyokern_Ex_Wind,2020,0,
Kramer_Inyokern_Ex_Wind,2021,0,
Kramer_Inyokern_Ex_Wind,2022,0,
Kramer_Inyokern_Ex_Wind,2023,0,
Kramer_Inyokern_Ex_Wind,2024,0,
Kramer_Inyokern_Ex_Wind,2026,0,
Kramer_Inyokern_Ex_Wind,2030,0,
Kramer_Inyokern_Ex_Wind,2045,0,
North_Victor_Solar,2020,0,
North_Victor_Solar,2021,0,
North_Victor_Solar,2022,0,
North_Victor_Solar,2023,0,
North_Victor_Solar,2024,0,
North_Victor_Solar,2026,0,
North_Victor_Solar,2030,0,
North_Victor_Solar,2045,0,
Northern_California_Ex_Solar,2020,0,
Northern_California_Ex_Solar,2021,0,
Northern_California_Ex_Solar,2022,0,
Northern_California_Ex_Solar,2023,0,
Northern_California_Ex_Solar,2024,0,
Northern_California_Ex_Solar,2026,0,
Northern_California_Ex_Solar,2030,0,
Northern_California_Ex_Solar,2045,0,
Northern_California_Ex_Wind,2020,0,
Northern_California_Ex_Wind,2021,0,
Northern_California_Ex_Wind,2022,0,
Northern_California_Ex_Wind,2023,0,
Northern_California_Ex_Wind,2024,0,
Northern_California_Ex_Wind,2026,0,
Northern_California_Ex_Wind,2030,0,
Northern_California_Ex_Wind,2045,0,
NW_Ext_Tx_Wind,2020,0,
NW_Ext_Tx_Wind,2021,0,
NW_Ext_Tx_Wind,2022,0,
NW_Ext_Tx_Wind,2023,0,
NW_Ext_Tx_Wind,2024,0,
NW_Ext_Tx_Wind,2026,0,
NW_Ext_Tx_Wind,2030,0,
NW_Ext_Tx_Wind,2045,0,
Riverside_Palm_Springs_Solar,2020,0,
Riverside_Palm_Springs_Solar,2021,0,
Riverside_Palm_Springs_Solar,2022,0,
Riverside_Palm_Springs_Solar,2023,0,
Riverside_Palm_Springs_Solar,2024,0,
Riverside_Palm_Springs_Solar,2026,0,
Riverside_Palm_Springs_Solar,2030,0,
Riverside_Palm_Springs_Solar,2045,0,
Sacramento_River_Solar,2020,0,
Sacramento_River_Solar,2021,0,
Sacramento_River_Solar,2022,0,
Sacramento_River_Solar,2023,0,
Sacramento_River_Solar,2024,0,
Sacramento_River_Solar,2026,0,
Sacramento_River_Solar,2030,0,
Sacramento_River_Solar,2045,0,
Sacramento_River_Wind,2020,0,
Sacramento_River_Wind,2021,0,
Sacramento_River_Wind,2022,0,
Sacramento_River_Wind,2023,0,
Sacramento_River_Wind,2024,0,
Sacramento_River_Wind,2026,0,
Sacramento_River_Wind,2030,0,
Sacramento_River_Wind,2045,0,
SCADSNV_Solar,2020,0,
SCADSNV_Solar,2021,0,
SCADSNV_Solar,2022,0,
SCADSNV_Solar,2023,0,
SCADSNV_Solar,2024,0,
SCADSNV_Solar,2026,0,
SCADSNV_Solar,2030,0,
SCADSNV_Solar,2045,0,
SCADSNV_Wind,2020,0,
SCADSNV_Wind,2021,0,
SCADSNV_Wind,2022,0,
SCADSNV_Wind,2023,0,
SCADSNV_Wind,2024,0,
SCADSNV_Wind,2026,0,
SCADSNV_Wind,2030,0,
SCADSNV_Wind,2045,0,
Solano_Solar,2020,0,
Solano_Solar,2021,0,
Solano_Solar,2022,0,
Solano_Solar,2023,0,
Solano_Solar,2024,0,
Solano_Solar,2026,0,
Solano_Solar,2030,0,
Solano_Solar,2045,0,
Solano_subzone_Solar,2020,0,
Solano_subzone_Solar,2021,0,
Solano_subzone_Solar,2022,0,
Solano_subzone_Solar,2023,0,
Solano_subzone_Solar,2024,0,
Solano_subzone_Solar,2026,0,
Solano_subzone_Solar,2030,0,
Solano_subzone_Solar,2045,0,
Solano_subzone_Wind,2020,0,
Solano_subzone_Wind,2021,0,
Solano_subzone_Wind,2022,0,
Solano_subzone_Wind,2023,0,
Solano_subzone_Wind,2024,0,
Solano_subzone_Wind,2026,0,
Solano_subzone_Wind,2030,0,
Solano_subzone_Wind,2045,0,
Solano_Wind,2020,0,
Solano_Wind,2021,0,
Solano_Wind,2022,0,
Solano_Wind,2023,0,
Solano_Wind,2024,0,
Solano_Wind,2026,0,
Solano_Wind,2030,0,
Solano_Wind,2045,0,
Southern_California_Desert_Ex_Solar,2020,0,
Southern_California_Desert_Ex_Solar,2021,0,
Southern_California_Desert_Ex_Solar,2022,0,
Southern_California_Desert_Ex_Solar,2023,0,
Southern_California_Desert_Ex_Solar,2024,0,
Southern_California_Desert_Ex_Solar,2026,0,
Southern_California_Desert_Ex_Solar,2030,0,
Southern_California_Desert_Ex_Solar,2045,0,
Southern_California_Desert_Ex_Wind,2020,0,
Southern_California_Desert_Ex_Wind,2021,0,
Southern_California_Desert_Ex_Wind,2022,0,
Southern_California_Desert_Ex_Wind,2023,0,
Southern_California_Desert_Ex_Wind,2024,0,
Southern_California_Desert_Ex_Wind,2026,0,
Southern_California_Desert_Ex_Wind,2030,0,
Southern_California_Desert_Ex_Wind,2045,0,
Southern_Nevada_Solar,2020,0,
Southern_Nevada_Solar,2021,0,
Southern_Nevada_Solar,2022,0,
Southern_Nevada_Solar,2023,0,
Southern_Nevada_Solar,2024,0,
Southern_Nevada_Solar,2026,0,
Southern_Nevada_Solar,2030,0,
Southern_Nevada_Solar,2045,0,
Southern_Nevada_Wind,2020,0,
Southern_Nevada_Wind,2021,0,
Southern_Nevada_Wind,2022,0,
Southern_Nevada_Wind,2023,0,
Southern_Nevada_Wind,2024,0,
Southern_Nevada_Wind,2026,0,
Southern_Nevada_Wind,2030,0,
Southern_Nevada_Wind,2045,0,
SW_Ext_Tx_Wind,2020,0,
SW_Ext_Tx_Wind,2021,0,
SW_Ext_Tx_Wind,2022,0,
SW_Ext_Tx_Wind,2023,0,
SW_Ext_Tx_Wind,2024,0,
SW_Ext_Tx_Wind,2026,0,
SW_Ext_Tx_Wind,2030,0,
SW_Ext_Tx_Wind,2045,0,
Tehachapi_Ex_Solar,2020,0,
Tehachapi_Ex_Solar,2021,0,
Tehachapi_Ex_Solar,2022,0,
Tehachapi_Ex_Solar,2023,0,
Tehachapi_Ex_Solar,2024,0,
Tehachapi_Ex_Solar,2026,0,
Tehachapi_Ex_Solar,2030,0,
Tehachapi_Ex_Solar,2045,0,
Tehachapi_Solar,2020,0,
Tehachapi_Solar,2021,0,
Tehachapi_Solar,2022,0,
Tehachapi_Solar,2023,0,
Tehachapi_Solar,2024,0,
Tehachapi_Solar,2026,0,
Tehachapi_Solar,2030,0,
Tehachapi_Solar,2045,0,
Tehachapi_Wind,2020,0,
Tehachapi_Wind,2021,0,
Tehachapi_Wind,2022,0,
Tehachapi_Wind,2023,0,
Tehachapi_Wind,2024,0,
Tehachapi_Wind,2026,0,
Tehachapi_Wind,2030,0,
Tehachapi_Wind,2045,0,
Westlands_Ex_Solar,2020,0,
Westlands_Ex_Solar,2021,0,
Westlands_Ex_Solar,2022,0,
Westlands_Ex_Solar,2023,0,
Westlands_Ex_Solar,2024,0,
Westlands_Ex_Solar,2026,0,
Westlands_Ex_Solar,2030,0,
Westlands_Ex_Solar,2045,0,
Westlands_Ex_Wind,2020,0,
Westlands_Ex_Wind,2021,0,
Westlands_Ex_Wind,2022,0,
Westlands_Ex_Wind,2023,0,
Westlands_Ex_Wind,2024,0,
Westlands_Ex_Wind,2026,0,
Westlands_Ex_Wind,2030,0,
Westlands_Ex_Wind,2045,0,
Westlands_Solar,2020,0,
Westlands_Solar,2021,0,
Westlands_Solar,2022,0,
Westlands_Solar,2023,0,
Westlands_Solar,2024,0,
Westlands_Solar,2026,0,
Westlands_Solar,2030,0,
Westlands_Solar,2045,0,
Arizona_Solar,2020,0,
Arizona_Solar,2021,0,
Arizona_Solar,2022,0,
Arizona_Solar,2023,0,
Arizona_Solar,2024,0,
Arizona_Solar,2026,0,
Arizona_Solar,2030,0,
Arizona_Solar,2045,0,
Arizona_Wind,2020,0,
Arizona_Wind,2021,0,
Arizona_Wind,2022,0,
Arizona_Wind,2023,0,
Arizona_Wind,2024,0,
Arizona_Wind,2026,0,
Arizona_Wind,2030,0,
Arizona_Wind,2045,0,
Baja_California_Solar,2020,0,
Baja_California_Solar,2021,0,
Baja_California_Solar,2022,0,
Baja_California_Solar,2023,0,
Baja_California_Solar,2024,0,
Baja_California_Solar,2026,0,
Baja_California_Solar,2030,0,
Baja_California_Solar,2045,0,
Baja_California_Wind,2020,0,
Baja_California_Wind,2021,0,
Baja_California_Wind,2022,0,
Baja_California_Wind,2023,0,
Baja_California_Wind,2024,0,
Baja_California_Wind,2026,0,
Baja_California_Wind,2030,0,
Baja_California_Wind,2045,0,
Idaho_Wind,2020,0,
Idaho_Wind,2021,0,
Idaho_Wind,2022,0,
Idaho_Wind,2023,0,
Idaho_Wind,2024,0,
Idaho_Wind,2026,0,
Idaho_Wind,2030,0,
Idaho_Wind,2045,0,
New_Mexico_Solar,2020,0,
New_Mexico_Solar,2021,0,
New_Mexico_Solar,2022,0,
New_Mexico_Solar,2023,0,
New_Mexico_Solar,2024,0,
New_Mexico_Solar,2026,0,
New_Mexico_Solar,2030,0,
New_Mexico_Solar,2045,0,
New_Mexico_Wind,2020,0,
New_Mexico_Wind,2021,0,
New_Mexico_Wind,2022,0,
New_Mexico_Wind,2023,0,
New_Mexico_Wind,2024,0,
New_Mexico_Wind,2026,0,
New_Mexico_Wind,2030,0,
New_Mexico_Wind,2045,0,
Utah_Solar,2020,0,
Utah_Solar,2021,0,
Utah_Solar,2022,0,
Utah_Solar,2023,0,
Utah_Solar,2024,0,
Utah_Solar,2026,0,
Utah_Solar,2030,0,
Utah_Solar,2045,0,
Utah_Wind,2020,0,
Utah_Wind,2021,0,
Utah_Wind,2022,0,
Utah_Wind,2023,0,
Utah_Wind,2024,0,
Utah_Wind,2026,0,
Utah_Wind,2030,0,
Utah_Wind,2045,0,
Wyoming_Wind,2020,0,
Wyoming_Wind,2021,0,
Wyoming_Wind,2022,0,
Wyoming_Wind,2023,0,
Wyoming_Wind,2024,0,
Wyoming_Wind,2026,0,
Wyoming_Wind,2030,0,
Wyoming_Wind,2045,0,
Pacific_Northwest_Wind,2020,0,
Pacific_Northwest_Wind,2021,0,
Pacific_Northwest_Wind,2022,0,
Pacific_Northwest_Wind,2023,0,
Pacific_Northwest_Wind,2024,0,
Pacific_Northwest_Wind,2026,0,
Pacific_Northwest_Wind,2030,0,
Pacific_Northwest_Wind,2045,0,
Diablo_Canyon_Offshore_Wind,2020,0,
Diablo_Canyon_Offshore_Wind,2021,0,
Diablo_Canyon_Offshore_Wind,2022,0,
Diablo_Canyon_Offshore_Wind,2023,0,
Diablo_Canyon_Offshore_Wind,2024,0,
Diablo_Canyon_Offshore_Wind,2026,0,
Diablo_Canyon_Offshore_Wind,2030,0,
Diablo_Canyon_Offshore_Wind,2045,0,
Humboldt_Bay_Offshore_Wind,2020,0,
Humboldt_Bay_Offshore_Wind,2021,0,
Humboldt_Bay_Offshore_Wind,2022,0,
Humboldt_Bay_Offshore_Wind,2023,0,
Humboldt_Bay_Offshore_Wind,2024,0,
Humboldt_Bay_Offshore_Wind,2026,0,
Humboldt_Bay_Offshore_Wind,2030,0,
Humboldt_Bay_Offshore_Wind,2045,0,
Morro_Bay_Offshore_Wind,2020,0,
Morro_Bay_Offshore_Wind,2021,0,
Morro_Bay_Offshore_Wind,2022,0,
Morro_Bay_Offshore_Wind,2023,0,
Morro_Bay_Offshore_Wind,2024,0,
Morro_Bay_Offshore_Wind,2026,0,
Morro_Bay_Offshore_Wind,2030,0,
Morro_Bay_Offshore_Wind,2045,0,
Diablo_Canyon_Offshore_Wind_Ext_Tx,2020,0,
Diablo_Canyon_Offshore_Wind_Ext_Tx,2021,0,
Diablo_Canyon_Offshore_Wind_Ext_Tx,2022,0,
Diablo_Canyon_Offshore_Wind_Ext_Tx,2023,0,
Diablo_Canyon_Offshore_Wind_Ext_Tx,2024,0,
Diablo_Canyon_Offshore_Wind_Ext_Tx,2026,0,
Diablo_Canyon_Offshore_Wind_Ext_Tx,2030,0,
Diablo_Canyon_Offshore_Wind_Ext_Tx,2045,0,
Cape_Mendocino_Offshore_Wind,2020,0,
Cape_Mendocino_Offshore_Wind,2021,0,
Cape_Mendocino_Offshore_Wind,2022,0,
Cape_Mendocino_Offshore_Wind,2023,0,
Cape_Mendocino_Offshore_Wind,2024,0,
Cape_Mendocino_Offshore_Wind,2026,0,
Cape_Mendocino_Offshore_Wind,2030,0,
Cape_Mendocino_Offshore_Wind,2045,0,
Del_Norte_Offshore_Wind,2020,0,
Del_Norte_Offshore_Wind,2021,0,
Del_Norte_Offshore_Wind,2022,0,
Del_Norte_Offshore_Wind,2023,0,
Del_Norte_Offshore_Wind,2024,0,
Del_Norte_Offshore_Wind,2026,0,
Del_Norte_Offshore_Wind,2030,0,
Del_Norte_Offshore_Wind,2045,0,
CAISO_Existing_Pumped_Storage,2020,1599.2,252821.1245
CAISO_Existing_Pumped_Storage,2021,1599.2,252821.1245
CAISO_Existing_Pumped_Storage,2022,1599.2,252821.1245
CAISO_Existing_Pumped_Storage,2023,1599.2,252821.1245
CAISO_Existing_Pumped_Storage,2024,1599.2,252821.1245
CAISO_Existing_Pumped_Storage,2026,1599.2,252821.1245
CAISO_Existing_Pumped_Storage,2030,1599.2,252821.1245
CAISO_Existing_Pumped_Storage,2045,1599.2,252821.1245
CAISO_New_Pumped_Storage,2020,0,0
CAISO_New_Pumped_Storage,2021,0,0
CAISO_New_Pumped_Storage,2022,0,0
CAISO_New_Pumped_Storage,2023,0,0
CAISO_New_Pumped_Storage,2024,0,0
CAISO_New_Pumped_Storage,2026,0,0
CAISO_New_Pumped_Storage,2030,0,0
CAISO_New_Pumped_Storage,2045,0,0
CAISO_New_Flow_Battery,2020,0,0
CAISO_New_Flow_Battery,2021,0,0
CAISO_New_Flow_Battery,2022,0,0
CAISO_New_Flow_Battery,2023,0,0
CAISO_New_Flow_Battery,2024,0,0
CAISO_New_Flow_Battery,2026,0,0
CAISO_New_Flow_Battery,2030,0,0
CAISO_New_Flow_Battery,2045,0,0
CAISO_New_Flow_Battery_2,2020,0,0
CAISO_New_Flow_Battery_2,2021,0,0
CAISO_New_Flow_Battery_2,2022,0,0
CAISO_New_Flow_Battery_2,2023,0,0
CAISO_New_Flow_Battery_2,2024,0,0
CAISO_New_Flow_Battery_2,2026,0,0
CAISO_New_Flow_Battery_2,2030,0,0
CAISO_New_Flow_Battery_2,2045,0,0
CAISO_New_Flow_Battery_3,2020,0,0
CAISO_New_Flow_Battery_3,2021,0,0
CAISO_New_Flow_Battery_3,2022,0,0
CAISO_New_Flow_Battery_3,2023,0,0
CAISO_New_Flow_Battery_3,2024,0,0
CAISO_New_Flow_Battery_3,2026,0,0
CAISO_New_Flow_Battery_3,2030,0,0
CAISO_New_Flow_Battery_3,2045,0,0
CAISO_New_Flow_Battery_4,2020,0,0
CAISO_New_Flow_Battery_4,2021,0,0
CAISO_New_Flow_Battery_4,2022,0,0
CAISO_New_Flow_Battery_4,2023,0,0
CAISO_New_Flow_Battery_4,2024,0,0
CAISO_New_Flow_Battery_4,2026,0,0
CAISO_New_Flow_Battery_4,2030,0,0
CAISO_New_Flow_Battery_4,2045,0,0
CAISO_New_Flow_Battery_5,2020,0,0
CAISO_New_Flow_Battery_5,2021,0,0
CAISO_New_Flow_Battery_5,2022,0,0
CAISO_New_Flow_Battery_5,2023,0,0
CAISO_New_Flow_Battery_5,2024,0,0
CAISO_New_Flow_Battery_5,2026,0,0
CAISO_New_Flow_Battery_5,2030,0,0
CAISO_New_Flow_Battery_5,2045,0,0
CAISO_New_Li_Battery,2020,0,2914.05
CAISO_New_Li_Battery,2021,0,3965.55
CAISO_New_Li_Battery,2022,0,4260.55
CAISO_New_Li_Battery,2023,0,4630.55
CAISO_New_Li_Battery,2024,0,4852.35
CAISO_New_Li_Battery,2026,0,4852.35
CAISO_New_Li_Battery,2030,0,4852.35
CAISO_New_Li_Battery,2045,0,4852.35
CAISO_BTM_Li_Battery,2020,721.9884789,1804.971197
CAISO_BTM_Li_Battery,2021,839.4471708,2098.617927
CAISO_BTM_Li_Battery,2022,942.3578627,2355.894657
CAISO_BTM_Li_Battery,2023,1054.188555,2635.471387
CAISO_BTM_Li_Battery,2024,1157.099247,2892.748116
CAISO_BTM_Li_Battery,2026,1320.42063,3301.051576
CAISO_BTM_Li_Battery,2030,1647.063398,4117.658495
CAISO_BTM_Li_Battery,2045,1647.063398,4117.658495
CAISO_New_Li_Battery_2,2020,0,0
CAISO_New_Li_Battery_2,2021,0,0
CAISO_New_Li_Battery_2,2022,0,0
CAISO_New_Li_Battery_2,2023,0,0
CAISO_New_Li_Battery_2,2024,0,0
CAISO_New_Li_Battery_2,2026,0,0
CAISO_New_Li_Battery_2,2030,0,0
CAISO_New_Li_Battery_2,2045,0,0
CAISO_New_Li_Battery_3,2020,0,0
CAISO_New_Li_Battery_3,2021,0,0
CAISO_New_Li_Battery_3,2022,0,0
CAISO_New_Li_Battery_3,2023,0,0
CAISO_New_Li_Battery_3,2024,0,0
CAISO_New_Li_Battery_3,2026,0,0
CAISO_New_Li_Battery_3,2030,0,0
CAISO_New_Li_Battery_3,2045,0,0
CAISO_New_Li_Battery_4,2020,0,0
CAISO_New_Li_Battery_4,2021,0,0
CAISO_New_Li_Battery_4,2022,0,0
CAISO_New_Li_Battery_4,2023,0,0
CAISO_New_Li_Battery_4,2024,0,0
CAISO_New_Li_Battery_4,2026,0,0
CAISO_New_Li_Battery_4,2030,0,0
CAISO_New_Li_Battery_4,2045,0,0
CAISO_New_Li_Battery_5,2020,0,0
CAISO_New_Li_Battery_5,2021,0,0
CAISO_New_Li_Battery_5,2022,0,0
CAISO_New_Li_Battery_5,2023,0,0
CAISO_New_Li_Battery_5,2024,0,0
CAISO_New_Li_Battery_5,2026,0,0
CAISO_New_Li_Battery_5,2030,0,0
CAISO_New_Li_Battery_5,2045,0,0
CAISO_New_Li_Battery_6,2020,0,0
CAISO_New_Li_Battery_6,2021,0,0
CAISO_New_Li_Battery_6,2022,0,0
CAISO_New_Li_Battery_6,2023,0,0
CAISO_New_Li_Battery_6,2024,0,0
CAISO_New_Li_Battery_6,2026,0,0
CAISO_New_Li_Battery_6,2030,0,0
CAISO_New_Li_Battery_6,2045,0,0
CAISO_Hydro,2020,7070.1,
CAISO_Hydro,2021,7070.1,
CAISO_Hydro,2022,7070.1,
CAISO_Hydro,2023,7070.1,
CAISO_Hydro,2024,7070.1,
CAISO_Hydro,2026,7070.1,
CAISO_Hydro,2030,7069.51,
CAISO_Hydro,2045,7069.51,
NW_Hydro,2020,31478.04581,
NW_Hydro,2021,31478.04581,
NW_Hydro,2022,31478.04581,
NW_Hydro,2023,31478.04581,
NW_Hydro,2024,31478.04581,
NW_Hydro,2026,31478.04581,
NW_Hydro,2030,31295.11581,
NW_Hydro,2045,31287.61581,
SW_Hydro,2020,2680.31,
SW_Hydro,2021,2680.31,
SW_Hydro,2022,2680.31,
SW_Hydro,2023,2680.31,
SW_Hydro,2024,2680.31,
SW_Hydro,2026,2680.31,
SW_Hydro,2030,2532.43,
SW_Hydro,2045,2532.43,
LDWP_Hydro,2020,233.7,
LDWP_Hydro,2021,233.7,
LDWP_Hydro,2022,233.7,
LDWP_Hydro,2023,233.7,
LDWP_Hydro,2024,233.7,
LDWP_Hydro,2026,233.7,
LDWP_Hydro,2030,233.7,
LDWP_Hydro,2045,233.7,
BANC_Hydro,2020,2724.06,
BANC_Hydro,2021,2724.06,
BANC_Hydro,2022,2724.06,
BANC_Hydro,2023,2724.06,
BANC_Hydro,2024,2724.06,
BANC_Hydro,2026,2724.06,
BANC_Hydro,2030,2724.06,
BANC_Hydro,2045,2724.06,
IID_Hydro,2020,83.5,
IID_Hydro,2021,83.5,
IID_Hydro,2022,83.5,
IID_Hydro,2023,83.5,
IID_Hydro,2024,83.5,
IID_Hydro,2026,83.5,
IID_Hydro,2030,83.5,
IID_Hydro,2045,83.5,
NW_Hydro_for_CAISO,2020,2851.767193,
NW_Hydro_for_CAISO,2021,2851.767193,
NW_Hydro_for_CAISO,2022,2851.767193,
NW_Hydro_for_CAISO,2023,2851.767193,
NW_Hydro_for_CAISO,2024,2851.767193,
NW_Hydro_for_CAISO,2026,2851.767193,
NW_Hydro_for_CAISO,2030,2851.767193,
NW_Hydro_for_CAISO,2045,2851.767193,
Hydrogen_electrolysis,2020,0,
Hydrogen_electrolysis,2021,0,
Hydrogen_electrolysis,2022,0,
Hydrogen_electrolysis,2023,0,
Hydrogen_electrolysis,2024,0,
Hydrogen_electrolysis,2026,0,
Hydrogen_electrolysis,2030,0,
Hydrogen_electrolysis,2045,450.4127885,
CAISO_Shed_DR_Existing,2020,2195.45096,
CAISO_Shed_DR_Existing,2021,2195.45096,
CAISO_Shed_DR_Existing,2022,2195.45096,
CAISO_Shed_DR_Existing,2023,2195.45096,
CAISO_Shed_DR_Existing,2024,2195.45096,
CAISO_Shed_DR_Existing,2026,2195.45096,
CAISO_Shed_DR_Existing,2030,2195.45096,
CAISO_Shed_DR_Existing,2045,2195.45096,
CAISO_Shed_DR_Tranche1,2020,0,
CAISO_Shed_DR_Tranche1,2021,0,
CAISO_Shed_DR_Tranche1,2022,0,
CAISO_Shed_DR_Tranche1,2023,0,
CAISO_Shed_DR_Tranche1,2024,0,
CAISO_Shed_DR_Tranche1,2026,0,
CAISO_Shed_DR_Tranche1,2030,0,
CAISO_Shed_DR_Tranche1,2045,0,
CAISO_Shed_DR_Tranche2,2020,0,
CAISO_Shed_DR_Tranche2,2021,0,
CAISO_Shed_DR_Tranche2,2022,0,
CAISO_Shed_DR_Tranche2,2023,0,
CAISO_Shed_DR_Tranche2,2024,0,
CAISO_Shed_DR_Tranche2,2026,0,
CAISO_Shed_DR_Tranche2,2030,0,
CAISO_Shed_DR_Tranche2,2045,0,
CAISO_Shed_DR_Tranche3,2020,0,
CAISO_Shed_DR_Tranche3,2021,0,
CAISO_Shed_DR_Tranche3,2022,0,
CAISO_Shed_DR_Tranche3,2023,0,
CAISO_Shed_DR_Tranche3,2024,0,
CAISO_Shed_DR_Tranche3,2026,0,
CAISO_Shed_DR_Tranche3,2030,0,
CAISO_Shed_DR_Tranche3,2045,0,
CAISO_Shed_DR_Tranche4,2020,0,
CAISO_Shed_DR_Tranche4,2021,0,
CAISO_Shed_DR_Tranche4,2022,0,
CAISO_Shed_DR_Tranche4,2023,0,
CAISO_Shed_DR_Tranche4,2024,0,
CAISO_Shed_DR_Tranche4,2026,0,
CAISO_Shed_DR_Tranche4,2030,0,
CAISO_Shed_DR_Tranche4,2045,0,
CAISO_Shed_DR_Tranche5,2020,0,
CAISO_Shed_DR_Tranche5,2021,0,
CAISO_Shed_DR_Tranche5,2022,0,
CAISO_Shed_DR_Tranche5,2023,0,
CAISO_Shed_DR_Tranche5,2024,0,
CAISO_Shed_DR_Tranche5,2026,0,
CAISO_Shed_DR_Tranche5,2030,0,
CAISO_Shed_DR_Tranche5,2045,0,
CAISO_Shed_DR_Tranche6,2020,0,
CAISO_Shed_DR_Tranche6,2021,0,
CAISO_Shed_DR_Tranche6,2022,0,
CAISO_Shed_DR_Tranche6,2023,0,
CAISO_Shed_DR_Tranche6,2024,0,
CAISO_Shed_DR_Tranche6,2026,0,
CAISO_Shed_DR_Tranche6,2030,0,
CAISO_Shed_DR_Tranche6,2045,0,
CAISO_Shed_DR_Tranche7,2020,0,
CAISO_Shed_DR_Tranche7,2021,0,
CAISO_Shed_DR_Tranche7,2022,0,
CAISO_Shed_DR_Tranche7,2023,0,
CAISO_Shed_DR_Tranche7,2024,0,
CAISO_Shed_DR_Tranche7,2026,0,
CAISO_Shed_DR_Tranche7,2030,0,
CAISO_Shed_DR_Tranche7,2045,0,
CAISO_Shed_DR_Tranche8,2020,0,
