frequency_response_ba,stage_id,timepoint,frequency_response_mw
CAISO,1,20210817,770
CAISO,1,20210818,770
CAISO,1,20210819,770
CAISO,1,20210820,770
CAISO,1,20210821,770
CAISO,1,20210822,770
CAISO,1,20210823,770
CAISO,1,20210824,770
CAISO,1,20210901,770
CAISO,1,20210902,770
CAISO,1,20210903,770
CAISO,1,20210904,770
CAISO,1,20210905,770
CAISO,1,20210906,770
CAISO,1,20210907,770
CAISO,1,20210908,770
CAISO,1,20210909,770
CAISO,1,20210910,770
CAISO,1,20210911,770
CAISO,1,20210912,770
CAISO,1,20210913,770
CAISO,1,20210914,770
CAISO,1,20210915,770
CAISO,1,20210916,770
CAISO,1,20210917,770
CAISO,1,20210918,770
CAISO,1,20210919,770
CAISO,1,20210920,770
CAISO,1,20210921,770
CAISO,1,20210922,770
CAISO,1,20210923,770
CAISO,1,20210924,770
CAISO,1,20211001,770
CAISO,1,20211002,770
CAISO,1,20211003,770
CAISO,1,20211004,770
CAISO,1,20211005,770
CAISO,1,20211006,770
CAISO,1,20211007,770
CAISO,1,20211008,770
CAISO,1,20211009,770
CAISO,1,20211010,770
CAISO,1,20211011,770
CAISO,1,20211012,770
CAISO,1,20211013,770
CAISO,1,20211014,770
CAISO,1,20211015,770
CAISO,1,20211016,770
CAISO,1,20211017,770
CAISO,1,20211018,770
CAISO,1,20211019,770
CAISO,1,20211020,770
CAISO,1,20211021,770
CAISO,1,20211022,770
CAISO,1,20211023,770
CAISO,1,20211024,770
CAISO,1,20211101,770
CAISO,1,20211102,770
CAISO,1,20211103,770
CAISO,1,20211104,770
CAISO,1,20211105,770
CAISO,1,20211106,770
CAISO,1,20211107,770
CAISO,1,20211108,770
CAISO,1,20211109,770
CAISO,1,20211110,770
CAISO,1,20211111,770
CAISO,1,20211112,770
CAISO,1,20211113,770
CAISO,1,20211114,770
CAISO,1,20211115,770
CAISO,1,20211116,770
CAISO,1,20211117,770
CAISO,1,20211118,770
CAISO,1,20211119,770
CAISO,1,20211120,770
CAISO,1,20211121,770
CAISO,1,20211122,770
CAISO,1,20211123,770
CAISO,1,20211124,770
CAISO,1,20211201,770
CAISO,1,20211202,770
CAISO,1,20211203,770
CAISO,1,20211204,770
CAISO,1,20211205,770
CAISO,1,20211206,770
CAISO,1,20211207,770
CAISO,1,20211208,770
CAISO,1,20211209,770
CAISO,1,20211210,770
CAISO,1,20211211,770
CAISO,1,20211212,770
CAISO,1,20211213,770
CAISO,1,20211214,770
CAISO,1,20211215,770
CAISO,1,20211216,770
CAISO,1,20211217,770
CAISO,1,20211218,770
CAISO,1,20211219,770
CAISO,1,20211220,770
CAISO,1,20211221,770
CAISO,1,20211222,770
CAISO,1,20211223,770
CAISO,1,20211224,770
CAISO,1,20211301,770
CAISO,1,20211302,770
CAISO,1,20211303,770
CAISO,1,20211304,770
CAISO,1,20211305,770
CAISO,1,20211306,770
CAISO,1,20211307,770
CAISO,1,20211308,770
CAISO,1,20211309,770
CAISO,1,20211310,770
CAISO,1,20211311,770
CAISO,1,20211312,770
CAISO,1,20211313,770
CAISO,1,20211314,770
CAISO,1,20211315,770
CAISO,1,20211316,770
CAISO,1,20211317,770
CAISO,1,20211318,770
CAISO,1,20211319,770
CAISO,1,20211320,770
CAISO,1,20211321,770
CAISO,1,20211322,770
CAISO,1,20211323,770
CAISO,1,20211324,770
CAISO,1,20211401,770
CAISO,1,20211402,770
CAISO,1,20211403,770
CAISO,1,20211404,770
CAISO,1,20211405,770
CAISO,1,20211406,770
CAISO,1,20211407,770
CAISO,1,20211408,770
CAISO,1,20211409,770
CAISO,1,20211410,770
CAISO,1,20211411,770
CAISO,1,20211412,770
CAISO,1,20211413,770
CAISO,1,20211414,770
CAISO,1,20211415,770
CAISO,1,20211416,770
CAISO,1,20211417,770
CAISO,1,20211418,770
CAISO,1,20211419,770
CAISO,1,20211420,770
CAISO,1,20211421,770
CAISO,1,20211422,770
CAISO,1,20211423,770
CAISO,1,20211424,770
CAISO,1,20211501,770
CAISO,1,20211502,770
CAISO,1,20211503,770
CAISO,1,20211504,770
CAISO,1,20211505,770
CAISO,1,20211506,770
CAISO,1,20211507,770
CAISO,1,20211508,770
CAISO,1,20211509,770
CAISO,1,20211510,770
CAISO,1,20211511,770
CAISO,1,20211512,770
CAISO,1,20211513,770
CAISO,1,20211514,770
CAISO,1,20211515,770
CAISO,1,20211516,770
CAISO,1,20211517,770
CAISO,1,20211518,770
CAISO,1,20211519,770
CAISO,1,20211520,770
CAISO,1,20211521,770
CAISO,1,20211522,770
CAISO,1,20211523,770
CAISO,1,20211524,770
CAISO,1,20211601,770
CAISO,1,20211602,770
CAISO,1,20211603,770
CAISO,1,20211604,770
CAISO,1,20211605,770
CAISO,1,20211606,770
CAISO,1,20211607,770
CAISO,1,20211608,770
CAISO,1,20211609,770
CAISO,1,20211610,770
CAISO,1,20211611,770
CAISO,1,20211612,770
CAISO,1,20211613,770
CAISO,1,20211614,770
CAISO,1,20211615,770
CAISO,1,20211616,770
CAISO,1,20211617,770
CAISO,1,20211618,770
CAISO,1,20211619,770
CAISO,1,20211620,770
CAISO,1,20211621,770
CAISO,1,20211622,770
CAISO,1,20211623,770
CAISO,1,20211624,770
CAISO,1,20211701,770
CAISO,1,20211702,770
CAISO,1,20211703,770
CAISO,1,20211704,770
CAISO,1,20211705,770
CAISO,1,20211706,770
CAISO,1,20211707,770
CAISO,1,20211708,770
CAISO,1,20211709,770
CAISO,1,20211710,770
CAISO,1,20211711,770
CAISO,1,20211712,770
CAISO,1,20211713,770
CAISO,1,20211714,770
CAISO,1,20211715,770
CAISO,1,20211716,770
CAISO,1,20211717,770
CAISO,1,20211718,770
CAISO,1,20211719,770
CAISO,1,20211720,770
CAISO,1,20211721,770
CAISO,1,20211722,770
CAISO,1,20211723,770
CAISO,1,20211724,770
CAISO,1,20211801,770
CAISO,1,20211802,770
CAISO,1,20211803,770
CAISO,1,20211804,770
CAISO,1,20211805,770
CAISO,1,20211806,770
CAISO,1,20211807,770
CAISO,1,20211808,770
CAISO,1,20211809,770
CAISO,1,20211810,770
CAISO,1,20211811,770
CAISO,1,20211812,770
CAISO,1,20211813,770
CAISO,1,20211814,770
CAISO,1,20211815,770
CAISO,1,20211816,770
CAISO,1,20211817,770
CAISO,1,20211818,770
CAISO,1,20211819,770
CAISO,1,20211820,770
CAISO,1,20211821,770
CAISO,1,20211822,770
CAISO,1,20211823,770
CAISO,1,20211824,770
CAISO,1,20211901,770
CAISO,1,20211902,770
CAISO,1,20211903,770
CAISO,1,20211904,770
CAISO,1,20211905,770
CAISO,1,20211906,770
CAISO,1,20211907,770
CAISO,1,20211908,770
CAISO,1,20211909,770
CAISO,1,20211910,770
CAISO,1,20211911,770
CAISO,1,20211912,770
CAISO,1,20211913,770
CAISO,1,20211914,770
CAISO,1,20211915,770
CAISO,1,20211916,770
CAISO,1,20211917,770
CAISO,1,20211918,770
CAISO,1,20211919,770
CAISO,1,20211920,770
CAISO,1,20211921,770
CAISO,1,20211922,770
CAISO,1,20211923,770
CAISO,1,20211924,770
CAISO,1,20212001,770
CAISO,1,20212002,770
CAISO,1,20212003,770
CAISO,1,20212004,770
CAISO,1,20212005,770
CAISO,1,20212006,770
CAISO,1,20212007,770
CAISO,1,20212008,770
CAISO,1,20212009,770
CAISO,1,20212010,770
CAISO,1,20212011,770
CAISO,1,20212012,770
CAISO,1,20212013,770
CAISO,1,20212014,770
CAISO,1,20212015,770
CAISO,1,20212016,770
CAISO,1,20212017,770
CAISO,1,20212018,770
CAISO,1,20212019,770
CAISO,1,20212020,770
CAISO,1,20212021,770
CAISO,1,20212022,770
CAISO,1,20212023,770
CAISO,1,20212024,770
CAISO,1,20212101,770
CAISO,1,20212102,770
CAISO,1,20212103,770
CAISO,1,20212104,770
CAISO,1,20212105,770
CAISO,1,20212106,770
CAISO,1,20212107,770
CAISO,1,20212108,770
CAISO,1,20212109,770
CAISO,1,20212110,770
CAISO,1,20212111,770
CAISO,1,20212112,770
CAISO,1,20212113,770
CAISO,1,20212114,770
CAISO,1,20212115,770
CAISO,1,20212116,770
CAISO,1,20212117,770
CAISO,1,20212118,770
CAISO,1,20212119,770
CAISO,1,20212120,770
CAISO,1,20212121,770
CAISO,1,20212122,770
CAISO,1,20212123,770
CAISO,1,20212124,770
CAISO,1,20212201,770
CAISO,1,20212202,770
CAISO,1,20212203,770
CAISO,1,20212204,770
CAISO,1,20212205,770
CAISO,1,20212206,770
CAISO,1,20212207,770
CAISO,1,20212208,770
CAISO,1,20212209,770
CAISO,1,20212210,770
CAISO,1,20212211,770
CAISO,1,20212212,770
CAISO,1,20212213,770
CAISO,1,20212214,770
CAISO,1,20212215,770
CAISO,1,20212216,770
CAISO,1,20212217,770
CAISO,1,20212218,770
CAISO,1,20212219,770
CAISO,1,20212220,770
CAISO,1,20212221,770
CAISO,1,20212222,770
CAISO,1,20212223,770
CAISO,1,20212224,770
CAISO,1,20212301,770
CAISO,1,20212302,770
CAISO,1,20212303,770
CAISO,1,20212304,770
CAISO,1,20212305,770
CAISO,1,20212306,770
CAISO,1,20212307,770
CAISO,1,20212308,770
CAISO,1,20212309,770
CAISO,1,20212310,770
CAISO,1,20212311,770
CAISO,1,20212312,770
CAISO,1,20212313,770
CAISO,1,20212314,770
CAISO,1,20212315,770
CAISO,1,20212316,770
CAISO,1,20212317,770
CAISO,1,20212318,770
CAISO,1,20212319,770
CAISO,1,20212320,770
CAISO,1,20212321,770
CAISO,1,20212322,770
CAISO,1,20212323,770
CAISO,1,20212324,770
CAISO,1,20212401,770
CAISO,1,20212402,770
CAISO,1,20212403,770
CAISO,1,20212404,770
CAISO,1,20212405,770
CAISO,1,20212406,770
CAISO,1,20212407,770
CAISO,1,20212408,770
CAISO,1,20212409,770
CAISO,1,20212410,770
CAISO,1,20212411,770
CAISO,1,20212412,770
CAISO,1,20212413,770
CAISO,1,20212414,770
CAISO,1,20212415,770
CAISO,1,20212416,770
CAISO,1,20212417,770
CAISO,1,20212418,770
CAISO,1,20212419,770
CAISO,1,20212420,770
CAISO,1,20212421,770
CAISO,1,20212422,770
CAISO,1,20212423,770
CAISO,1,20212424,770
CAISO,1,20212501,770
CAISO,1,20212502,770
CAISO,1,20212503,770
CAISO,1,20212504,770
CAISO,1,20212505,770
CAISO,1,20212506,770
CAISO,1,20212507,770
CAISO,1,20212508,770
CAISO,1,20212509,770
CAISO,1,20212510,770
CAISO,1,20212511,770
CAISO,1,20212512,770
CAISO,1,20212513,770
CAISO,1,20212514,770
CAISO,1,20212515,770
CAISO,1,20212516,770
CAISO,1,20212517,770
CAISO,1,20212518,770
CAISO,1,20212519,770
CAISO,1,20212520,770
CAISO,1,20212521,770
CAISO,1,20212522,770
CAISO,1,20212523,770
CAISO,1,20212524,770
CAISO,1,20212601,770
CAISO,1,20212602,770
CAISO,1,20212603,770
CAISO,1,20212604,770
CAISO,1,20212605,770
CAISO,1,20212606,770
CAISO,1,20212607,770
CAISO,1,20212608,770
CAISO,1,20212609,770
CAISO,1,20212610,770
CAISO,1,20212611,770
CAISO,1,20212612,770
CAISO,1,20212613,770
CAISO,1,20212614,770
CAISO,1,20212615,770
CAISO,1,20212616,770
CAISO,1,20212617,770
CAISO,1,20212618,770
CAISO,1,20212619,770
CAISO,1,20212620,770
CAISO,1,20212621,770
CAISO,1,20212622,770
CAISO,1,20212623,770
CAISO,1,20212624,770
CAISO,1,20212701,770
CAISO,1,20212702,770
CAISO,1,20212703,770
CAISO,1,20212704,770
CAISO,1,20212705,770
CAISO,1,20212706,770
CAISO,1,20212707,770
CAISO,1,20212708,770
CAISO,1,20212709,770
CAISO,1,20212710,770
CAISO,1,20212711,770
CAISO,1,20212712,770
CAISO,1,20212713,770
CAISO,1,20212714,770
CAISO,1,20212715,770
CAISO,1,20212716,770
CAISO,1,20212717,770
CAISO,1,20212718,770
CAISO,1,20212719,770
CAISO,1,20212720,770
CAISO,1,20212721,770
CAISO,1,20212722,770
CAISO,1,20212723,770
CAISO,1,20212724,770
CAISO,1,20212801,770
CAISO,1,20212802,770
CAISO,1,20212803,770
CAISO,1,20212804,770
CAISO,1,20212805,770
CAISO,1,20212806,770
CAISO,1,20212807,770
CAISO,1,20212808,770
CAISO,1,20212809,770
CAISO,1,20212810,770
CAISO,1,20212811,770
CAISO,1,20212812,770
CAISO,1,20212813,770
CAISO,1,20212814,770
CAISO,1,20212815,770
CAISO,1,20212816,770
CAISO,1,20212817,770
CAISO,1,20212818,770
CAISO,1,20212819,770
CAISO,1,20212820,770
CAISO,1,20212821,770
CAISO,1,20212822,770
CAISO,1,20212823,770
CAISO,1,20212824,770
CAISO,1,20212901,770
CAISO,1,20212902,770
CAISO,1,20212903,770
CAISO,1,20212904,770
CAISO,1,20212905,770
CAISO,1,20212906,770
CAISO,1,20212907,770
CAISO,1,20212908,770
CAISO,1,20212909,770
CAISO,1,20212910,770
CAISO,1,20212911,770
CAISO,1,20212912,770
CAISO,1,20212913,770
CAISO,1,20212914,770
CAISO,1,20212915,770
CAISO,1,20212916,770
CAISO,1,20212917,770
CAISO,1,20212918,770
CAISO,1,20212919,770
CAISO,1,20212920,770
CAISO,1,20212921,770
CAISO,1,20212922,770
CAISO,1,20212923,770
CAISO,1,20212924,770
CAISO,1,20213001,770
CAISO,1,20213002,770
CAISO,1,20213003,770
CAISO,1,20213004,770
CAISO,1,20213005,770
CAISO,1,20213006,770
CAISO,1,20213007,770
CAISO,1,20213008,770
CAISO,1,20213009,770
CAISO,1,20213010,770
CAISO,1,20213011,770
CAISO,1,20213012,770
CAISO,1,20213013,770
CAISO,1,20213014,770
CAISO,1,20213015,770
CAISO,1,20213016,770
CAISO,1,20213017,770
CAISO,1,20213018,770
CAISO,1,20213019,770
CAISO,1,20213020,770
CAISO,1,20213021,770
CAISO,1,20213022,770
CAISO,1,20213023,770
CAISO,1,20213024,770
CAISO,1,20213101,770
CAISO,1,20213102,770
CAISO,1,20213103,770
CAISO,1,20213104,770
CAISO,1,20213105,770
CAISO,1,20213106,770
CAISO,1,20213107,770
CAISO,1,20213108,770
CAISO,1,20213109,770
CAISO,1,20213110,770
CAISO,1,20213111,770
CAISO,1,20213112,770
CAISO,1,20213113,770
CAISO,1,20213114,770
CAISO,1,20213115,770
CAISO,1,20213116,770
CAISO,1,20213117,770
CAISO,1,20213118,770
CAISO,1,20213119,770
CAISO,1,20213120,770
CAISO,1,20213121,770
CAISO,1,20213122,770
CAISO,1,20213123,770
CAISO,1,20213124,770
CAISO,1,20213201,770
CAISO,1,20213202,770
CAISO,1,20213203,770
CAISO,1,20213204,770
CAISO,1,20213205,770
CAISO,1,20213206,770
CAISO,1,20213207,770
CAISO,1,20213208,770
CAISO,1,20213209,770
CAISO,1,20213210,770
CAISO,1,20213211,770
CAISO,1,20213212,770
CAISO,1,20213213,770
CAISO,1,20213214,770
CAISO,1,20213215,770
CAISO,1,20213216,770
CAISO,1,20213217,770
CAISO,1,20213218,770
CAISO,1,20213219,770
CAISO,1,20213220,770
CAISO,1,20213221,770
CAISO,1,20213222,770
CAISO,1,20213223,770
CAISO,1,20213224,770
CAISO,1,20213301,770
CAISO,1,20213302,770
CAISO,1,20213303,770
CAISO,1,20213304,770
CAISO,1,20213305,770
CAISO,1,20213306,770
CAISO,1,20213307,770
CAISO,1,20213308,770
CAISO,1,20213309,770
CAISO,1,20213310,770
CAISO,1,20213311,770
CAISO,1,20213312,770
CAISO,1,20213313,770
CAISO,1,20213314,770
CAISO,1,20213315,770
CAISO,1,20213316,770
CAISO,1,20213317,770
CAISO,1,20213318,770
CAISO,1,20213319,770
CAISO,1,20213320,770
CAISO,1,20213321,770
CAISO,1,20213322,770
CAISO,1,20213323,770
CAISO,1,20213324,770
CAISO,1,20213401,770
CAISO,1,20213402,770
CAISO,1,20213403,770
CAISO,1,20213404,770
CAISO,1,20213405,770
CAISO,1,20213406,770
CAISO,1,20213407,770
CAISO,1,20213408,770
CAISO,1,20213409,770
CAISO,1,20213410,770
CAISO,1,20213411,770
CAISO,1,20213412,770
CAISO,1,20213413,770
CAISO,1,20213414,770
CAISO,1,20213415,770
CAISO,1,20213416,770
CAISO,1,20213417,770
CAISO,1,20213418,770
CAISO,1,20213419,770
CAISO,1,20213420,770
CAISO,1,20213421,770
CAISO,1,20213422,770
CAISO,1,20213423,770
CAISO,1,20213424,770
CAISO,1,20213501,770
CAISO,1,20213502,770
CAISO,1,20213503,770
CAISO,1,20213504,770
CAISO,1,20213505,770
CAISO,1,20213506,770
CAISO,1,20213507,770
CAISO,1,20213508,770
CAISO,1,20213509,770
CAISO,1,20213510,770
CAISO,1,20213511,770
CAISO,1,20213512,770
CAISO,1,20213513,770
CAISO,1,20213514,770
CAISO,1,20213515,770
CAISO,1,20213516,770
CAISO,1,20213517,770
CAISO,1,20213518,770
CAISO,1,20213519,770
CAISO,1,20213520,770
CAISO,1,20213521,770
CAISO,1,20213522,770
CAISO,1,20213523,770
CAISO,1,20213524,770
CAISO,1,20213601,770
CAISO,1,20213602,770
CAISO,1,20213603,770
CAISO,1,20213604,770
CAISO,1,20213605,770
CAISO,1,20213606,770
CAISO,1,20213607,770
CAISO,1,20213608,770
CAISO,1,20213609,770
CAISO,1,20213610,770
CAISO,1,20213611,770
CAISO,1,20213612,770
CAISO,1,20213613,770
CAISO,1,20213614,770
CAISO,1,20213615,770
CAISO,1,20213616,770
CAISO,1,20213617,770
CAISO,1,20213618,770
CAISO,1,20213619,770
CAISO,1,20213620,770
CAISO,1,20213621,770
CAISO,1,20213622,770
CAISO,1,20213623,770
CAISO,1,20213624,770
CAISO,1,20213701,770
CAISO,1,20213702,770
CAISO,1,20213703,770
CAISO,1,20213704,770
CAISO,1,20213705,770
CAISO,1,20213706,770
CAISO,1,20213707,770
CAISO,1,20213708,770
CAISO,1,20213709,770
CAISO,1,20213710,770
CAISO,1,20213711,770
CAISO,1,20213712,770
CAISO,1,20213713,770
CAISO,1,20213714,770
CAISO,1,20213715,770
CAISO,1,20213716,770
CAISO,1,20213717,770
CAISO,1,20213718,770
CAISO,1,20213719,770
CAISO,1,20213720,770
CAISO,1,20213721,770
CAISO,1,20213722,770
CAISO,1,20213723,770
CAISO,1,20213724,770
CAISO,1,20220101,770
CAISO,1,20220102,770
CAISO,1,20220103,770
CAISO,1,20220104,770
CAISO,1,20220105,770
CAISO,1,20220106,770
CAISO,1,20220107,770
CAISO,1,20220108,770
CAISO,1,20220109,770
CAISO,1,20220110,770
CAISO,1,20220111,770
CAISO,1,20220112,770
CAISO,1,20220113,770
CAISO,1,20220114,770
CAISO,1,20220115,770
CAISO,1,20220116,770
CAISO,1,20220117,770
CAISO,1,20220118,770
CAISO,1,20220119,770
CAISO,1,20220120,770
CAISO,1,20220121,770
CAISO,1,20220122,770
CAISO,1,20220123,770
CAISO,1,20220124,770
CAISO,1,20220201,770
CAISO,1,20220202,770
CAISO,1,20220203,770
CAISO,1,20220204,770
CAISO,1,20220205,770
CAISO,1,20220206,770
CAISO,1,20220207,770
CAISO,1,20220208,770
CAISO,1,20220209,770
CAISO,1,20220210,770
CAISO,1,20220211,770
CAISO,1,20220212,770
CAISO,1,20220213,770
CAISO,1,20220214,770
CAISO,1,20220215,770
CAISO,1,20220216,770
CAISO,1,20220217,770
CAISO,1,20220218,770
CAISO,1,20220219,770
CAISO,1,20220220,770
CAISO,1,20220221,770
CAISO,1,20220222,770
CAISO,1,20220223,770
CAISO,1,20220224,770
CAISO,1,20220301,770
CAISO,1,20220302,770
CAISO,1,20220303,770
CAISO,1,20220304,770
CAISO,1,20220305,770
CAISO,1,20220306,770
CAISO,1,20220307,770
CAISO,1,20220308,770
CAISO,1,20220309,770
CAISO,1,20220310,770
CAISO,1,20220311,770
CAISO,1,20220312,770
CAISO,1,20220313,770
CAISO,1,20220314,770
CAISO,1,20220315,770
CAISO,1,20220316,770
CAISO,1,20220317,770
CAISO,1,20220318,770
CAISO,1,20220319,770
CAISO,1,20220320,770
CAISO,1,20220321,770
CAISO,1,20220322,770
CAISO,1,20220323,770
CAISO,1,20220324,770
CAISO,1,20220401,770
CAISO,1,20220402,770
CAISO,1,20220403,770
CAISO,1,20220404,770
CAISO,1,20220405,770
CAISO,1,20220406,770
CAISO,1,20220407,770
CAISO,1,20220408,770
CAISO,1,20220409,770
CAISO,1,20220410,770
CAISO,1,20220411,770
CAISO,1,20220412,770
CAISO,1,20220413,770
CAISO,1,20220414,770
CAISO,1,20220415,770
CAISO,1,20220416,770
CAISO,1,20220417,770
CAISO,1,20220418,770
CAISO,1,20220419,770
CAISO,1,20220420,770
CAISO,1,20220421,770
CAISO,1,20220422,770
CAISO,1,20220423,770
CAISO,1,20220424,770
CAISO,1,20220501,770
CAISO,1,20220502,770
CAISO,1,20220503,770
CAISO,1,20220504,770
CAISO,1,20220505,770
CAISO,1,20220506,770
CAISO,1,20220507,770
CAISO,1,20220508,770
CAISO,1,20220509,770
CAISO,1,20220510,770
CAISO,1,20220511,770
CAISO,1,20220512,770
CAISO,1,20220513,770
CAISO,1,20220514,770
CAISO,1,20220515,770
CAISO,1,20220516,770
CAISO,1,20220517,770
CAISO,1,20220518,770
CAISO,1,20220519,770
CAISO,1,20220520,770
CAISO,1,20220521,770
CAISO,1,20220522,770
CAISO,1,20220523,770
CAISO,1,20220524,770
CAISO,1,20220601,770
CAISO,1,20220602,770
CAISO,1,20220603,770
CAISO,1,20220604,770
CAISO,1,20220605,770
CAISO,1,20220606,770
CAISO,1,20220607,770
CAISO,1,20220608,770
CAISO,1,20220609,770
CAISO,1,20220610,770
CAISO,1,20220611,770
CAISO,1,20220612,770
CAISO,1,20220613,770
CAISO,1,20220614,770
CAISO,1,20220615,770
CAISO,1,20220616,770
CAISO,1,20220617,770
CAISO,1,20220618,770
CAISO,1,20220619,770
CAISO,1,20220620,770
CAISO,1,20220621,770
CAISO,1,20220622,770
CAISO,1,20220623,770
CAISO,1,20220624,770
CAISO,1,20220701,770
CAISO,1,20220702,770
CAISO,1,20220703,770
CAISO,1,20220704,770
CAISO,1,20220705,770
CAISO,1,20220706,770
CAISO,1,20220707,770
CAISO,1,20220708,770
CAISO,1,20220709,770
CAISO,1,20220710,770
CAISO,1,20220711,770
CAISO,1,20220712,770
CAISO,1,20220713,770
CAISO,1,20220714,770
CAISO,1,20220715,770
CAISO,1,20220716,770
CAISO,1,20220717,770
CAISO,1,20220718,770
CAISO,1,20220719,770
CAISO,1,20220720,770
CAISO,1,20220721,770
CAISO,1,20220722,770
CAISO,1,20220723,770
CAISO,1,20220724,770
CAISO,1,20220801,770
CAISO,1,20220802,770
CAISO,1,20220803,770
CAISO,1,20220804,770
CAISO,1,20220805,770
CAISO,1,20220806,770
CAISO,1,20220807,770
CAISO,1,20220808,770
CAISO,1,20220809,770
CAISO,1,20220810,770
CAISO,1,20220811,770
CAISO,1,20220812,770
CAISO,1,20220813,770
CAISO,1,20220814,770
CAISO,1,20220815,770
CAISO,1,20220816,770
CAISO,1,20220817,770
CAISO,1,20220818,770
CAISO,1,20220819,770
CAISO,1,20220820,770
CAISO,1,20220821,770
CAISO,1,20220822,770
CAISO,1,20220823,770
CAISO,1,20220824,770
CAISO,1,20220901,770
CAISO,1,20220902,770
CAISO,1,20220903,770
CAISO,1,20220904,770
CAISO,1,20220905,770
CAISO,1,20220906,770
CAISO,1,20220907,770
CAISO,1,20220908,770
CAISO,1,20220909,770
CAISO,1,20220910,770
CAISO,1,20220911,770
CAISO,1,20220912,770
CAISO,1,20220913,770
CAISO,1,20220914,770
CAISO,1,20220915,770
CAISO,1,20220916,770
CAISO,1,20220917,770
CAISO,1,20220918,770
CAISO,1,20220919,770
CAISO,1,20220920,770
CAISO,1,20220921,770
CAISO,1,20220922,770
CAISO,1,20220923,770
CAISO,1,20220924,770
CAISO,1,20221001,770
CAISO,1,20221002,770
CAISO,1,20221003,770
CAISO,1,20221004,770
CAISO,1,20221005,770
CAISO,1,20221006,770
CAISO,1,20221007,770
CAISO,1,20221008,770
CAISO,1,20221009,770
CAISO,1,20221010,770
CAISO,1,20221011,770
CAISO,1,20221012,770
CAISO,1,20221013,770
CAISO,1,20221014,770
CAISO,1,20221015,770
CAISO,1,20221016,770
CAISO,1,20221017,770
CAISO,1,20221018,770
CAISO,1,20221019,770
CAISO,1,20221020,770
CAISO,1,20221021,770
CAISO,1,20221022,770
CAISO,1,20221023,770
CAISO,1,20221024,770
CAISO,1,20221101,770
CAISO,1,20221102,770
CAISO,1,20221103,770
CAISO,1,20221104,770
CAISO,1,20221105,770
CAISO,1,20221106,770
CAISO,1,20221107,770
CAISO,1,20221108,770
CAISO,1,20221109,770
CAISO,1,20221110,770
CAISO,1,20221111,770
CAISO,1,20221112,770
CAISO,1,20221113,770
CAISO,1,20221114,770
CAISO,1,20221115,770
CAISO,1,20221116,770
CAISO,1,20221117,770
CAISO,1,20221118,770
CAISO,1,20221119,770
CAISO,1,20221120,770
CAISO,1,20221121,770
CAISO,1,20221122,770
CAISO,1,20221123,770
CAISO,1,20221124,770
CAISO,1,20221201,770
CAISO,1,20221202,770
CAISO,1,20221203,770
CAISO,1,20221204,770
CAISO,1,20221205,770
CAISO,1,20221206,770
CAISO,1,20221207,770
CAISO,1,20221208,770
CAISO,1,20221209,770
CAISO,1,20221210,770
CAISO,1,20221211,770
CAISO,1,20221212,770
CAISO,1,20221213,770
CAISO,1,20221214,770
CAISO,1,20221215,770
CAISO,1,20221216,770
CAISO,1,20221217,770
CAISO,1,20221218,770
CAISO,1,20221219,770
CAISO,1,20221220,770
CAISO,1,20221221,770
CAISO,1,20221222,770
CAISO,1,20221223,770
CAISO,1,20221224,770
CAISO,1,20221301,770
CAISO,1,20221302,770
CAISO,1,20221303,770
CAISO,1,20221304,770
CAISO,1,20221305,770
CAISO,1,20221306,770
CAISO,1,20221307,770
CAISO,1,20221308,770
CAISO,1,20221309,770
CAISO,1,20221310,770
CAISO,1,20221311,770
CAISO,1,20221312,770
CAISO,1,20221313,770
CAISO,1,20221314,770
CAISO,1,20221315,770
CAISO,1,20221316,770
CAISO,1,20221317,770
CAISO,1,20221318,770
CAISO,1,20221319,770
CAISO,1,20221320,770
CAISO,1,20221321,770
CAISO,1,20221322,770
CAISO,1,20221323,770
CAISO,1,20221324,770
CAISO,1,20221401,770
CAISO,1,20221402,770
CAISO,1,20221403,770
CAISO,1,20221404,770
CAISO,1,20221405,770
CAISO,1,20221406,770
CAISO,1,20221407,770
CAISO,1,20221408,770
CAISO,1,20221409,770
CAISO,1,20221410,770
CAISO,1,20221411,770
CAISO,1,20221412,770
CAISO,1,20221413,770
CAISO,1,20221414,770
CAISO,1,20221415,770
CAISO,1,20221416,770
CAISO,1,20221417,770
CAISO,1,20221418,770
CAISO,1,20221419,770
CAISO,1,20221420,770
CAISO,1,20221421,770
CAISO,1,20221422,770
CAISO,1,20221423,770
CAISO,1,20221424,770
CAISO,1,20221501,770
CAISO,1,20221502,770
CAISO,1,20221503,770
CAISO,1,20221504,770
CAISO,1,20221505,770
CAISO,1,20221506,770
CAISO,1,20221507,770
CAISO,1,20221508,770
CAISO,1,20221509,770
CAISO,1,20221510,770
CAISO,1,20221511,770
CAISO,1,20221512,770
CAISO,1,20221513,770
CAISO,1,20221514,770
CAISO,1,20221515,770
CAISO,1,20221516,770
CAISO,1,20221517,770
CAISO,1,20221518,770
CAISO,1,20221519,770
CAISO,1,20221520,770
CAISO,1,20221521,770
CAISO,1,20221522,770
CAISO,1,20221523,770
CAISO,1,20221524,770
CAISO,1,20221601,770
CAISO,1,20221602,770
CAISO,1,20221603,770
CAISO,1,20221604,770
CAISO,1,20221605,770
CAISO,1,20221606,770
CAISO,1,20221607,770
CAISO,1,20221608,770
CAISO,1,20221609,770
CAISO,1,20221610,770
