lf_reserves_up_ba,stage_id,timepoint,lf_reserves_up_mw
CAISO,1,20210518,2385
CAISO,1,20210519,2618
CAISO,1,20210520,2345
CAISO,1,20210521,1679
CAISO,1,20210522,1504
CAISO,1,20210523,1607
CAISO,1,20210524,1733
CAISO,1,20210601,1901
CAISO,1,20210602,1730
CAISO,1,20210603,1624
CAISO,1,20210604,1819
CAISO,1,20210605,2200
CAISO,1,20210606,2439
CAISO,1,20210607,2204
CAISO,1,20210608,2458
CAISO,1,20210609,2463
CAISO,1,20210610,1908
CAISO,1,20210611,1053
CAISO,1,20210612,918
CAISO,1,20210613,1264
CAISO,1,20210614,1702
CAISO,1,20210615,2607
CAISO,1,20210616,3041
CAISO,1,20210617,2378
CAISO,1,20210618,2385
CAISO,1,20210619,2618
CAISO,1,20210620,2345
CAISO,1,20210621,1679
CAISO,1,20210622,1504
CAISO,1,20210623,1607
CAISO,1,20210624,1733
CAISO,1,20210701,1901
CAISO,1,20210702,1730
CAISO,1,20210703,1624
CAISO,1,20210704,1819
CAISO,1,20210705,2200
CAISO,1,20210706,2439
CAISO,1,20210707,2204
CAISO,1,20210708,2458
CAISO,1,20210709,2463
CAISO,1,20210710,1908
CAISO,1,20210711,1053
CAISO,1,20210712,918
CAISO,1,20210713,1264
CAISO,1,20210714,1702
CAISO,1,20210715,2607
CAISO,1,20210716,3041
CAISO,1,20210717,2378
CAISO,1,20210718,2385
CAISO,1,20210719,2618
CAISO,1,20210720,2345
CAISO,1,20210721,1679
CAISO,1,20210722,1504
CAISO,1,20210723,1607
CAISO,1,20210724,1733
CAISO,1,20210801,1901
CAISO,1,20210802,1730
CAISO,1,20210803,1624
CAISO,1,20210804,1819
CAISO,1,20210805,2200
CAISO,1,20210806,2439
CAISO,1,20210807,2204
CAISO,1,20210808,2458
CAISO,1,20210809,2463
CAISO,1,20210810,1908
CAISO,1,20210811,1053
CAISO,1,20210812,918
CAISO,1,20210813,1264
CAISO,1,20210814,1702
CAISO,1,20210815,2607
CAISO,1,20210816,3041
CAISO,1,20210817,2378
CAISO,1,20210818,2385
CAISO,1,20210819,2618
CAISO,1,20210820,2345
CAISO,1,20210821,1679
CAISO,1,20210822,1504
CAISO,1,20210823,1607
CAISO,1,20210824,1733
CAISO,1,20210901,1901
CAISO,1,20210902,1730
CAISO,1,20210903,1624
CAISO,1,20210904,1819
CAISO,1,20210905,2200
CAISO,1,20210906,2439
CAISO,1,20210907,2204
CAISO,1,20210908,2458
CAISO,1,20210909,2463
CAISO,1,20210910,1908
CAISO,1,20210911,1053
CAISO,1,20210912,918
CAISO,1,20210913,1264
CAISO,1,20210914,1702
CAISO,1,20210915,2607
CAISO,1,20210916,3041
CAISO,1,20210917,2378
CAISO,1,20210918,2385
CAISO,1,20210919,2618
CAISO,1,20210920,2345
CAISO,1,20210921,1679
CAISO,1,20210922,1504
CAISO,1,20210923,1607
CAISO,1,20210924,1733
CAISO,1,20211001,1901
CAISO,1,20211002,1730
CAISO,1,20211003,1624
CAISO,1,20211004,1819
CAISO,1,20211005,2200
CAISO,1,20211006,2439
CAISO,1,20211007,2204
CAISO,1,20211008,2458
CAISO,1,20211009,2463
CAISO,1,20211010,1908
CAISO,1,20211011,1053
CAISO,1,20211012,918
CAISO,1,20211013,1264
CAISO,1,20211014,1702
CAISO,1,20211015,2607
CAISO,1,20211016,3041
CAISO,1,20211017,2378
CAISO,1,20211018,2385
CAISO,1,20211019,2618
CAISO,1,20211020,2345
CAISO,1,20211021,1679
CAISO,1,20211022,1504
CAISO,1,20211023,1607
CAISO,1,20211024,1733
CAISO,1,20211101,1639
CAISO,1,20211102,1783
CAISO,1,20211103,1977
CAISO,1,20211104,2052
CAISO,1,20211105,2476
CAISO,1,20211106,2739
CAISO,1,20211107,2737
CAISO,1,20211108,2099
CAISO,1,20211109,1213
CAISO,1,20211110,912
CAISO,1,20211111,935
CAISO,1,20211112,925
CAISO,1,20211113,1188
CAISO,1,20211114,1544
CAISO,1,20211115,1852
CAISO,1,20211116,1153
CAISO,1,20211117,1125
CAISO,1,20211118,1948
CAISO,1,20211119,2408
CAISO,1,20211120,2258
CAISO,1,20211121,1656
CAISO,1,20211122,1429
CAISO,1,20211123,1562
CAISO,1,20211124,1602
CAISO,1,20211201,1639
CAISO,1,20211202,1783
CAISO,1,20211203,1977
CAISO,1,20211204,2052
CAISO,1,20211205,2476
CAISO,1,20211206,2739
CAISO,1,20211207,2737
CAISO,1,20211208,2099
CAISO,1,20211209,1213
CAISO,1,20211210,912
CAISO,1,20211211,935
CAISO,1,20211212,925
CAISO,1,20211213,1188
CAISO,1,20211214,1544
CAISO,1,20211215,1852
CAISO,1,20211216,1153
CAISO,1,20211217,1125
CAISO,1,20211218,1948
CAISO,1,20211219,2408
CAISO,1,20211220,2258
CAISO,1,20211221,1656
CAISO,1,20211222,1429
CAISO,1,20211223,1562
CAISO,1,20211224,1602
CAISO,1,20211301,1639
CAISO,1,20211302,1783
CAISO,1,20211303,1977
CAISO,1,20211304,2052
CAISO,1,20211305,2476
CAISO,1,20211306,2739
CAISO,1,20211307,2737
CAISO,1,20211308,2099
CAISO,1,20211309,1213
CAISO,1,20211310,912
CAISO,1,20211311,935
CAISO,1,20211312,925
CAISO,1,20211313,1188
CAISO,1,20211314,1544
CAISO,1,20211315,1852
CAISO,1,20211316,1153
CAISO,1,20211317,1125
CAISO,1,20211318,1948
CAISO,1,20211319,2408
CAISO,1,20211320,2258
CAISO,1,20211321,1656
CAISO,1,20211322,1429
CAISO,1,20211323,1562
CAISO,1,20211324,1602
CAISO,1,20211401,1639
CAISO,1,20211402,1783
CAISO,1,20211403,1977
CAISO,1,20211404,2052
CAISO,1,20211405,2476
CAISO,1,20211406,2739
CAISO,1,20211407,2737
CAISO,1,20211408,2099
CAISO,1,20211409,1213
CAISO,1,20211410,912
CAISO,1,20211411,935
CAISO,1,20211412,925
CAISO,1,20211413,1188
CAISO,1,20211414,1544
CAISO,1,20211415,1852
CAISO,1,20211416,1153
CAISO,1,20211417,1125
CAISO,1,20211418,1948
CAISO,1,20211419,2408
CAISO,1,20211420,2258
CAISO,1,20211421,1656
CAISO,1,20211422,1429
CAISO,1,20211423,1562
CAISO,1,20211424,1602
CAISO,1,20211501,1613
CAISO,1,20211502,1712
CAISO,1,20211503,1534
CAISO,1,20211504,1521
CAISO,1,20211505,1850
CAISO,1,20211506,2309
CAISO,1,20211507,2336
CAISO,1,20211508,2119
CAISO,1,20211509,2167
CAISO,1,20211510,1819
CAISO,1,20211511,889
CAISO,1,20211512,498
CAISO,1,20211513,865
CAISO,1,20211514,1574
CAISO,1,20211515,2206
CAISO,1,20211516,2393
CAISO,1,20211517,2037
CAISO,1,20211518,2379
CAISO,1,20211519,2041
CAISO,1,20211520,1467
CAISO,1,20211521,1265
CAISO,1,20211522,1337
CAISO,1,20211523,1308
CAISO,1,20211524,1407
CAISO,1,20211601,1613
CAISO,1,20211602,1712
CAISO,1,20211603,1534
CAISO,1,20211604,1521
CAISO,1,20211605,1850
CAISO,1,20211606,2309
CAISO,1,20211607,2336
CAISO,1,20211608,2119
CAISO,1,20211609,2167
CAISO,1,20211610,1819
CAISO,1,20211611,889
CAISO,1,20211612,498
CAISO,1,20211613,865
CAISO,1,20211614,1574
CAISO,1,20211615,2206
CAISO,1,20211616,2393
CAISO,1,20211617,2037
CAISO,1,20211618,2379
CAISO,1,20211619,2041
CAISO,1,20211620,1467
CAISO,1,20211621,1265
CAISO,1,20211622,1337
CAISO,1,20211623,1308
CAISO,1,20211624,1407
CAISO,1,20211701,1613
CAISO,1,20211702,1712
CAISO,1,20211703,1534
CAISO,1,20211704,1521
CAISO,1,20211705,1850
CAISO,1,20211706,2309
CAISO,1,20211707,2336
CAISO,1,20211708,2119
CAISO,1,20211709,2167
CAISO,1,20211710,1819
CAISO,1,20211711,889
CAISO,1,20211712,498
CAISO,1,20211713,865
CAISO,1,20211714,1574
CAISO,1,20211715,2206
CAISO,1,20211716,2393
CAISO,1,20211717,2037
CAISO,1,20211718,2379
CAISO,1,20211719,2041
CAISO,1,20211720,1467
CAISO,1,20211721,1265
CAISO,1,20211722,1337
CAISO,1,20211723,1308
CAISO,1,20211724,1407
CAISO,1,20211801,1415
CAISO,1,20211802,1434
CAISO,1,20211803,1464
CAISO,1,20211804,1659
CAISO,1,20211805,1695
CAISO,1,20211806,1793
CAISO,1,20211807,2287
CAISO,1,20211808,2395
CAISO,1,20211809,2430
CAISO,1,20211810,2542
CAISO,1,20211811,1590
CAISO,1,20211812,1339
CAISO,1,20211813,1488
CAISO,1,20211814,2203
CAISO,1,20211815,2448
CAISO,1,20211816,2333
CAISO,1,20211817,2176
CAISO,1,20211818,2680
CAISO,1,20211819,2244
CAISO,1,20211820,1770
CAISO,1,20211821,1479
CAISO,1,20211822,1243
CAISO,1,20211823,1315
CAISO,1,20211824,1332
CAISO,1,20211901,1901
CAISO,1,20211902,1730
CAISO,1,20211903,1624
CAISO,1,20211904,1819
CAISO,1,20211905,2200
CAISO,1,20211906,2439
CAISO,1,20211907,2204
CAISO,1,20211908,2458
CAISO,1,20211909,2463
CAISO,1,20211910,1908
CAISO,1,20211911,1053
CAISO,1,20211912,918
CAISO,1,20211913,1264
CAISO,1,20211914,1702
CAISO,1,20211915,2607
CAISO,1,20211916,3041
CAISO,1,20211917,2378
CAISO,1,20211918,2385
CAISO,1,20211919,2618
CAISO,1,20211920,2345
CAISO,1,20211921,1679
CAISO,1,20211922,1504
CAISO,1,20211923,1607
CAISO,1,20211924,1733
CAISO,1,20212001,1901
CAISO,1,20212002,1730
CAISO,1,20212003,1624
CAISO,1,20212004,1819
CAISO,1,20212005,2200
CAISO,1,20212006,2439
CAISO,1,20212007,2204
CAISO,1,20212008,2458
CAISO,1,20212009,2463
CAISO,1,20212010,1908
CAISO,1,20212011,1053
CAISO,1,20212012,918
CAISO,1,20212013,1264
CAISO,1,20212014,1702
CAISO,1,20212015,2607
CAISO,1,20212016,3041
CAISO,1,20212017,2378
CAISO,1,20212018,2385
CAISO,1,20212019,2618
CAISO,1,20212020,2345
CAISO,1,20212021,1679
CAISO,1,20212022,1504
CAISO,1,20212023,1607
CAISO,1,20212024,1733
CAISO,1,20212101,1901
CAISO,1,20212102,1730
CAISO,1,20212103,1624
CAISO,1,20212104,1819
CAISO,1,20212105,2200
CAISO,1,20212106,2439
CAISO,1,20212107,2204
CAISO,1,20212108,2458
CAISO,1,20212109,2463
CAISO,1,20212110,1908
CAISO,1,20212111,1053
CAISO,1,20212112,918
CAISO,1,20212113,1264
CAISO,1,20212114,1702
CAISO,1,20212115,2607
CAISO,1,20212116,3041
CAISO,1,20212117,2378
CAISO,1,20212118,2385
CAISO,1,20212119,2618
CAISO,1,20212120,2345
CAISO,1,20212121,1679
CAISO,1,20212122,1504
CAISO,1,20212123,1607
CAISO,1,20212124,1733
CAISO,1,20212201,1639
CAISO,1,20212202,1783
CAISO,1,20212203,1977
CAISO,1,20212204,2052
CAISO,1,20212205,2476
CAISO,1,20212206,2739
CAISO,1,20212207,2737
CAISO,1,20212208,2099
CAISO,1,20212209,1213
CAISO,1,20212210,912
CAISO,1,20212211,935
CAISO,1,20212212,925
CAISO,1,20212213,1188
CAISO,1,20212214,1544
CAISO,1,20212215,1852
CAISO,1,20212216,1153
CAISO,1,20212217,1125
CAISO,1,20212218,1948
CAISO,1,20212219,2408
CAISO,1,20212220,2258
CAISO,1,20212221,1656
CAISO,1,20212222,1429
CAISO,1,20212223,1562
CAISO,1,20212224,1602
CAISO,1,20212301,1639
CAISO,1,20212302,1783
CAISO,1,20212303,1977
CAISO,1,20212304,2052
CAISO,1,20212305,2476
CAISO,1,20212306,2739
CAISO,1,20212307,2737
CAISO,1,20212308,2099
CAISO,1,20212309,1213
CAISO,1,20212310,912
CAISO,1,20212311,935
CAISO,1,20212312,925
CAISO,1,20212313,1188
CAISO,1,20212314,1544
CAISO,1,20212315,1852
CAISO,1,20212316,1153
CAISO,1,20212317,1125
CAISO,1,20212318,1948
CAISO,1,20212319,2408
CAISO,1,20212320,2258
CAISO,1,20212321,1656
CAISO,1,20212322,1429
CAISO,1,20212323,1562
CAISO,1,20212324,1602
CAISO,1,20212401,1613
CAISO,1,20212402,1712
CAISO,1,20212403,1534
CAISO,1,20212404,1521
CAISO,1,20212405,1850
CAISO,1,20212406,2309
CAISO,1,20212407,2336
CAISO,1,20212408,2119
CAISO,1,20212409,2167
CAISO,1,20212410,1819
CAISO,1,20212411,889
CAISO,1,20212412,498
CAISO,1,20212413,865
CAISO,1,20212414,1574
CAISO,1,20212415,2206
CAISO,1,20212416,2393
CAISO,1,20212417,2037
CAISO,1,20212418,2379
CAISO,1,20212419,2041
CAISO,1,20212420,1467
CAISO,1,20212421,1265
CAISO,1,20212422,1337
CAISO,1,20212423,1308
CAISO,1,20212424,1407
CAISO,1,20212501,1613
CAISO,1,20212502,1712
CAISO,1,20212503,1534
CAISO,1,20212504,1521
CAISO,1,20212505,1850
CAISO,1,20212506,2309
CAISO,1,20212507,2336
CAISO,1,20212508,2119
CAISO,1,20212509,2167
CAISO,1,20212510,1819
CAISO,1,20212511,889
CAISO,1,20212512,498
CAISO,1,20212513,865
CAISO,1,20212514,1574
CAISO,1,20212515,2206
CAISO,1,20212516,2393
CAISO,1,20212517,2037
CAISO,1,20212518,2379
CAISO,1,20212519,2041
CAISO,1,20212520,1467
CAISO,1,20212521,1265
CAISO,1,20212522,1337
CAISO,1,20212523,1308
CAISO,1,20212524,1407
CAISO,1,20212601,1415
CAISO,1,20212602,1434
CAISO,1,20212603,1464
CAISO,1,20212604,1659
CAISO,1,20212605,1695
CAISO,1,20212606,1793
CAISO,1,20212607,2287
CAISO,1,20212608,2395
CAISO,1,20212609,2430
CAISO,1,20212610,2542
CAISO,1,20212611,1590
CAISO,1,20212612,1339
CAISO,1,20212613,1488
CAISO,1,20212614,2203
CAISO,1,20212615,2448
CAISO,1,20212616,2333
CAISO,1,20212617,2176
CAISO,1,20212618,2680
CAISO,1,20212619,2244
CAISO,1,20212620,1770
CAISO,1,20212621,1479
CAISO,1,20212622,1243
CAISO,1,20212623,1315
CAISO,1,20212624,1332
CAISO,1,20212701,1415
CAISO,1,20212702,1434
CAISO,1,20212703,1464
CAISO,1,20212704,1659
CAISO,1,20212705,1695
CAISO,1,20212706,1793
CAISO,1,20212707,2287
CAISO,1,20212708,2395
CAISO,1,20212709,2430
CAISO,1,20212710,2542
CAISO,1,20212711,1590
CAISO,1,20212712,1339
CAISO,1,20212713,1488
CAISO,1,20212714,2203
CAISO,1,20212715,2448
CAISO,1,20212716,2333
CAISO,1,20212717,2176
CAISO,1,20212718,2680
CAISO,1,20212719,2244
CAISO,1,20212720,1770
CAISO,1,20212721,1479
CAISO,1,20212722,1243
CAISO,1,20212723,1315
CAISO,1,20212724,1332
CAISO,1,20212801,1415
CAISO,1,20212802,1434
CAISO,1,20212803,1464
CAISO,1,20212804,1659
CAISO,1,20212805,1695
CAISO,1,20212806,1793
CAISO,1,20212807,2287
CAISO,1,20212808,2395
CAISO,1,20212809,2430
CAISO,1,20212810,2542
CAISO,1,20212811,1590
CAISO,1,20212812,1339
CAISO,1,20212813,1488
CAISO,1,20212814,2203
CAISO,1,20212815,2448
CAISO,1,20212816,2333
CAISO,1,20212817,2176
CAISO,1,20212818,2680
CAISO,1,20212819,2244
CAISO,1,20212820,1770
CAISO,1,20212821,1479
CAISO,1,20212822,1243
CAISO,1,20212823,1315
CAISO,1,20212824,1332
CAISO,1,20212901,1901
CAISO,1,20212902,1730
CAISO,1,20212903,1624
CAISO,1,20212904,1819
CAISO,1,20212905,2200
CAISO,1,20212906,2439
CAISO,1,20212907,2204
CAISO,1,20212908,2458
CAISO,1,20212909,2463
CAISO,1,20212910,1908
CAISO,1,20212911,1053
CAISO,1,20212912,918
CAISO,1,20212913,1264
CAISO,1,20212914,1702
CAISO,1,20212915,2607
CAISO,1,20212916,3041
CAISO,1,20212917,2378
CAISO,1,20212918,2385
CAISO,1,20212919,2618
CAISO,1,20212920,2345
CAISO,1,20212921,1679
CAISO,1,20212922,1504
CAISO,1,20212923,1607
CAISO,1,20212924,1733
CAISO,1,20213001,1901
CAISO,1,20213002,1730
CAISO,1,20213003,1624
CAISO,1,20213004,1819
CAISO,1,20213005,2200
CAISO,1,20213006,2439
CAISO,1,20213007,2204
CAISO,1,20213008,2458
CAISO,1,20213009,2463
CAISO,1,20213010,1908
CAISO,1,20213011,1053
CAISO,1,20213012,918
CAISO,1,20213013,1264
CAISO,1,20213014,1702
CAISO,1,20213015,2607
CAISO,1,20213016,3041
CAISO,1,20213017,2378
CAISO,1,20213018,2385
CAISO,1,20213019,2618
CAISO,1,20213020,2345
CAISO,1,20213021,1679
CAISO,1,20213022,1504
CAISO,1,20213023,1607
CAISO,1,20213024,1733
CAISO,1,20213101,1901
CAISO,1,20213102,1730
CAISO,1,20213103,1624
CAISO,1,20213104,1819
CAISO,1,20213105,2200
CAISO,1,20213106,2439
CAISO,1,20213107,2204
CAISO,1,20213108,2458
CAISO,1,20213109,2463
CAISO,1,20213110,1908
CAISO,1,20213111,1053
CAISO,1,20213112,918
CAISO,1,20213113,1264
CAISO,1,20213114,1702
CAISO,1,20213115,2607
CAISO,1,20213116,3041
CAISO,1,20213117,2378
CAISO,1,20213118,2385
CAISO,1,20213119,2618
CAISO,1,20213120,2345
CAISO,1,20213121,1679
CAISO,1,20213122,1504
CAISO,1,20213123,1607
CAISO,1,20213124,1733
CAISO,1,20213201,1901
CAISO,1,20213202,1730
CAISO,1,20213203,1624
CAISO,1,20213204,1819
CAISO,1,20213205,2200
CAISO,1,20213206,2439
CAISO,1,20213207,2204
CAISO,1,20213208,2458
CAISO,1,20213209,2463
CAISO,1,20213210,1908
CAISO,1,20213211,1053
CAISO,1,20213212,918
CAISO,1,20213213,1264
CAISO,1,20213214,1702
CAISO,1,20213215,2607
CAISO,1,20213216,3041
CAISO,1,20213217,2378
CAISO,1,20213218,2385
CAISO,1,20213219,2618
CAISO,1,20213220,2345
CAISO,1,20213221,1679
CAISO,1,20213222,1504
CAISO,1,20213223,1607
CAISO,1,20213224,1733
CAISO,1,20213301,1901
CAISO,1,20213302,1730
CAISO,1,20213303,1624
CAISO,1,20213304,1819
CAISO,1,20213305,2200
CAISO,1,20213306,2439
CAISO,1,20213307,2204
CAISO,1,20213308,2458
CAISO,1,20213309,2463
CAISO,1,20213310,1908
CAISO,1,20213311,1053
CAISO,1,20213312,918
CAISO,1,20213313,1264
CAISO,1,20213314,1702
CAISO,1,20213315,2607
CAISO,1,20213316,3041
CAISO,1,20213317,2378
CAISO,1,20213318,2385
CAISO,1,20213319,2618
CAISO,1,20213320,2345
CAISO,1,20213321,1679
CAISO,1,20213322,1504
CAISO,1,20213323,1607
CAISO,1,20213324,1733
CAISO,1,20213401,1901
CAISO,1,20213402,1730
CAISO,1,20213403,1624
CAISO,1,20213404,1819
CAISO,1,20213405,2200
CAISO,1,20213406,2439
CAISO,1,20213407,2204
CAISO,1,20213408,2458
CAISO,1,20213409,2463
CAISO,1,20213410,1908
CAISO,1,20213411,1053
CAISO,1,20213412,918
CAISO,1,20213413,1264
CAISO,1,20213414,1702
CAISO,1,20213415,2607
CAISO,1,20213416,3041
CAISO,1,20213417,2378
CAISO,1,20213418,2385
CAISO,1,20213419,2618
CAISO,1,20213420,2345
CAISO,1,20213421,1679
CAISO,1,20213422,1504
CAISO,1,20213423,1607
CAISO,1,20213424,1733
CAISO,1,20213501,1639
CAISO,1,20213502,1783
CAISO,1,20213503,1977
CAISO,1,20213504,2052
CAISO,1,20213505,2476
CAISO,1,20213506,2739
CAISO,1,20213507,2737
CAISO,1,20213508,2099
CAISO,1,20213509,1213
CAISO,1,20213510,912
CAISO,1,20213511,935
CAISO,1,20213512,925
CAISO,1,20213513,1188
CAISO,1,20213514,1544
CAISO,1,20213515,1852
CAISO,1,20213516,1153
CAISO,1,20213517,1125
CAISO,1,20213518,1948
CAISO,1,20213519,2408
CAISO,1,20213520,2258
CAISO,1,20213521,1656
CAISO,1,20213522,1429
CAISO,1,20213523,1562
CAISO,1,20213524,1602
CAISO,1,20213601,1639
CAISO,1,20213602,1783
CAISO,1,20213603,1977
CAISO,1,20213604,2052
CAISO,1,20213605,2476
CAISO,1,20213606,2739
CAISO,1,20213607,2737
CAISO,1,20213608,2099
CAISO,1,20213609,1213
CAISO,1,20213610,912
CAISO,1,20213611,935
CAISO,1,20213612,925
CAISO,1,20213613,1188
CAISO,1,20213614,1544
CAISO,1,20213615,1852
CAISO,1,20213616,1153
CAISO,1,20213617,1125
CAISO,1,20213618,1948
CAISO,1,20213619,2408
CAISO,1,20213620,2258
CAISO,1,20213621,1656
CAISO,1,20213622,1429
CAISO,1,20213623,1562
CAISO,1,20213624,1602
CAISO,1,20213701,1613
CAISO,1,20213702,1712
CAISO,1,20213703,1534
CAISO,1,20213704,1521
CAISO,1,20213705,1850
CAISO,1,20213706,2309
CAISO,1,20213707,2336
CAISO,1,20213708,2119
CAISO,1,20213709,2167
CAISO,1,20213710,1819
CAISO,1,20213711,889
CAISO,1,20213712,498
CAISO,1,20213713,865
CAISO,1,20213714,1574
CAISO,1,20213715,2206
CAISO,1,20213716,2393
CAISO,1,20213717,2037
CAISO,1,20213718,2379
CAISO,1,20213719,2041
CAISO,1,20213720,1467
CAISO,1,20213721,1265
CAISO,1,20213722,1337
CAISO,1,20213723,1308
CAISO,1,20213724,1407
CAISO,1,20220101,1459
CAISO,1,20220102,1476
CAISO,1,20220103,1507
CAISO,1,20220104,1704
CAISO,1,20220105,1738
CAISO,1,20220106,1835
CAISO,1,20220107,2392
CAISO,1,20220108,2565
CAISO,1,20220109,2703
CAISO,1,20220110,2821
CAISO,1,20220111,1791
CAISO,1,20220112,1487
CAISO,1,20220113,1654
CAISO,1,20220114,2449
CAISO,1,20220115,2732
CAISO,1,20220116,2587
CAISO,1,20220117,2322
CAISO,1,20220118,2785
CAISO,1,20220119,2297
CAISO,1,20220120,1819
CAISO,1,20220121,1522
CAISO,1,20220122,1283
CAISO,1,20220123,1358
CAISO,1,20220124,1377
CAISO,1,20220201,1459
CAISO,1,20220202,1476
CAISO,1,20220203,1507
CAISO,1,20220204,1704
CAISO,1,20220205,1738
CAISO,1,20220206,1835
CAISO,1,20220207,2392
CAISO,1,20220208,2565
CAISO,1,20220209,2703
CAISO,1,20220210,2821
CAISO,1,20220211,1791
CAISO,1,20220212,1487
CAISO,1,20220213,1654
CAISO,1,20220214,2449
CAISO,1,20220215,2732
CAISO,1,20220216,2587
CAISO,1,20220217,2322
CAISO,1,20220218,2785
CAISO,1,20220219,2297
CAISO,1,20220220,1819
CAISO,1,20220221,1522
CAISO,1,20220222,1283
CAISO,1,20220223,1358
CAISO,1,20220224,1377
CAISO,1,20220301,1459
CAISO,1,20220302,1476
CAISO,1,20220303,1507
CAISO,1,20220304,1704
CAISO,1,20220305,1738
CAISO,1,20220306,1835
CAISO,1,20220307,2392
CAISO,1,20220308,2565
CAISO,1,20220309,2703
CAISO,1,20220310,2821
CAISO,1,20220311,1791
CAISO,1,20220312,1487
CAISO,1,20220313,1654
CAISO,1,20220314,2449
CAISO,1,20220315,2732
CAISO,1,20220316,2587
CAISO,1,20220317,2322
CAISO,1,20220318,2785
CAISO,1,20220319,2297
CAISO,1,20220320,1819
CAISO,1,20220321,1522
CAISO,1,20220322,1283
CAISO,1,20220323,1358
CAISO,1,20220324,1377
CAISO,1,20220401,1957
CAISO,1,20220402,1779
CAISO,1,20220403,1669
CAISO,1,20220404,1868
CAISO,1,20220405,2296
CAISO,1,20220406,2572
CAISO,1,20220407,2360
CAISO,1,20220408,2722
CAISO,1,20220409,2812
CAISO,1,20220410,2144
CAISO,1,20220411,1236
CAISO,1,20220412,1105
CAISO,1,20220413,1457
CAISO,1,20220414,1955
CAISO,1,20220415,2936
CAISO,1,20220416,3375
CAISO,1,20220417,2643
CAISO,1,20220418,2554
CAISO,1,20220419,2742
CAISO,1,20220420,2417
CAISO,1,20220421,1728
CAISO,1,20220422,1555
CAISO,1,20220423,1661
CAISO,1,20220424,1784
CAISO,1,20220501,1957
CAISO,1,20220502,1779
CAISO,1,20220503,1669
CAISO,1,20220504,1868
CAISO,1,20220505,2296
CAISO,1,20220506,2572
CAISO,1,20220507,2360
CAISO,1,20220508,2722
CAISO,1,20220509,2812
CAISO,1,20220510,2144
CAISO,1,20220511,1236
CAISO,1,20220512,1105
CAISO,1,20220513,1457
CAISO,1,20220514,1955
CAISO,1,20220515,2936
CAISO,1,20220516,3375
CAISO,1,20220517,2643
CAISO,1,20220518,2554
CAISO,1,20220519,2742
CAISO,1,20220520,2417
CAISO,1,20220521,1728
CAISO,1,20220522,1555
CAISO,1,20220523,1661
CAISO,1,20220524,1784
CAISO,1,20220601,1957
CAISO,1,20220602,1779
CAISO,1,20220603,1669
CAISO,1,20220604,1868
CAISO,1,20220605,2296
CAISO,1,20220606,2572
CAISO,1,20220607,2360
CAISO,1,20220608,2722
CAISO,1,20220609,2812
CAISO,1,20220610,2144
CAISO,1,20220611,1236
CAISO,1,20220612,1105
CAISO,1,20220613,1457
CAISO,1,20220614,1955
CAISO,1,20220615,2936
CAISO,1,20220616,3375
CAISO,1,20220617,2643
CAISO,1,20220618,2554
CAISO,1,20220619,2742
CAISO,1,20220620,2417
CAISO,1,20220621,1728
CAISO,1,20220622,1555
CAISO,1,20220623,1661
CAISO,1,20220624,1784
CAISO,1,20220701,1957
CAISO,1,20220702,1779
CAISO,1,20220703,1669
CAISO,1,20220704,1868
CAISO,1,20220705,2296
CAISO,1,20220706,2572
CAISO,1,20220707,2360
CAISO,1,20220708,2722
CAISO,1,20220709,2812
CAISO,1,20220710,2144
CAISO,1,20220711,1236
CAISO,1,20220712,1105
CAISO,1,20220713,1457
CAISO,1,20220714,1955
CAISO,1,20220715,2936
CAISO,1,20220716,3375
CAISO,1,20220717,2643
CAISO,1,20220718,2554
CAISO,1,20220719,2742
CAISO,1,20220720,2417
CAISO,1,20220721,1728
CAISO,1,20220722,1555
CAISO,1,20220723,1661
CAISO,1,20220724,1784
CAISO,1,20220801,1957
CAISO,1,20220802,1779
CAISO,1,20220803,1669
CAISO,1,20220804,1868
CAISO,1,20220805,2296
CAISO,1,20220806,2572
CAISO,1,20220807,2360
CAISO,1,20220808,2722
CAISO,1,20220809,2812
CAISO,1,20220810,2144
CAISO,1,20220811,1236
CAISO,1,20220812,1105
CAISO,1,20220813,1457
CAISO,1,20220814,1955
CAISO,1,20220815,2936
CAISO,1,20220816,3375
CAISO,1,20220817,2643
CAISO,1,20220818,2554
CAISO,1,20220819,2742
CAISO,1,20220820,2417
CAISO,1,20220821,1728
CAISO,1,20220822,1555
CAISO,1,20220823,1661
CAISO,1,20220824,1784
CAISO,1,20220901,1957
CAISO,1,20220902,1779
CAISO,1,20220903,1669
CAISO,1,20220904,1868
CAISO,1,20220905,2296
CAISO,1,20220906,2572
CAISO,1,20220907,2360
CAISO,1,20220908,2722
CAISO,1,20220909,2812
CAISO,1,20220910,2144
CAISO,1,20220911,1236
CAISO,1,20220912,1105
CAISO,1,20220913,1457
CAISO,1,20220914,1955
CAISO,1,20220915,2936
CAISO,1,20220916,3375
CAISO,1,20220917,2643
CAISO,1,20220918,2554
CAISO,1,20220919,2742
CAISO,1,20220920,2417
CAISO,1,20220921,1728
CAISO,1,20220922,1555
CAISO,1,20220923,1661
CAISO,1,20220924,1784
CAISO,1,20221001,1957
CAISO,1,20221002,1779
CAISO,1,20221003,1669
CAISO,1,20221004,1868
CAISO,1,20221005,2296
CAISO,1,20221006,2572
CAISO,1,20221007,2360
CAISO,1,20221008,2722
CAISO,1,20221009,2812
CAISO,1,20221010,2144
