lf_reserves_down_ba,stage_id,timepoint,lf_reserves_down_mw
CAISO,1,20210703,615
CAISO,1,20210704,396
CAISO,1,20210705,258
CAISO,1,20210706,499
CAISO,1,20210707,2608
CAISO,1,20210708,3498
CAISO,1,20210709,4067
CAISO,1,20210710,3692
CAISO,1,20210711,3607
CAISO,1,20210712,3338
CAISO,1,20210713,3190
CAISO,1,20210714,3305
CAISO,1,20210715,3594
CAISO,1,20210716,3282
CAISO,1,20210717,3053
CAISO,1,20210718,1656
CAISO,1,20210719,102
CAISO,1,20210720,645
CAISO,1,20210721,883
CAISO,1,20210722,915
CAISO,1,20210723,802
CAISO,1,20210724,779
CAISO,1,20210801,588
CAISO,1,20210802,537
CAISO,1,20210803,615
CAISO,1,20210804,396
CAISO,1,20210805,258
CAISO,1,20210806,499
CAISO,1,20210807,2608
CAISO,1,20210808,3498
CAISO,1,20210809,4067
CAISO,1,20210810,3692
CAISO,1,20210811,3607
CAISO,1,20210812,3338
CAISO,1,20210813,3190
CAISO,1,20210814,3305
CAISO,1,20210815,3594
CAISO,1,20210816,3282
CAISO,1,20210817,3053
CAISO,1,20210818,1656
CAISO,1,20210819,102
CAISO,1,20210820,645
CAISO,1,20210821,883
CAISO,1,20210822,915
CAISO,1,20210823,802
CAISO,1,20210824,779
CAISO,1,20210901,588
CAISO,1,20210902,537
CAISO,1,20210903,615
CAISO,1,20210904,396
CAISO,1,20210905,258
CAISO,1,20210906,499
CAISO,1,20210907,2608
CAISO,1,20210908,3498
CAISO,1,20210909,4067
CAISO,1,20210910,3692
CAISO,1,20210911,3607
CAISO,1,20210912,3338
CAISO,1,20210913,3190
CAISO,1,20210914,3305
CAISO,1,20210915,3594
CAISO,1,20210916,3282
CAISO,1,20210917,3053
CAISO,1,20210918,1656
CAISO,1,20210919,102
CAISO,1,20210920,645
CAISO,1,20210921,883
CAISO,1,20210922,915
CAISO,1,20210923,802
CAISO,1,20210924,779
CAISO,1,20211001,588
CAISO,1,20211002,537
CAISO,1,20211003,615
CAISO,1,20211004,396
CAISO,1,20211005,258
CAISO,1,20211006,499
CAISO,1,20211007,2608
CAISO,1,20211008,3498
CAISO,1,20211009,4067
CAISO,1,20211010,3692
CAISO,1,20211011,3607
CAISO,1,20211012,3338
CAISO,1,20211013,3190
CAISO,1,20211014,3305
CAISO,1,20211015,3594
CAISO,1,20211016,3282
CAISO,1,20211017,3053
CAISO,1,20211018,1656
CAISO,1,20211019,102
CAISO,1,20211020,645
CAISO,1,20211021,883
CAISO,1,20211022,915
CAISO,1,20211023,802
CAISO,1,20211024,779
CAISO,1,20211101,117
CAISO,1,20211102,102
CAISO,1,20211103,102
CAISO,1,20211104,102
CAISO,1,20211105,102
CAISO,1,20211106,102
CAISO,1,20211107,1618
CAISO,1,20211108,2647
CAISO,1,20211109,2814
CAISO,1,20211110,2761
CAISO,1,20211111,2984
CAISO,1,20211112,2968
CAISO,1,20211113,2662
CAISO,1,20211114,2703
CAISO,1,20211115,2833
CAISO,1,20211116,2929
CAISO,1,20211117,2921
CAISO,1,20211118,2116
CAISO,1,20211119,102
CAISO,1,20211120,102
CAISO,1,20211121,451
CAISO,1,20211122,410
CAISO,1,20211123,379
CAISO,1,20211124,292
CAISO,1,20211201,117
CAISO,1,20211202,102
CAISO,1,20211203,102
CAISO,1,20211204,102
CAISO,1,20211205,102
CAISO,1,20211206,102
CAISO,1,20211207,1618
CAISO,1,20211208,2647
CAISO,1,20211209,2814
CAISO,1,20211210,2761
CAISO,1,20211211,2984
CAISO,1,20211212,2968
CAISO,1,20211213,2662
CAISO,1,20211214,2703
CAISO,1,20211215,2833
CAISO,1,20211216,2929
CAISO,1,20211217,2921
CAISO,1,20211218,2116
CAISO,1,20211219,102
CAISO,1,20211220,102
CAISO,1,20211221,451
CAISO,1,20211222,410
CAISO,1,20211223,379
CAISO,1,20211224,292
CAISO,1,20211301,117
CAISO,1,20211302,102
CAISO,1,20211303,102
CAISO,1,20211304,102
CAISO,1,20211305,102
CAISO,1,20211306,102
CAISO,1,20211307,1618
CAISO,1,20211308,2647
CAISO,1,20211309,2814
CAISO,1,20211310,2761
CAISO,1,20211311,2984
CAISO,1,20211312,2968
CAISO,1,20211313,2662
CAISO,1,20211314,2703
CAISO,1,20211315,2833
CAISO,1,20211316,2929
CAISO,1,20211317,2921
CAISO,1,20211318,2116
CAISO,1,20211319,102
CAISO,1,20211320,102
CAISO,1,20211321,451
CAISO,1,20211322,410
CAISO,1,20211323,379
CAISO,1,20211324,292
CAISO,1,20211401,117
CAISO,1,20211402,102
CAISO,1,20211403,102
CAISO,1,20211404,102
CAISO,1,20211405,102
CAISO,1,20211406,102
CAISO,1,20211407,1618
CAISO,1,20211408,2647
CAISO,1,20211409,2814
CAISO,1,20211410,2761
CAISO,1,20211411,2984
CAISO,1,20211412,2968
CAISO,1,20211413,2662
CAISO,1,20211414,2703
CAISO,1,20211415,2833
CAISO,1,20211416,2929
CAISO,1,20211417,2921
CAISO,1,20211418,2116
CAISO,1,20211419,102
CAISO,1,20211420,102
CAISO,1,20211421,451
CAISO,1,20211422,410
CAISO,1,20211423,379
CAISO,1,20211424,292
CAISO,1,20211501,389
CAISO,1,20211502,339
CAISO,1,20211503,282
CAISO,1,20211504,291
CAISO,1,20211505,363
CAISO,1,20211506,118
CAISO,1,20211507,2590
CAISO,1,20211508,4247
CAISO,1,20211509,3723
CAISO,1,20211510,3026
CAISO,1,20211511,2722
CAISO,1,20211512,2568
CAISO,1,20211513,2683
CAISO,1,20211514,2785
CAISO,1,20211515,3154
CAISO,1,20211516,2907
CAISO,1,20211517,2020
CAISO,1,20211518,202
CAISO,1,20211519,721
CAISO,1,20211520,744
CAISO,1,20211521,755
CAISO,1,20211522,697
CAISO,1,20211523,692
CAISO,1,20211524,597
CAISO,1,20211601,389
CAISO,1,20211602,339
CAISO,1,20211603,282
CAISO,1,20211604,291
CAISO,1,20211605,363
CAISO,1,20211606,118
CAISO,1,20211607,2590
CAISO,1,20211608,4247
CAISO,1,20211609,3723
CAISO,1,20211610,3026
CAISO,1,20211611,2722
CAISO,1,20211612,2568
CAISO,1,20211613,2683
CAISO,1,20211614,2785
CAISO,1,20211615,3154
CAISO,1,20211616,2907
CAISO,1,20211617,2020
CAISO,1,20211618,202
CAISO,1,20211619,721
CAISO,1,20211620,744
CAISO,1,20211621,755
CAISO,1,20211622,697
CAISO,1,20211623,692
CAISO,1,20211624,597
CAISO,1,20211701,389
CAISO,1,20211702,339
CAISO,1,20211703,282
CAISO,1,20211704,291
CAISO,1,20211705,363
CAISO,1,20211706,118
CAISO,1,20211707,2590
CAISO,1,20211708,4247
CAISO,1,20211709,3723
CAISO,1,20211710,3026
CAISO,1,20211711,2722
CAISO,1,20211712,2568
CAISO,1,20211713,2683
CAISO,1,20211714,2785
CAISO,1,20211715,3154
CAISO,1,20211716,2907
CAISO,1,20211717,2020
CAISO,1,20211718,202
CAISO,1,20211719,721
CAISO,1,20211720,744
CAISO,1,20211721,755
CAISO,1,20211722,697
CAISO,1,20211723,692
CAISO,1,20211724,597
CAISO,1,20211801,650
CAISO,1,20211802,480
CAISO,1,20211803,468
CAISO,1,20211804,410
CAISO,1,20211805,390
CAISO,1,20211806,294
CAISO,1,20211807,189
CAISO,1,20211808,2024
CAISO,1,20211809,3351
CAISO,1,20211810,3856
CAISO,1,20211811,3553
CAISO,1,20211812,2921
CAISO,1,20211813,2885
CAISO,1,20211814,3031
CAISO,1,20211815,3035
CAISO,1,20211816,2898
CAISO,1,20211817,1928
CAISO,1,20211818,102
CAISO,1,20211819,513
CAISO,1,20211820,678
CAISO,1,20211821,762
CAISO,1,20211822,808
CAISO,1,20211823,853
CAISO,1,20211824,787
CAISO,1,20211901,588
CAISO,1,20211902,537
CAISO,1,20211903,615
CAISO,1,20211904,396
CAISO,1,20211905,258
CAISO,1,20211906,499
CAISO,1,20211907,2608
CAISO,1,20211908,3498
CAISO,1,20211909,4067
CAISO,1,20211910,3692
CAISO,1,20211911,3607
CAISO,1,20211912,3338
CAISO,1,20211913,3190
CAISO,1,20211914,3305
CAISO,1,20211915,3594
CAISO,1,20211916,3282
CAISO,1,20211917,3053
CAISO,1,20211918,1656
CAISO,1,20211919,102
CAISO,1,20211920,645
CAISO,1,20211921,883
CAISO,1,20211922,915
CAISO,1,20211923,802
CAISO,1,20211924,779
CAISO,1,20212001,588
CAISO,1,20212002,537
CAISO,1,20212003,615
CAISO,1,20212004,396
CAISO,1,20212005,258
CAISO,1,20212006,499
CAISO,1,20212007,2608
CAISO,1,20212008,3498
CAISO,1,20212009,4067
CAISO,1,20212010,3692
CAISO,1,20212011,3607
CAISO,1,20212012,3338
CAISO,1,20212013,3190
CAISO,1,20212014,3305
CAISO,1,20212015,3594
CAISO,1,20212016,3282
CAISO,1,20212017,3053
CAISO,1,20212018,1656
CAISO,1,20212019,102
CAISO,1,20212020,645
CAISO,1,20212021,883
CAISO,1,20212022,915
CAISO,1,20212023,802
CAISO,1,20212024,779
CAISO,1,20212101,588
CAISO,1,20212102,537
CAISO,1,20212103,615
CAISO,1,20212104,396
CAISO,1,20212105,258
CAISO,1,20212106,499
CAISO,1,20212107,2608
CAISO,1,20212108,3498
CAISO,1,20212109,4067
CAISO,1,20212110,3692
CAISO,1,20212111,3607
CAISO,1,20212112,3338
CAISO,1,20212113,3190
CAISO,1,20212114,3305
CAISO,1,20212115,3594
CAISO,1,20212116,3282
CAISO,1,20212117,3053
CAISO,1,20212118,1656
CAISO,1,20212119,102
CAISO,1,20212120,645
CAISO,1,20212121,883
CAISO,1,20212122,915
CAISO,1,20212123,802
CAISO,1,20212124,779
CAISO,1,20212201,117
CAISO,1,20212202,102
CAISO,1,20212203,102
CAISO,1,20212204,102
CAISO,1,20212205,102
CAISO,1,20212206,102
CAISO,1,20212207,1618
CAISO,1,20212208,2647
CAISO,1,20212209,2814
CAISO,1,20212210,2761
CAISO,1,20212211,2984
CAISO,1,20212212,2968
CAISO,1,20212213,2662
CAISO,1,20212214,2703
CAISO,1,20212215,2833
CAISO,1,20212216,2929
CAISO,1,20212217,2921
CAISO,1,20212218,2116
CAISO,1,20212219,102
CAISO,1,20212220,102
CAISO,1,20212221,451
CAISO,1,20212222,410
CAISO,1,20212223,379
CAISO,1,20212224,292
CAISO,1,20212301,117
CAISO,1,20212302,102
CAISO,1,20212303,102
CAISO,1,20212304,102
CAISO,1,20212305,102
CAISO,1,20212306,102
CAISO,1,20212307,1618
CAISO,1,20212308,2647
CAISO,1,20212309,2814
CAISO,1,20212310,2761
CAISO,1,20212311,2984
CAISO,1,20212312,2968
CAISO,1,20212313,2662
CAISO,1,20212314,2703
CAISO,1,20212315,2833
CAISO,1,20212316,2929
CAISO,1,20212317,2921
CAISO,1,20212318,2116
CAISO,1,20212319,102
CAISO,1,20212320,102
CAISO,1,20212321,451
CAISO,1,20212322,410
CAISO,1,20212323,379
CAISO,1,20212324,292
CAISO,1,20212401,389
CAISO,1,20212402,339
CAISO,1,20212403,282
CAISO,1,20212404,291
CAISO,1,20212405,363
CAISO,1,20212406,118
CAISO,1,20212407,2590
CAISO,1,20212408,4247
CAISO,1,20212409,3723
CAISO,1,20212410,3026
CAISO,1,20212411,2722
CAISO,1,20212412,2568
CAISO,1,20212413,2683
CAISO,1,20212414,2785
CAISO,1,20212415,3154
CAISO,1,20212416,2907
CAISO,1,20212417,2020
CAISO,1,20212418,202
CAISO,1,20212419,721
CAISO,1,20212420,744
CAISO,1,20212421,755
CAISO,1,20212422,697
CAISO,1,20212423,692
CAISO,1,20212424,597
CAISO,1,20212501,389
CAISO,1,20212502,339
CAISO,1,20212503,282
CAISO,1,20212504,291
CAISO,1,20212505,363
CAISO,1,20212506,118
CAISO,1,20212507,2590
CAISO,1,20212508,4247
CAISO,1,20212509,3723
CAISO,1,20212510,3026
CAISO,1,20212511,2722
CAISO,1,20212512,2568
CAISO,1,20212513,2683
CAISO,1,20212514,2785
CAISO,1,20212515,3154
CAISO,1,20212516,2907
CAISO,1,20212517,2020
CAISO,1,20212518,202
CAISO,1,20212519,721
CAISO,1,20212520,744
CAISO,1,20212521,755
CAISO,1,20212522,697
CAISO,1,20212523,692
CAISO,1,20212524,597
CAISO,1,20212601,650
CAISO,1,20212602,480
CAISO,1,20212603,468
CAISO,1,20212604,410
CAISO,1,20212605,390
CAISO,1,20212606,294
CAISO,1,20212607,189
CAISO,1,20212608,2024
CAISO,1,20212609,3351
CAISO,1,20212610,3856
CAISO,1,20212611,3553
CAISO,1,20212612,2921
CAISO,1,20212613,2885
CAISO,1,20212614,3031
CAISO,1,20212615,3035
CAISO,1,20212616,2898
CAISO,1,20212617,1928
CAISO,1,20212618,102
CAISO,1,20212619,513
CAISO,1,20212620,678
CAISO,1,20212621,762
CAISO,1,20212622,808
CAISO,1,20212623,853
CAISO,1,20212624,787
CAISO,1,20212701,650
CAISO,1,20212702,480
CAISO,1,20212703,468
CAISO,1,20212704,410
CAISO,1,20212705,390
CAISO,1,20212706,294
CAISO,1,20212707,189
CAISO,1,20212708,2024
CAISO,1,20212709,3351
CAISO,1,20212710,3856
CAISO,1,20212711,3553
CAISO,1,20212712,2921
CAISO,1,20212713,2885
CAISO,1,20212714,3031
CAISO,1,20212715,3035
CAISO,1,20212716,2898
CAISO,1,20212717,1928
CAISO,1,20212718,102
CAISO,1,20212719,513
CAISO,1,20212720,678
CAISO,1,20212721,762
CAISO,1,20212722,808
CAISO,1,20212723,853
CAISO,1,20212724,787
CAISO,1,20212801,650
CAISO,1,20212802,480
CAISO,1,20212803,468
CAISO,1,20212804,410
CAISO,1,20212805,390
CAISO,1,20212806,294
CAISO,1,20212807,189
CAISO,1,20212808,2024
CAISO,1,20212809,3351
CAISO,1,20212810,3856
CAISO,1,20212811,3553
CAISO,1,20212812,2921
CAISO,1,20212813,2885
CAISO,1,20212814,3031
CAISO,1,20212815,3035
CAISO,1,20212816,2898
CAISO,1,20212817,1928
CAISO,1,20212818,102
CAISO,1,20212819,513
CAISO,1,20212820,678
CAISO,1,20212821,762
CAISO,1,20212822,808
CAISO,1,20212823,853
CAISO,1,20212824,787
CAISO,1,20212901,588
CAISO,1,20212902,537
CAISO,1,20212903,615
CAISO,1,20212904,396
CAISO,1,20212905,258
CAISO,1,20212906,499
CAISO,1,20212907,2608
CAISO,1,20212908,3498
CAISO,1,20212909,4067
CAISO,1,20212910,3692
CAISO,1,20212911,3607
CAISO,1,20212912,3338
CAISO,1,20212913,3190
CAISO,1,20212914,3305
CAISO,1,20212915,3594
CAISO,1,20212916,3282
CAISO,1,20212917,3053
CAISO,1,20212918,1656
CAISO,1,20212919,102
CAISO,1,20212920,645
CAISO,1,20212921,883
CAISO,1,20212922,915
CAISO,1,20212923,802
CAISO,1,20212924,779
CAISO,1,20213001,588
CAISO,1,20213002,537
CAISO,1,20213003,615
CAISO,1,20213004,396
CAISO,1,20213005,258
CAISO,1,20213006,499
CAISO,1,20213007,2608
CAISO,1,20213008,3498
CAISO,1,20213009,4067
CAISO,1,20213010,3692
CAISO,1,20213011,3607
CAISO,1,20213012,3338
CAISO,1,20213013,3190
CAISO,1,20213014,3305
CAISO,1,20213015,3594
CAISO,1,20213016,3282
CAISO,1,20213017,3053
CAISO,1,20213018,1656
CAISO,1,20213019,102
CAISO,1,20213020,645
CAISO,1,20213021,883
CAISO,1,20213022,915
CAISO,1,20213023,802
CAISO,1,20213024,779
CAISO,1,20213101,588
CAISO,1,20213102,537
CAISO,1,20213103,615
CAISO,1,20213104,396
CAISO,1,20213105,258
CAISO,1,20213106,499
CAISO,1,20213107,2608
CAISO,1,20213108,3498
CAISO,1,20213109,4067
CAISO,1,20213110,3692
CAISO,1,20213111,3607
CAISO,1,20213112,3338
CAISO,1,20213113,3190
CAISO,1,20213114,3305
CAISO,1,20213115,3594
CAISO,1,20213116,3282
CAISO,1,20213117,3053
CAISO,1,20213118,1656
CAISO,1,20213119,102
CAISO,1,20213120,645
CAISO,1,20213121,883
CAISO,1,20213122,915
CAISO,1,20213123,802
CAISO,1,20213124,779
CAISO,1,20213201,588
CAISO,1,20213202,537
CAISO,1,20213203,615
CAISO,1,20213204,396
CAISO,1,20213205,258
CAISO,1,20213206,499
CAISO,1,20213207,2608
CAISO,1,20213208,3498
CAISO,1,20213209,4067
CAISO,1,20213210,3692
CAISO,1,20213211,3607
CAISO,1,20213212,3338
CAISO,1,20213213,3190
CAISO,1,20213214,3305
CAISO,1,20213215,3594
CAISO,1,20213216,3282
CAISO,1,20213217,3053
CAISO,1,20213218,1656
CAISO,1,20213219,102
CAISO,1,20213220,645
CAISO,1,20213221,883
CAISO,1,20213222,915
CAISO,1,20213223,802
CAISO,1,20213224,779
CAISO,1,20213301,588
CAISO,1,20213302,537
CAISO,1,20213303,615
CAISO,1,20213304,396
CAISO,1,20213305,258
CAISO,1,20213306,499
CAISO,1,20213307,2608
CAISO,1,20213308,3498
CAISO,1,20213309,4067
CAISO,1,20213310,3692
CAISO,1,20213311,3607
CAISO,1,20213312,3338
CAISO,1,20213313,3190
CAISO,1,20213314,3305
CAISO,1,20213315,3594
CAISO,1,20213316,3282
CAISO,1,20213317,3053
CAISO,1,20213318,1656
CAISO,1,20213319,102
CAISO,1,20213320,645
CAISO,1,20213321,883
CAISO,1,20213322,915
CAISO,1,20213323,802
CAISO,1,20213324,779
CAISO,1,20213401,588
CAISO,1,20213402,537
CAISO,1,20213403,615
CAISO,1,20213404,396
CAISO,1,20213405,258
CAISO,1,20213406,499
CAISO,1,20213407,2608
CAISO,1,20213408,3498
CAISO,1,20213409,4067
CAISO,1,20213410,3692
CAISO,1,20213411,3607
CAISO,1,20213412,3338
CAISO,1,20213413,3190
CAISO,1,20213414,3305
CAISO,1,20213415,3594
CAISO,1,20213416,3282
CAISO,1,20213417,3053
CAISO,1,20213418,1656
CAISO,1,20213419,102
CAISO,1,20213420,645
CAISO,1,20213421,883
CAISO,1,20213422,915
CAISO,1,20213423,802
CAISO,1,20213424,779
CAISO,1,20213501,117
CAISO,1,20213502,102
CAISO,1,20213503,102
CAISO,1,20213504,102
CAISO,1,20213505,102
CAISO,1,20213506,102
CAISO,1,20213507,1618
CAISO,1,20213508,2647
CAISO,1,20213509,2814
CAISO,1,20213510,2761
CAISO,1,20213511,2984
CAISO,1,20213512,2968
CAISO,1,20213513,2662
CAISO,1,20213514,2703
CAISO,1,20213515,2833
CAISO,1,20213516,2929
CAISO,1,20213517,2921
CAISO,1,20213518,2116
CAISO,1,20213519,102
CAISO,1,20213520,102
CAISO,1,20213521,451
CAISO,1,20213522,410
CAISO,1,20213523,379
CAISO,1,20213524,292
CAISO,1,20213601,117
CAISO,1,20213602,102
CAISO,1,20213603,102
CAISO,1,20213604,102
CAISO,1,20213605,102
CAISO,1,20213606,102
CAISO,1,20213607,1618
CAISO,1,20213608,2647
CAISO,1,20213609,2814
CAISO,1,20213610,2761
CAISO,1,20213611,2984
CAISO,1,20213612,2968
CAISO,1,20213613,2662
CAISO,1,20213614,2703
CAISO,1,20213615,2833
CAISO,1,20213616,2929
CAISO,1,20213617,2921
CAISO,1,20213618,2116
CAISO,1,20213619,102
CAISO,1,20213620,102
CAISO,1,20213621,451
CAISO,1,20213622,410
CAISO,1,20213623,379
CAISO,1,20213624,292
CAISO,1,20213701,389
CAISO,1,20213702,339
CAISO,1,20213703,282
CAISO,1,20213704,291
CAISO,1,20213705,363
CAISO,1,20213706,118
CAISO,1,20213707,2590
CAISO,1,20213708,4247
CAISO,1,20213709,3723
CAISO,1,20213710,3026
CAISO,1,20213711,2722
CAISO,1,20213712,2568
CAISO,1,20213713,2683
CAISO,1,20213714,2785
CAISO,1,20213715,3154
CAISO,1,20213716,2907
CAISO,1,20213717,2020
CAISO,1,20213718,202
CAISO,1,20213719,721
CAISO,1,20213720,744
CAISO,1,20213721,755
CAISO,1,20213722,697
CAISO,1,20213723,692
CAISO,1,20213724,597
CAISO,1,20220101,663
CAISO,1,20220102,490
CAISO,1,20220103,479
CAISO,1,20220104,420
CAISO,1,20220105,403
CAISO,1,20220106,303
CAISO,1,20220107,197
CAISO,1,20220108,2263
CAISO,1,20220109,3690
CAISO,1,20220110,4255
CAISO,1,20220111,3878
CAISO,1,20220112,3163
CAISO,1,20220113,3134
CAISO,1,20220114,3307
CAISO,1,20220115,3328
CAISO,1,20220116,3186
CAISO,1,20220117,2121
CAISO,1,20220118,104
CAISO,1,20220119,527
CAISO,1,20220120,696
CAISO,1,20220121,780
CAISO,1,20220122,823
CAISO,1,20220123,870
CAISO,1,20220124,805
CAISO,1,20220201,663
CAISO,1,20220202,490
CAISO,1,20220203,479
CAISO,1,20220204,420
CAISO,1,20220205,403
CAISO,1,20220206,303
CAISO,1,20220207,197
CAISO,1,20220208,2263
CAISO,1,20220209,3690
CAISO,1,20220210,4255
CAISO,1,20220211,3878
CAISO,1,20220212,3163
CAISO,1,20220213,3134
CAISO,1,20220214,3307
CAISO,1,20220215,3328
CAISO,1,20220216,3186
CAISO,1,20220217,2121
CAISO,1,20220218,104
CAISO,1,20220219,527
CAISO,1,20220220,696
CAISO,1,20220221,780
CAISO,1,20220222,823
CAISO,1,20220223,870
CAISO,1,20220224,805
CAISO,1,20220301,663
CAISO,1,20220302,490
CAISO,1,20220303,479
CAISO,1,20220304,420
CAISO,1,20220305,403
CAISO,1,20220306,303
CAISO,1,20220307,197
CAISO,1,20220308,2263
CAISO,1,20220309,3690
CAISO,1,20220310,4255
CAISO,1,20220311,3878
CAISO,1,20220312,3163
CAISO,1,20220313,3134
CAISO,1,20220314,3307
CAISO,1,20220315,3328
CAISO,1,20220316,3186
CAISO,1,20220317,2121
CAISO,1,20220318,104
CAISO,1,20220319,527
CAISO,1,20220320,696
CAISO,1,20220321,780
CAISO,1,20220322,823
CAISO,1,20220323,870
CAISO,1,20220324,805
CAISO,1,20220401,601
CAISO,1,20220402,551
CAISO,1,20220403,631
CAISO,1,20220404,408
CAISO,1,20220405,269
CAISO,1,20220406,584
CAISO,1,20220407,2901
CAISO,1,20220408,3837
CAISO,1,20220409,4433
CAISO,1,20220410,4021
CAISO,1,20220411,3916
CAISO,1,20220412,3624
CAISO,1,20220413,3436
CAISO,1,20220414,3573
CAISO,1,20220415,3866
CAISO,1,20220416,3545
CAISO,1,20220417,3304
CAISO,1,20220418,1806
CAISO,1,20220419,104
CAISO,1,20220420,661
CAISO,1,20220421,897
CAISO,1,20220422,927
CAISO,1,20220423,814
CAISO,1,20220424,794
CAISO,1,20220501,601
CAISO,1,20220502,551
CAISO,1,20220503,631
CAISO,1,20220504,408
CAISO,1,20220505,269
CAISO,1,20220506,584
CAISO,1,20220507,2901
CAISO,1,20220508,3837
CAISO,1,20220509,4433
CAISO,1,20220510,4021
CAISO,1,20220511,3916
CAISO,1,20220512,3624
CAISO,1,20220513,3436
CAISO,1,20220514,3573
CAISO,1,20220515,3866
CAISO,1,20220516,3545
CAISO,1,20220517,3304
CAISO,1,20220518,1806
CAISO,1,20220519,104
CAISO,1,20220520,661
CAISO,1,20220521,897
CAISO,1,20220522,927
CAISO,1,20220523,814
CAISO,1,20220524,794
CAISO,1,20220601,601
CAISO,1,20220602,551
CAISO,1,20220603,631
CAISO,1,20220604,408
CAISO,1,20220605,269
CAISO,1,20220606,584
CAISO,1,20220607,2901
CAISO,1,20220608,3837
CAISO,1,20220609,4433
CAISO,1,20220610,4021
CAISO,1,20220611,3916
CAISO,1,20220612,3624
CAISO,1,20220613,3436
CAISO,1,20220614,3573
CAISO,1,20220615,3866
CAISO,1,20220616,3545
CAISO,1,20220617,3304
CAISO,1,20220618,1806
CAISO,1,20220619,104
CAISO,1,20220620,661
CAISO,1,20220621,897
CAISO,1,20220622,927
CAISO,1,20220623,814
CAISO,1,20220624,794
CAISO,1,20220701,601
CAISO,1,20220702,551
CAISO,1,20220703,631
CAISO,1,20220704,408
CAISO,1,20220705,269
CAISO,1,20220706,584
CAISO,1,20220707,2901
CAISO,1,20220708,3837
CAISO,1,20220709,4433
CAISO,1,20220710,4021
CAISO,1,20220711,3916
CAISO,1,20220712,3624
CAISO,1,20220713,3436
CAISO,1,20220714,3573
CAISO,1,20220715,3866
CAISO,1,20220716,3545
CAISO,1,20220717,3304
CAISO,1,20220718,1806
CAISO,1,20220719,104
CAISO,1,20220720,661
CAISO,1,20220721,897
CAISO,1,20220722,927
CAISO,1,20220723,814
CAISO,1,20220724,794
CAISO,1,20220801,601
CAISO,1,20220802,551
CAISO,1,20220803,631
CAISO,1,20220804,408
CAISO,1,20220805,269
CAISO,1,20220806,584
CAISO,1,20220807,2901
CAISO,1,20220808,3837
CAISO,1,20220809,4433
CAISO,1,20220810,4021
CAISO,1,20220811,3916
CAISO,1,20220812,3624
CAISO,1,20220813,3436
CAISO,1,20220814,3573
CAISO,1,20220815,3866
CAISO,1,20220816,3545
CAISO,1,20220817,3304
CAISO,1,20220818,1806
CAISO,1,20220819,104
CAISO,1,20220820,661
CAISO,1,20220821,897
CAISO,1,20220822,927
CAISO,1,20220823,814
CAISO,1,20220824,794
CAISO,1,20220901,601
CAISO,1,20220902,551
CAISO,1,20220903,631
CAISO,1,20220904,408
CAISO,1,20220905,269
CAISO,1,20220906,584
CAISO,1,20220907,2901
CAISO,1,20220908,3837
CAISO,1,20220909,4433
CAISO,1,20220910,4021
CAISO,1,20220911,3916
CAISO,1,20220912,3624
CAISO,1,20220913,3436
CAISO,1,20220914,3573
CAISO,1,20220915,3866
CAISO,1,20220916,3545
CAISO,1,20220917,3304
CAISO,1,20220918,1806
CAISO,1,20220919,104
CAISO,1,20220920,661
CAISO,1,20220921,897
CAISO,1,20220922,927
CAISO,1,20220923,814
CAISO,1,20220924,794
CAISO,1,20221001,601
CAISO,1,20221002,551
CAISO,1,20221003,631
CAISO,1,20221004,408
CAISO,1,20221005,269
CAISO,1,20221006,584
CAISO,1,20221007,2901
CAISO,1,20221008,3837
CAISO,1,20221009,4433
CAISO,1,20221010,4021
CAISO,1,20221011,3916
CAISO,1,20221012,3624
CAISO,1,20221013,3436
CAISO,1,20221014,3573
CAISO,1,20221015,3866
CAISO,1,20221016,3545
CAISO,1,20221017,3304
CAISO,1,20221018,1806
CAISO,1,20221019,104
CAISO,1,20221020,661
CAISO,1,20221021,897
CAISO,1,20221022,927
CAISO,1,20221023,814
CAISO,1,20221024,794
CAISO,1,20221101,117
CAISO,1,20221102,104
CAISO,1,20221103,104
CAISO,1,20221104,104
CAISO,1,20221105,104
CAISO,1,20221106,104
CAISO,1,20221107,1792
CAISO,1,20221108,2904
CAISO,1,20221109,3059
CAISO,1,20221110,2993
CAISO,1,20221111,3224
CAISO,1,20221112,3190
CAISO,1,20221113,2844
CAISO,1,20221114,2884
CAISO,1,20221115,3023
CAISO,1,20221116,3145
CAISO,1,20221117,3151
CAISO,1,20221118,2285
CAISO,1,20221119,104
CAISO,1,20221120,104
CAISO,1,20221121,450
CAISO,1,20221122,409
CAISO,1,20221123,377
CAISO,1,20221124,292
CAISO,1,20221201,117
CAISO,1,20221202,104
CAISO,1,20221203,104
CAISO,1,20221204,104
CAISO,1,20221205,104
CAISO,1,20221206,104
CAISO,1,20221207,1792
CAISO,1,20221208,2904
CAISO,1,20221209,3059
CAISO,1,20221210,2993
CAISO,1,20221211,3224
CAISO,1,20221212,3190
CAISO,1,20221213,2844
CAISO,1,20221214,2884
CAISO,1,20221215,3023
CAISO,1,20221216,3145
CAISO,1,20221217,3151
CAISO,1,20221218,2285
CAISO,1,20221219,104
CAISO,1,20221220,104
CAISO,1,20221221,450
CAISO,1,20221222,409
CAISO,1,20221223,377
CAISO,1,20221224,292
CAISO,1,20221301,117
CAISO,1,20221302,104
CAISO,1,20221303,104
CAISO,1,20221304,104
CAISO,1,20221305,104
CAISO,1,20221306,104
