regulation_down_ba,stage_id,timepoint,regulation_down_mw
CAISO,1,20210817,455
CAISO,1,20210818,207
CAISO,1,20210819,315
CAISO,1,20210820,224
CAISO,1,20210821,211
CAISO,1,20210822,211
CAISO,1,20210823,204
CAISO,1,20210824,218
CAISO,1,20210901,221
CAISO,1,20210902,218
CAISO,1,20210903,218
CAISO,1,20210904,218
CAISO,1,20210905,226
CAISO,1,20210906,576
CAISO,1,20210907,802
CAISO,1,20210908,725
CAISO,1,20210909,667
CAISO,1,20210910,609
CAISO,1,20210911,576
CAISO,1,20210912,683
CAISO,1,20210913,630
CAISO,1,20210914,562
CAISO,1,20210915,720
CAISO,1,20210916,660
CAISO,1,20210917,361
CAISO,1,20210918,200
CAISO,1,20210919,309
CAISO,1,20210920,245
CAISO,1,20210921,236
CAISO,1,20210922,232
CAISO,1,20210923,226
CAISO,1,20210924,221
CAISO,1,20211001,190
CAISO,1,20211002,189
CAISO,1,20211003,184
CAISO,1,20211004,185
CAISO,1,20211005,190
CAISO,1,20211006,741
CAISO,1,20211007,792
CAISO,1,20211008,723
CAISO,1,20211009,657
CAISO,1,20211010,601
CAISO,1,20211011,571
CAISO,1,20211012,680
CAISO,1,20211013,627
CAISO,1,20211014,560
CAISO,1,20211015,726
CAISO,1,20211016,666
CAISO,1,20211017,376
CAISO,1,20211018,222
CAISO,1,20211019,267
CAISO,1,20211020,261
CAISO,1,20211021,246
CAISO,1,20211022,213
CAISO,1,20211023,204
CAISO,1,20211024,197
CAISO,1,20211101,194
CAISO,1,20211102,188
CAISO,1,20211103,187
CAISO,1,20211104,186
CAISO,1,20211105,219
CAISO,1,20211106,751
CAISO,1,20211107,533
CAISO,1,20211108,610
CAISO,1,20211109,506
CAISO,1,20211110,385
CAISO,1,20211111,402
CAISO,1,20211112,325
CAISO,1,20211113,344
CAISO,1,20211114,353
CAISO,1,20211115,346
CAISO,1,20211116,278
CAISO,1,20211117,258
CAISO,1,20211118,219
CAISO,1,20211119,219
CAISO,1,20211120,240
CAISO,1,20211121,223
CAISO,1,20211122,237
CAISO,1,20211123,230
CAISO,1,20211124,226
CAISO,1,20211201,210
CAISO,1,20211202,206
CAISO,1,20211203,205
CAISO,1,20211204,205
CAISO,1,20211205,234
CAISO,1,20211206,764
CAISO,1,20211207,339
CAISO,1,20211208,408
CAISO,1,20211209,390
CAISO,1,20211210,404
CAISO,1,20211211,449
CAISO,1,20211212,372
CAISO,1,20211213,370
CAISO,1,20211214,352
CAISO,1,20211215,338
CAISO,1,20211216,266
CAISO,1,20211217,213
CAISO,1,20211218,185
CAISO,1,20211219,190
CAISO,1,20211220,242
CAISO,1,20211221,187
CAISO,1,20211222,177
CAISO,1,20211223,168
CAISO,1,20211224,166
CAISO,1,20211301,209
CAISO,1,20211302,209
CAISO,1,20211303,226
CAISO,1,20211304,226
CAISO,1,20211305,231
CAISO,1,20211306,478
CAISO,1,20211307,545
CAISO,1,20211308,401
CAISO,1,20211309,377
CAISO,1,20211310,389
CAISO,1,20211311,434
CAISO,1,20211312,365
CAISO,1,20211313,370
CAISO,1,20211314,376
CAISO,1,20211315,369
CAISO,1,20211316,307
CAISO,1,20211317,287
CAISO,1,20211318,264
CAISO,1,20211319,251
CAISO,1,20211320,291
CAISO,1,20211321,261
CAISO,1,20211322,251
CAISO,1,20211323,242
CAISO,1,20211324,235
CAISO,1,20211401,210
CAISO,1,20211402,207
CAISO,1,20211403,224
CAISO,1,20211404,225
CAISO,1,20211405,253
CAISO,1,20211406,478
CAISO,1,20211407,545
CAISO,1,20211408,399
CAISO,1,20211409,381
CAISO,1,20211410,395
CAISO,1,20211411,439
CAISO,1,20211412,370
CAISO,1,20211413,370
CAISO,1,20211414,375
CAISO,1,20211415,365
CAISO,1,20211416,316
CAISO,1,20211417,277
CAISO,1,20211418,239
CAISO,1,20211419,237
CAISO,1,20211420,286
CAISO,1,20211421,238
CAISO,1,20211422,228
CAISO,1,20211423,221
CAISO,1,20211424,214
CAISO,1,20211501,208
CAISO,1,20211502,203
CAISO,1,20211503,188
CAISO,1,20211504,186
CAISO,1,20211505,186
CAISO,1,20211506,429
CAISO,1,20211507,1583
CAISO,1,20211508,793
CAISO,1,20211509,497
CAISO,1,20211510,506
CAISO,1,20211511,440
CAISO,1,20211512,381
CAISO,1,20211513,383
CAISO,1,20211514,269
CAISO,1,20211515,373
CAISO,1,20211516,268
CAISO,1,20211517,252
CAISO,1,20211518,296
CAISO,1,20211519,280
CAISO,1,20211520,255
CAISO,1,20211521,249
CAISO,1,20211522,236
CAISO,1,20211523,224
CAISO,1,20211524,214
CAISO,1,20211601,124
CAISO,1,20211602,121
CAISO,1,20211603,119
CAISO,1,20211604,120
CAISO,1,20211605,127
CAISO,1,20211606,258
CAISO,1,20211607,654
CAISO,1,20211608,793
CAISO,1,20211609,494
CAISO,1,20211610,500
CAISO,1,20211611,429
CAISO,1,20211612,363
CAISO,1,20211613,364
CAISO,1,20211614,238
CAISO,1,20211615,348
CAISO,1,20211616,304
CAISO,1,20211617,177
CAISO,1,20211618,230
CAISO,1,20211619,210
CAISO,1,20211620,176
CAISO,1,20211621,169
CAISO,1,20211622,154
CAISO,1,20211623,141
CAISO,1,20211624,132
CAISO,1,20211701,169
CAISO,1,20211702,165
CAISO,1,20211703,164
CAISO,1,20211704,163
CAISO,1,20211705,164
CAISO,1,20211706,276
CAISO,1,20211707,663
CAISO,1,20211708,759
CAISO,1,20211709,741
CAISO,1,20211710,598
CAISO,1,20211711,552
CAISO,1,20211712,463
CAISO,1,20211713,466
CAISO,1,20211714,396
CAISO,1,20211715,446
CAISO,1,20211716,252
CAISO,1,20211717,238
CAISO,1,20211718,279
CAISO,1,20211719,274
CAISO,1,20211720,223
CAISO,1,20211721,217
CAISO,1,20211722,204
CAISO,1,20211723,195
CAISO,1,20211724,185
CAISO,1,20211801,200
CAISO,1,20211802,198
CAISO,1,20211803,197
CAISO,1,20211804,196
CAISO,1,20211805,198
CAISO,1,20211806,203
CAISO,1,20211807,306
CAISO,1,20211808,695
CAISO,1,20211809,719
CAISO,1,20211810,624
CAISO,1,20211811,566
CAISO,1,20211812,576
CAISO,1,20211813,573
CAISO,1,20211814,508
CAISO,1,20211815,419
CAISO,1,20211816,363
CAISO,1,20211817,210
CAISO,1,20211818,300
CAISO,1,20211819,224
CAISO,1,20211820,223
CAISO,1,20211821,220
CAISO,1,20211822,240
CAISO,1,20211823,232
CAISO,1,20211824,225
CAISO,1,20211901,176
CAISO,1,20211902,174
CAISO,1,20211903,173
CAISO,1,20211904,174
CAISO,1,20211905,188
CAISO,1,20211906,564
CAISO,1,20211907,883
CAISO,1,20211908,870
CAISO,1,20211909,853
CAISO,1,20211910,610
CAISO,1,20211911,579
CAISO,1,20211912,688
CAISO,1,20211913,639
CAISO,1,20211914,573
CAISO,1,20211915,735
CAISO,1,20211916,667
CAISO,1,20211917,459
CAISO,1,20211918,213
CAISO,1,20211919,319
CAISO,1,20211920,250
CAISO,1,20211921,239
CAISO,1,20211922,234
CAISO,1,20211923,228
CAISO,1,20211924,206
CAISO,1,20212001,158
CAISO,1,20212002,156
CAISO,1,20212003,155
CAISO,1,20212004,156
CAISO,1,20212005,171
CAISO,1,20212006,572
CAISO,1,20212007,889
CAISO,1,20212008,738
CAISO,1,20212009,681
CAISO,1,20212010,628
CAISO,1,20212011,598
CAISO,1,20212012,702
CAISO,1,20212013,650
CAISO,1,20212014,586
CAISO,1,20212015,737
CAISO,1,20212016,669
CAISO,1,20212017,375
CAISO,1,20212018,180
CAISO,1,20212019,292
CAISO,1,20212020,196
CAISO,1,20212021,180
CAISO,1,20212022,171
CAISO,1,20212023,161
CAISO,1,20212024,155
CAISO,1,20212101,167
CAISO,1,20212102,164
CAISO,1,20212103,162
CAISO,1,20212104,206
CAISO,1,20212105,220
CAISO,1,20212106,582
CAISO,1,20212107,799
CAISO,1,20212108,731
CAISO,1,20212109,673
CAISO,1,20212110,619
CAISO,1,20212111,591
CAISO,1,20212112,700
CAISO,1,20212113,650
CAISO,1,20212114,591
CAISO,1,20212115,743
CAISO,1,20212116,692
CAISO,1,20212117,403
CAISO,1,20212118,256
CAISO,1,20212119,342
CAISO,1,20212120,259
CAISO,1,20212121,244
CAISO,1,20212122,195
CAISO,1,20212123,221
CAISO,1,20212124,214
CAISO,1,20212201,148
CAISO,1,20212202,145
CAISO,1,20212203,145
CAISO,1,20212204,153
CAISO,1,20212205,193
CAISO,1,20212206,759
CAISO,1,20212207,332
CAISO,1,20212208,410
CAISO,1,20212209,391
CAISO,1,20212210,404
CAISO,1,20212211,447
CAISO,1,20212212,379
CAISO,1,20212213,369
CAISO,1,20212214,373
CAISO,1,20212215,335
CAISO,1,20212216,261
CAISO,1,20212217,206
CAISO,1,20212218,177
CAISO,1,20212219,179
CAISO,1,20212220,240
CAISO,1,20212221,181
CAISO,1,20212222,171
CAISO,1,20212223,162
CAISO,1,20212224,156
CAISO,1,20212301,229
CAISO,1,20212302,227
CAISO,1,20212303,195
CAISO,1,20212304,194
CAISO,1,20212305,222
CAISO,1,20212306,471
CAISO,1,20212307,534
CAISO,1,20212308,612
CAISO,1,20212309,342
CAISO,1,20212310,358
CAISO,1,20212311,407
CAISO,1,20212312,334
CAISO,1,20212313,336
CAISO,1,20212314,362
CAISO,1,20212315,352
CAISO,1,20212316,290
CAISO,1,20212317,250
CAISO,1,20212318,232
CAISO,1,20212319,233
CAISO,1,20212320,281
CAISO,1,20212321,231
CAISO,1,20212322,222
CAISO,1,20212323,209
CAISO,1,20212324,201
CAISO,1,20212401,120
CAISO,1,20212402,117
CAISO,1,20212403,116
CAISO,1,20212404,117
CAISO,1,20212405,123
CAISO,1,20212406,255
CAISO,1,20212407,653
CAISO,1,20212408,748
CAISO,1,20212409,491
CAISO,1,20212410,496
CAISO,1,20212411,424
CAISO,1,20212412,358
CAISO,1,20212413,358
CAISO,1,20212414,229
CAISO,1,20212415,414
CAISO,1,20212416,194
CAISO,1,20212417,165
CAISO,1,20212418,230
CAISO,1,20212419,205
CAISO,1,20212420,165
CAISO,1,20212421,158
CAISO,1,20212422,146
CAISO,1,20212423,134
CAISO,1,20212424,125
CAISO,1,20212501,222
CAISO,1,20212502,216
CAISO,1,20212503,187
CAISO,1,20212504,184
CAISO,1,20212505,173
CAISO,1,20212506,276
CAISO,1,20212507,662
CAISO,1,20212508,748
CAISO,1,20212509,540
CAISO,1,20212510,494
CAISO,1,20212511,420
CAISO,1,20212512,351
CAISO,1,20212513,349
CAISO,1,20212514,213
CAISO,1,20212515,405
CAISO,1,20212516,175
CAISO,1,20212517,147
CAISO,1,20212518,222
CAISO,1,20212519,197
CAISO,1,20212520,158
CAISO,1,20212521,154
CAISO,1,20212522,148
CAISO,1,20212523,139
CAISO,1,20212524,130
CAISO,1,20212601,174
CAISO,1,20212602,170
CAISO,1,20212603,167
CAISO,1,20212604,166
CAISO,1,20212605,166
CAISO,1,20212606,168
CAISO,1,20212607,279
CAISO,1,20212608,681
CAISO,1,20212609,697
CAISO,1,20212610,598
CAISO,1,20212611,573
CAISO,1,20212612,469
CAISO,1,20212613,625
CAISO,1,20212614,562
CAISO,1,20212615,383
CAISO,1,20212616,323
CAISO,1,20212617,137
CAISO,1,20212618,258
CAISO,1,20212619,158
CAISO,1,20212620,156
CAISO,1,20212621,155
CAISO,1,20212622,153
CAISO,1,20212623,146
CAISO,1,20212624,137
CAISO,1,20212701,191
CAISO,1,20212702,178
CAISO,1,20212703,167
CAISO,1,20212704,166
CAISO,1,20212705,168
CAISO,1,20212706,173
CAISO,1,20212707,265
CAISO,1,20212708,677
CAISO,1,20212709,701
CAISO,1,20212710,602
CAISO,1,20212711,541
CAISO,1,20212712,544
CAISO,1,20212713,553
CAISO,1,20212714,486
CAISO,1,20212715,407
CAISO,1,20212716,350
CAISO,1,20212717,189
CAISO,1,20212718,288
CAISO,1,20212719,203
CAISO,1,20212720,201
CAISO,1,20212721,198
CAISO,1,20212722,195
CAISO,1,20212723,185
CAISO,1,20212724,177
CAISO,1,20212801,123
CAISO,1,20212802,118
CAISO,1,20212803,115
CAISO,1,20212804,120
CAISO,1,20212805,163
CAISO,1,20212806,168
CAISO,1,20212807,284
CAISO,1,20212808,685
CAISO,1,20212809,701
CAISO,1,20212810,601
CAISO,1,20212811,541
CAISO,1,20212812,544
CAISO,1,20212813,541
CAISO,1,20212814,473
CAISO,1,20212815,392
CAISO,1,20212816,332
CAISO,1,20212817,153
CAISO,1,20212818,262
CAISO,1,20212819,164
CAISO,1,20212820,161
CAISO,1,20212821,156
CAISO,1,20212822,152
CAISO,1,20212823,139
CAISO,1,20212824,130
CAISO,1,20212901,220
CAISO,1,20212902,218
CAISO,1,20212903,217
CAISO,1,20212904,214
CAISO,1,20212905,226
CAISO,1,20212906,580
CAISO,1,20212907,893
CAISO,1,20212908,879
CAISO,1,20212909,858
CAISO,1,20212910,617
CAISO,1,20212911,586
CAISO,1,20212912,692
CAISO,1,20212913,638
CAISO,1,20212914,572
CAISO,1,20212915,726
CAISO,1,20212916,663
CAISO,1,20212917,366
CAISO,1,20212918,204
CAISO,1,20212919,313
CAISO,1,20212920,215
CAISO,1,20212921,200
CAISO,1,20212922,192
CAISO,1,20212923,184
CAISO,1,20212924,179
CAISO,1,20213001,188
CAISO,1,20213002,175
CAISO,1,20213003,174
CAISO,1,20213004,165
CAISO,1,20213005,177
CAISO,1,20213006,558
CAISO,1,20213007,871
CAISO,1,20213008,709
CAISO,1,20213009,650
CAISO,1,20213010,594
CAISO,1,20213011,562
CAISO,1,20213012,671
CAISO,1,20213013,617
CAISO,1,20213014,548
CAISO,1,20213015,707
CAISO,1,20213016,643
CAISO,1,20213017,328
CAISO,1,20213018,129
CAISO,1,20213019,270
CAISO,1,20213020,160
CAISO,1,20213021,143
CAISO,1,20213022,137
CAISO,1,20213023,129
CAISO,1,20213024,122
CAISO,1,20213101,177
CAISO,1,20213102,173
CAISO,1,20213103,162
CAISO,1,20213104,123
CAISO,1,20213105,137
CAISO,1,20213106,548
CAISO,1,20213107,873
CAISO,1,20213108,712
CAISO,1,20213109,654
CAISO,1,20213110,598
CAISO,1,20213111,566
CAISO,1,20213112,675
CAISO,1,20213113,621
CAISO,1,20213114,553
CAISO,1,20213115,711
CAISO,1,20213116,657
CAISO,1,20213117,359
CAISO,1,20213118,201
CAISO,1,20213119,312
CAISO,1,20213120,246
CAISO,1,20213121,211
CAISO,1,20213122,201
CAISO,1,20213123,194
CAISO,1,20213124,178
CAISO,1,20213201,221
CAISO,1,20213202,220
CAISO,1,20213203,215
CAISO,1,20213204,215
CAISO,1,20213205,202
CAISO,1,20213206,568
CAISO,1,20213207,885
CAISO,1,20213208,872
CAISO,1,20213209,857
CAISO,1,20213210,616
CAISO,1,20213211,586
CAISO,1,20213212,692
CAISO,1,20213213,649
CAISO,1,20213214,584
CAISO,1,20213215,557
CAISO,1,20213216,586
CAISO,1,20213217,468
CAISO,1,20213218,232
CAISO,1,20213219,331
CAISO,1,20213220,231
CAISO,1,20213221,219
CAISO,1,20213222,173
CAISO,1,20213223,165
CAISO,1,20213224,152
CAISO,1,20213301,148
CAISO,1,20213302,151
CAISO,1,20213303,151
CAISO,1,20213304,196
CAISO,1,20213305,208
CAISO,1,20213306,568
CAISO,1,20213307,890
CAISO,1,20213308,727
CAISO,1,20213309,670
CAISO,1,20213310,615
CAISO,1,20213311,585
CAISO,1,20213312,691
CAISO,1,20213313,638
CAISO,1,20213314,572
CAISO,1,20213315,713
CAISO,1,20213316,649
CAISO,1,20213317,340
CAISO,1,20213318,155
CAISO,1,20213319,282
CAISO,1,20213320,181
CAISO,1,20213321,167
CAISO,1,20213322,161
CAISO,1,20213323,155
CAISO,1,20213324,149
CAISO,1,20213401,148
CAISO,1,20213402,151
CAISO,1,20213403,151
CAISO,1,20213404,196
CAISO,1,20213405,208
CAISO,1,20213406,568
CAISO,1,20213407,890
CAISO,1,20213408,727
CAISO,1,20213409,670
CAISO,1,20213410,615
CAISO,1,20213411,585
CAISO,1,20213412,691
CAISO,1,20213413,638
CAISO,1,20213414,572
CAISO,1,20213415,713
CAISO,1,20213416,649
CAISO,1,20213417,340
CAISO,1,20213418,155
CAISO,1,20213419,282
CAISO,1,20213420,181
CAISO,1,20213421,167
CAISO,1,20213422,161
CAISO,1,20213423,155
CAISO,1,20213424,149
CAISO,1,20213501,176
CAISO,1,20213502,172
CAISO,1,20213503,170
CAISO,1,20213504,133
CAISO,1,20213505,173
CAISO,1,20213506,680
CAISO,1,20213507,294
CAISO,1,20213508,371
CAISO,1,20213509,351
CAISO,1,20213510,366
CAISO,1,20213511,414
CAISO,1,20213512,341
CAISO,1,20213513,341
CAISO,1,20213514,349
CAISO,1,20213515,355
CAISO,1,20213516,292
CAISO,1,20213517,254
CAISO,1,20213518,233
CAISO,1,20213519,238
CAISO,1,20213520,281
CAISO,1,20213521,231
CAISO,1,20213522,221
CAISO,1,20213523,207
CAISO,1,20213524,200
CAISO,1,20213601,195
CAISO,1,20213602,181
CAISO,1,20213603,180
CAISO,1,20213604,180
CAISO,1,20213605,217
CAISO,1,20213606,468
CAISO,1,20213607,525
CAISO,1,20213608,606
CAISO,1,20213609,353
CAISO,1,20213610,368
CAISO,1,20213611,416
CAISO,1,20213612,344
CAISO,1,20213613,344
CAISO,1,20213614,351
CAISO,1,20213615,339
CAISO,1,20213616,267
CAISO,1,20213617,246
CAISO,1,20213618,225
CAISO,1,20213619,233
CAISO,1,20213620,282
CAISO,1,20213621,230
CAISO,1,20213622,211
CAISO,1,20213623,199
CAISO,1,20213624,192
CAISO,1,20213701,119
CAISO,1,20213702,116
CAISO,1,20213703,115
CAISO,1,20213704,123
CAISO,1,20213705,170
CAISO,1,20213706,287
CAISO,1,20213707,666
CAISO,1,20213708,803
CAISO,1,20213709,504
CAISO,1,20213710,508
CAISO,1,20213711,438
CAISO,1,20213712,372
CAISO,1,20213713,370
CAISO,1,20213714,217
CAISO,1,20213715,334
CAISO,1,20213716,287
CAISO,1,20213717,148
CAISO,1,20213718,217
CAISO,1,20213719,227
CAISO,1,20213720,196
CAISO,1,20213721,199
CAISO,1,20213722,190
CAISO,1,20213723,194
CAISO,1,20213724,189
CAISO,1,20220101,182
CAISO,1,20220102,168
CAISO,1,20220103,128
CAISO,1,20220104,125
CAISO,1,20220105,111
CAISO,1,20220106,112
CAISO,1,20220107,273
CAISO,1,20220108,748
CAISO,1,20220109,777
CAISO,1,20220110,666
CAISO,1,20220111,659
CAISO,1,20220112,511
CAISO,1,20220113,707
CAISO,1,20220114,666
CAISO,1,20220115,831
CAISO,1,20220116,374
CAISO,1,20220117,175
CAISO,1,20220118,304
CAISO,1,20220119,199
CAISO,1,20220120,198
CAISO,1,20220121,196
CAISO,1,20220122,194
CAISO,1,20220123,188
CAISO,1,20220124,181
CAISO,1,20220201,176
CAISO,1,20220202,173
CAISO,1,20220203,172
CAISO,1,20220204,164
CAISO,1,20220205,163
CAISO,1,20220206,168
CAISO,1,20220207,306
CAISO,1,20220208,762
CAISO,1,20220209,791
CAISO,1,20220210,670
CAISO,1,20220211,602
CAISO,1,20220212,615
CAISO,1,20220213,613
CAISO,1,20220214,538
CAISO,1,20220215,448
CAISO,1,20220216,382
CAISO,1,20220217,189
CAISO,1,20220218,308
CAISO,1,20220219,203
CAISO,1,20220220,200
CAISO,1,20220221,197
CAISO,1,20220222,193
CAISO,1,20220223,185
CAISO,1,20220224,177
CAISO,1,20220301,192
CAISO,1,20220302,187
CAISO,1,20220303,185
CAISO,1,20220304,182
CAISO,1,20220305,183
CAISO,1,20220306,179
CAISO,1,20220307,312
CAISO,1,20220308,765
CAISO,1,20220309,792
CAISO,1,20220310,682
CAISO,1,20220311,665
CAISO,1,20220312,519
CAISO,1,20220313,713
CAISO,1,20220314,623
CAISO,1,20220315,452
CAISO,1,20220316,392
CAISO,1,20220317,209
CAISO,1,20220318,317
CAISO,1,20220319,221
CAISO,1,20220320,220
CAISO,1,20220321,217
CAISO,1,20220322,217
CAISO,1,20220323,209
CAISO,1,20220324,201
CAISO,1,20220401,123
CAISO,1,20220402,118
CAISO,1,20220403,116
CAISO,1,20220404,115
CAISO,1,20220405,135
CAISO,1,20220406,610
CAISO,1,20220407,977
CAISO,1,20220408,962
CAISO,1,20220409,945
CAISO,1,20220410,706
CAISO,1,20220411,633
CAISO,1,20220412,756
CAISO,1,20220413,695
CAISO,1,20220414,697
CAISO,1,20220415,588
CAISO,1,20220416,592
CAISO,1,20220417,481
CAISO,1,20220418,155
CAISO,1,20220419,310
CAISO,1,20220420,184
CAISO,1,20220421,202
CAISO,1,20220422,195
CAISO,1,20220423,143
CAISO,1,20220424,131
CAISO,1,20220501,194
CAISO,1,20220502,192
CAISO,1,20220503,190
CAISO,1,20220504,188
CAISO,1,20220505,204
CAISO,1,20220506,628
CAISO,1,20220507,987
CAISO,1,20220508,971
CAISO,1,20220509,954
CAISO,1,20220510,718
CAISO,1,20220511,722
CAISO,1,20220512,742
CAISO,1,20220513,718
CAISO,1,20220514,712
CAISO,1,20220515,606
CAISO,1,20220516,611
CAISO,1,20220517,504
CAISO,1,20220518,215
CAISO,1,20220519,362
CAISO,1,20220520,262
CAISO,1,20220521,246
CAISO,1,20220522,224
CAISO,1,20220523,216
CAISO,1,20220524,228
CAISO,1,20220601,160
CAISO,1,20220602,199
CAISO,1,20220603,199
CAISO,1,20220604,205
CAISO,1,20220605,236
CAISO,1,20220606,632
CAISO,1,20220607,990
CAISO,1,20220608,974
CAISO,1,20220609,958
CAISO,1,20220610,685
CAISO,1,20220611,651
CAISO,1,20220612,771
CAISO,1,20220613,712
CAISO,1,20220614,638
CAISO,1,20220615,608
CAISO,1,20220616,612
CAISO,1,20220617,505
CAISO,1,20220618,235
CAISO,1,20220619,358
CAISO,1,20220620,256
CAISO,1,20220621,220
CAISO,1,20220622,211
CAISO,1,20220623,202
CAISO,1,20220624,197
CAISO,1,20220701,149
CAISO,1,20220702,159
CAISO,1,20220703,157
CAISO,1,20220704,157
CAISO,1,20220705,171
CAISO,1,20220706,618
CAISO,1,20220707,989
CAISO,1,20220708,979
CAISO,1,20220709,961
CAISO,1,20220710,727
CAISO,1,20220711,683
CAISO,1,20220712,774
CAISO,1,20220713,716
CAISO,1,20220714,664
CAISO,1,20220715,603
CAISO,1,20220716,594
CAISO,1,20220717,484
CAISO,1,20220718,169
CAISO,1,20220719,308
CAISO,1,20220720,188
CAISO,1,20220721,182
CAISO,1,20220722,163
CAISO,1,20220723,169
CAISO,1,20220724,164
CAISO,1,20220801,208
CAISO,1,20220802,200
CAISO,1,20220803,200
CAISO,1,20220804,159
CAISO,1,20220805,173
CAISO,1,20220806,618
CAISO,1,20220807,989
CAISO,1,20220808,965
CAISO,1,20220809,957
CAISO,1,20220810,722
CAISO,1,20220811,709
CAISO,1,20220812,730
CAISO,1,20220813,698
CAISO,1,20220814,697
CAISO,1,20220815,587
CAISO,1,20220816,607
CAISO,1,20220817,502
CAISO,1,20220818,211
CAISO,1,20220819,340
CAISO,1,20220820,226
CAISO,1,20220821,209
CAISO,1,20220822,215
CAISO,1,20220823,208
CAISO,1,20220824,220
CAISO,1,20220901,226
CAISO,1,20220902,224
CAISO,1,20220903,223
CAISO,1,20220904,223
CAISO,1,20220905,234
CAISO,1,20220906,639
CAISO,1,20220907,895
CAISO,1,20220908,810
CAISO,1,20220909,744
CAISO,1,20220910,679
CAISO,1,20220911,641
CAISO,1,20220912,763
CAISO,1,20220913,702
CAISO,1,20220914,625
CAISO,1,20220915,804
CAISO,1,20220916,736
CAISO,1,20220917,396
CAISO,1,20220918,204
CAISO,1,20220919,336
CAISO,1,20220920,253
CAISO,1,20220921,241
CAISO,1,20220922,237
CAISO,1,20220923,231
CAISO,1,20220924,226
CAISO,1,20221001,195
CAISO,1,20221002,193
CAISO,1,20221003,188
CAISO,1,20221004,189
CAISO,1,20221005,197
CAISO,1,20221006,828
CAISO,1,20221007,885
CAISO,1,20221008,807
CAISO,1,20221009,735
CAISO,1,20221010,671
CAISO,1,20221011,636
CAISO,1,20221012,759
CAISO,1,20221013,699
CAISO,1,20221014,623
CAISO,1,20221015,809
CAISO,1,20221016,741
CAISO,1,20221017,410
CAISO,1,20221018,226
CAISO,1,20221019,282
CAISO,1,20221020,268
CAISO,1,20221021,248
CAISO,1,20221022,218
CAISO,1,20221023,208
CAISO,1,20221024,201
CAISO,1,20221101,199
CAISO,1,20221102,192
CAISO,1,20221103,191
CAISO,1,20221104,190
CAISO,1,20221105,230
CAISO,1,20221106,839
CAISO,1,20221107,593
CAISO,1,20221108,681
CAISO,1,20221109,564
CAISO,1,20221110,455
CAISO,1,20221111,446
CAISO,1,20221112,358
CAISO,1,20221113,376
CAISO,1,20221114,386
CAISO,1,20221115,377
CAISO,1,20221116,297
CAISO,1,20221117,267
CAISO,1,20221118,226
CAISO,1,20221119,224
CAISO,1,20221120,259
CAISO,1,20221121,227
CAISO,1,20221122,242
CAISO,1,20221123,235
CAISO,1,20221124,231
CAISO,1,20221201,215
CAISO,1,20221202,210
CAISO,1,20221203,213
CAISO,1,20221204,212
CAISO,1,20221205,248
CAISO,1,20221206,852
CAISO,1,20221207,366
CAISO,1,20221208,445
CAISO,1,20221209,424
CAISO,1,20221210,439
CAISO,1,20221211,492
CAISO,1,20221212,405
CAISO,1,20221213,401
CAISO,1,20221214,387
CAISO,1,20221215,371
CAISO,1,20221216,288
CAISO,1,20221217,222
CAISO,1,20221218,187
CAISO,1,20221219,195
CAISO,1,20221220,258
CAISO,1,20221221,190
CAISO,1,20221222,179
CAISO,1,20221223,171
CAISO,1,20221224,175
CAISO,1,20221301,214
CAISO,1,20221302,216
CAISO,1,20221303,231
CAISO,1,20221304,231
CAISO,1,20221305,242
CAISO,1,20221306,529
CAISO,1,20221307,605
CAISO,1,20221308,439
CAISO,1,20221309,412
CAISO,1,20221310,426
CAISO,1,20221311,477
CAISO,1,20221312,397
CAISO,1,20221313,402
CAISO,1,20221314,408
CAISO,1,20221315,399
CAISO,1,20221316,325
CAISO,1,20221317,296
CAISO,1,20221318,268
CAISO,1,20221319,259
CAISO,1,20221320,306
CAISO,1,20221321,266
CAISO,1,20221322,256
CAISO,1,20221323,247
CAISO,1,20221324,240
CAISO,1,20221401,217
CAISO,1,20221402,214
CAISO,1,20221403,229
CAISO,1,20221404,230
CAISO,1,20221405,262
CAISO,1,20221406,528
CAISO,1,20221407,605
CAISO,1,20221408,437
CAISO,1,20221409,416
CAISO,1,20221410,431
CAISO,1,20221411,482
CAISO,1,20221412,401
CAISO,1,20221413,402
CAISO,1,20221414,407
CAISO,1,20221415,395
CAISO,1,20221416,332
CAISO,1,20221417,287
CAISO,1,20221418,246
CAISO,1,20221419,242
CAISO,1,20221420,302
CAISO,1,20221421,242
CAISO,1,20221422,233
CAISO,1,20221423,228
CAISO,1,20221424,221
CAISO,1,20221501,212
CAISO,1,20221502,207
CAISO,1,20221503,192
CAISO,1,20221504,190
CAISO,1,20221505,190
CAISO,1,20221506,475
CAISO,1,20221507,1775
CAISO,1,20221508,887
CAISO,1,20221509,552
CAISO,1,20221510,561
CAISO,1,20221511,486
CAISO,1,20221512,416
CAISO,1,20221513,418
CAISO,1,20221514,283
CAISO,1,20221515,405
CAISO,1,20221516,301
CAISO,1,20221517,255
CAISO,1,20221518,310
CAISO,1,20221519,290
CAISO,1,20221520,259
CAISO,1,20221521,253
CAISO,1,20221522,240
CAISO,1,20221523,229
CAISO,1,20221524,218
CAISO,1,20221601,126
CAISO,1,20221602,122
CAISO,1,20221603,120
CAISO,1,20221604,122
CAISO,1,20221605,128
CAISO,1,20221606,282
CAISO,1,20221607,731
CAISO,1,20221608,887
CAISO,1,20221609,550
CAISO,1,20221610,556
