project,period,facet,elcc_surface_coefficient
Humboldt_Wind,2021,4,0.242146
Inyokern_North_Kramer_Solar,2021,4,1.380211
Kern_Greater_Carrizo_Solar,2021,4,1.380211
Kern_Greater_Carrizo_Wind,2021,4,0.242146
Kramer_Inyokern_Ex_Solar,2021,4,1.380211
Kramer_Inyokern_Ex_Wind,2021,4,0.242146
North_Victor_Solar,2021,4,1.380211
Northern_California_Ex_Solar,2021,4,1.380211
Northern_California_Ex_Wind,2021,4,0.242146
NW_Ext_Tx_Wind,2021,4,0.242146
Riverside_Palm_Springs_Solar,2021,4,1.380211
Sacramento_River_Solar,2021,4,1.380211
Sacramento_River_Wind,2021,4,0.242146
SCADSNV_Solar,2021,4,1.380211
SCADSNV_Wind,2021,4,0.242146
Solano_Solar,2021,4,1.380211
Solano_subzone_Solar,2021,4,1.380211
Solano_subzone_Wind,2021,4,0.242146
Solano_Wind,2021,4,0.242146
Southern_California_Desert_Ex_Solar,2021,4,1.380211
Southern_California_Desert_Ex_Wind,2021,4,0.242146
Southern_Nevada_Solar,2021,4,1.380211
Southern_Nevada_Wind,2021,4,0.242146
SW_Ext_Tx_Wind,2021,4,0.242146
Tehachapi_Ex_Solar,2021,4,1.380211
Tehachapi_Solar,2021,4,1.380211
Tehachapi_Wind,2021,4,0.242146
Westlands_Ex_Solar,2021,4,1.380211
Westlands_Ex_Wind,2021,4,0.242146
Westlands_Solar,2021,4,1.380211
Arizona_Solar,2021,4,1.380211
Arizona_Wind,2021,4,0.242146
Baja_California_Solar,2021,4,1.380211
Baja_California_Wind,2021,4,0.242146
Idaho_Wind,2021,4,0.242146
New_Mexico_Solar,2021,4,1.380211
New_Mexico_Wind,2021,4,0.242146
Utah_Solar,2021,4,1.380211
Utah_Wind,2021,4,0.242146
Wyoming_Wind,2021,4,0.242146
Pacific_Northwest_Wind,2021,4,0.242146
Diablo_Canyon_Offshore_Wind,2021,4,0.242146
Humboldt_Bay_Offshore_Wind,2021,4,0.242146
Morro_Bay_Offshore_Wind,2021,4,0.242146
Diablo_Canyon_Offshore_Wind_Ext_Tx,2021,4,0.242146
Cape_Mendocino_Offshore_Wind,2021,4,0.242146
Del_Norte_Offshore_Wind,2021,4,0.242146
Customer_PV,2021,5,0.973241
CAISO_Solar_for_Other,2021,5,0.973241
CAISO_Solar_for_CAISO,2021,5,0.973241
CAISO_Wind_for_Other,2021,5,0.410038
CAISO_Wind_for_CAISO,2021,5,0.410038
Carrizo_Solar,2021,5,0.973241
Carrizo_Wind,2021,5,0.410038
Central_Valley_North_Los_Banos_Solar,2021,5,0.973241
Central_Valley_North_Los_Banos_Wind,2021,5,0.410038
Distributed_Solar,2021,5,0.973241
Mountain_Pass_El_Dorado_Solar,2021,5,0.973241
Greater_Imperial_Solar,2021,5,0.973241
Greater_Imperial_Wind,2021,5,0.410038
Greater_Kramer_Wind,2021,5,0.410038
Humboldt_Wind,2021,5,0.410038
Inyokern_North_Kramer_Solar,2021,5,0.973241
Kern_Greater_Carrizo_Solar,2021,5,0.973241
Kern_Greater_Carrizo_Wind,2021,5,0.410038
Kramer_Inyokern_Ex_Solar,2021,5,0.973241
Kramer_Inyokern_Ex_Wind,2021,5,0.410038
North_Victor_Solar,2021,5,0.973241
Northern_California_Ex_Solar,2021,5,0.973241
Northern_California_Ex_Wind,2021,5,0.410038
NW_Ext_Tx_Wind,2021,5,0.410038
Riverside_Palm_Springs_Solar,2021,5,0.973241
Sacramento_River_Solar,2021,5,0.973241
Sacramento_River_Wind,2021,5,0.410038
SCADSNV_Solar,2021,5,0.973241
SCADSNV_Wind,2021,5,0.410038
Solano_Solar,2021,5,0.973241
Solano_subzone_Solar,2021,5,0.973241
Solano_subzone_Wind,2021,5,0.410038
Solano_Wind,2021,5,0.410038
Southern_California_Desert_Ex_Solar,2021,5,0.973241
Southern_California_Desert_Ex_Wind,2021,5,0.410038
Southern_Nevada_Solar,2021,5,0.973241
Southern_Nevada_Wind,2021,5,0.410038
SW_Ext_Tx_Wind,2021,5,0.410038
Tehachapi_Ex_Solar,2021,5,0.973241
Tehachapi_Solar,2021,5,0.973241
Tehachapi_Wind,2021,5,0.410038
Westlands_Ex_Solar,2021,5,0.973241
Westlands_Ex_Wind,2021,5,0.410038
Westlands_Solar,2021,5,0.973241
Arizona_Solar,2021,5,0.973241
Arizona_Wind,2021,5,0.410038
Baja_California_Solar,2021,5,0.973241
Baja_California_Wind,2021,5,0.410038
Idaho_Wind,2021,5,0.410038
New_Mexico_Solar,2021,5,0.973241
New_Mexico_Wind,2021,5,0.410038
Utah_Solar,2021,5,0.973241
Utah_Wind,2021,5,0.410038
Wyoming_Wind,2021,5,0.410038
Pacific_Northwest_Wind,2021,5,0.410038
Diablo_Canyon_Offshore_Wind,2021,5,0.410038
Humboldt_Bay_Offshore_Wind,2021,5,0.410038
Morro_Bay_Offshore_Wind,2021,5,0.410038
Diablo_Canyon_Offshore_Wind_Ext_Tx,2021,5,0.410038
Cape_Mendocino_Offshore_Wind,2021,5,0.410038
Del_Norte_Offshore_Wind,2021,5,0.410038
Customer_PV,2021,6,1.111813
CAISO_Solar_for_Other,2021,6,1.111813
CAISO_Solar_for_CAISO,2021,6,1.111813
CAISO_Wind_for_Other,2021,6,0.34768
CAISO_Wind_for_CAISO,2021,6,0.34768
Carrizo_Solar,2021,6,1.111813
Carrizo_Wind,2021,6,0.34768
Central_Valley_North_Los_Banos_Solar,2021,6,1.111813
Central_Valley_North_Los_Banos_Wind,2021,6,0.34768
Distributed_Solar,2021,6,1.111813
Mountain_Pass_El_Dorado_Solar,2021,6,1.111813
Greater_Imperial_Solar,2021,6,1.111813
Greater_Imperial_Wind,2021,6,0.34768
Greater_Kramer_Wind,2021,6,0.34768
Humboldt_Wind,2021,6,0.34768
Inyokern_North_Kramer_Solar,2021,6,1.111813
Kern_Greater_Carrizo_Solar,2021,6,1.111813
Kern_Greater_Carrizo_Wind,2021,6,0.34768
Kramer_Inyokern_Ex_Solar,2021,6,1.111813
Kramer_Inyokern_Ex_Wind,2021,6,0.34768
North_Victor_Solar,2021,6,1.111813
Northern_California_Ex_Solar,2021,6,1.111813
Northern_California_Ex_Wind,2021,6,0.34768
NW_Ext_Tx_Wind,2021,6,0.34768
Riverside_Palm_Springs_Solar,2021,6,1.111813
Sacramento_River_Solar,2021,6,1.111813
Sacramento_River_Wind,2021,6,0.34768
SCADSNV_Solar,2021,6,1.111813
SCADSNV_Wind,2021,6,0.34768
Solano_Solar,2021,6,1.111813
Solano_subzone_Solar,2021,6,1.111813
Solano_subzone_Wind,2021,6,0.34768
Solano_Wind,2021,6,0.34768
Southern_California_Desert_Ex_Solar,2021,6,1.111813
Southern_California_Desert_Ex_Wind,2021,6,0.34768
Southern_Nevada_Solar,2021,6,1.111813
Southern_Nevada_Wind,2021,6,0.34768
SW_Ext_Tx_Wind,2021,6,0.34768
Tehachapi_Ex_Solar,2021,6,1.111813
Tehachapi_Solar,2021,6,1.111813
Tehachapi_Wind,2021,6,0.34768
Westlands_Ex_Solar,2021,6,1.111813
Westlands_Ex_Wind,2021,6,0.34768
Westlands_Solar,2021,6,1.111813
Arizona_Solar,2021,6,1.111813
Arizona_Wind,2021,6,0.34768
Baja_California_Solar,2021,6,1.111813
Baja_California_Wind,2021,6,0.34768
Idaho_Wind,2021,6,0.34768
New_Mexico_Solar,2021,6,1.111813
New_Mexico_Wind,2021,6,0.34768
Utah_Solar,2021,6,1.111813
Utah_Wind,2021,6,0.34768
Wyoming_Wind,2021,6,0.34768
Pacific_Northwest_Wind,2021,6,0.34768
Diablo_Canyon_Offshore_Wind,2021,6,0.34768
Humboldt_Bay_Offshore_Wind,2021,6,0.34768
Morro_Bay_Offshore_Wind,2021,6,0.34768
Diablo_Canyon_Offshore_Wind_Ext_Tx,2021,6,0.34768
Cape_Mendocino_Offshore_Wind,2021,6,0.34768
Del_Norte_Offshore_Wind,2021,6,0.34768
Customer_PV,2021,7,1.111813
CAISO_Solar_for_Other,2021,7,1.111813
CAISO_Solar_for_CAISO,2021,7,1.111813
CAISO_Wind_for_Other,2021,7,0.284774
CAISO_Wind_for_CAISO,2021,7,0.284774
Carrizo_Solar,2021,7,1.111813
Carrizo_Wind,2021,7,0.284774
Central_Valley_North_Los_Banos_Solar,2021,7,1.111813
Central_Valley_North_Los_Banos_Wind,2021,7,0.284774
Distributed_Solar,2021,7,1.111813
Mountain_Pass_El_Dorado_Solar,2021,7,1.111813
Greater_Imperial_Solar,2021,7,1.111813
Greater_Imperial_Wind,2021,7,0.284774
Greater_Kramer_Wind,2021,7,0.284774
Humboldt_Wind,2021,7,0.284774
Inyokern_North_Kramer_Solar,2021,7,1.111813
Kern_Greater_Carrizo_Solar,2021,7,1.111813
Kern_Greater_Carrizo_Wind,2021,7,0.284774
Kramer_Inyokern_Ex_Solar,2021,7,1.111813
Kramer_Inyokern_Ex_Wind,2021,7,0.284774
North_Victor_Solar,2021,7,1.111813
Northern_California_Ex_Solar,2021,7,1.111813
Northern_California_Ex_Wind,2021,7,0.284774
NW_Ext_Tx_Wind,2021,7,0.284774
Riverside_Palm_Springs_Solar,2021,7,1.111813
Sacramento_River_Solar,2021,7,1.111813
Sacramento_River_Wind,2021,7,0.284774
SCADSNV_Solar,2021,7,1.111813
SCADSNV_Wind,2021,7,0.284774
Solano_Solar,2021,7,1.111813
Solano_subzone_Solar,2021,7,1.111813
Solano_subzone_Wind,2021,7,0.284774
Solano_Wind,2021,7,0.284774
Southern_California_Desert_Ex_Solar,2021,7,1.111813
Southern_California_Desert_Ex_Wind,2021,7,0.284774
Southern_Nevada_Solar,2021,7,1.111813
Southern_Nevada_Wind,2021,7,0.284774
SW_Ext_Tx_Wind,2021,7,0.284774
Tehachapi_Ex_Solar,2021,7,1.111813
Tehachapi_Solar,2021,7,1.111813
Tehachapi_Wind,2021,7,0.284774
Westlands_Ex_Solar,2021,7,1.111813
Westlands_Ex_Wind,2021,7,0.284774
Westlands_Solar,2021,7,1.111813
Arizona_Solar,2021,7,1.111813
Arizona_Wind,2021,7,0.284774
Baja_California_Solar,2021,7,1.111813
Baja_California_Wind,2021,7,0.284774
Idaho_Wind,2021,7,0.284774
New_Mexico_Solar,2021,7,1.111813
New_Mexico_Wind,2021,7,0.284774
Utah_Solar,2021,7,1.111813
Utah_Wind,2021,7,0.284774
Wyoming_Wind,2021,7,0.284774
Pacific_Northwest_Wind,2021,7,0.284774
Diablo_Canyon_Offshore_Wind,2021,7,0.284774
Humboldt_Bay_Offshore_Wind,2021,7,0.284774
Morro_Bay_Offshore_Wind,2021,7,0.284774
Diablo_Canyon_Offshore_Wind_Ext_Tx,2021,7,0.284774
Cape_Mendocino_Offshore_Wind,2021,7,0.284774
Del_Norte_Offshore_Wind,2021,7,0.284774
Customer_PV,2021,8,1.163445
CAISO_Solar_for_Other,2021,8,1.163445
CAISO_Solar_for_CAISO,2021,8,1.163445
CAISO_Wind_for_Other,2021,8,0.26154
CAISO_Wind_for_CAISO,2021,8,0.26154
Carrizo_Solar,2021,8,1.163445
Carrizo_Wind,2021,8,0.26154
Central_Valley_North_Los_Banos_Solar,2021,8,1.163445
Central_Valley_North_Los_Banos_Wind,2021,8,0.26154
Distributed_Solar,2021,8,1.163445
Mountain_Pass_El_Dorado_Solar,2021,8,1.163445
Greater_Imperial_Solar,2021,8,1.163445
Greater_Imperial_Wind,2021,8,0.26154
Greater_Kramer_Wind,2021,8,0.26154
Humboldt_Wind,2021,8,0.26154
Inyokern_North_Kramer_Solar,2021,8,1.163445
Kern_Greater_Carrizo_Solar,2021,8,1.163445
Kern_Greater_Carrizo_Wind,2021,8,0.26154
Kramer_Inyokern_Ex_Solar,2021,8,1.163445
Kramer_Inyokern_Ex_Wind,2021,8,0.26154
North_Victor_Solar,2021,8,1.163445
Northern_California_Ex_Solar,2021,8,1.163445
Northern_California_Ex_Wind,2021,8,0.26154
NW_Ext_Tx_Wind,2021,8,0.26154
Riverside_Palm_Springs_Solar,2021,8,1.163445
Sacramento_River_Solar,2021,8,1.163445
Sacramento_River_Wind,2021,8,0.26154
SCADSNV_Solar,2021,8,1.163445
SCADSNV_Wind,2021,8,0.26154
Solano_Solar,2021,8,1.163445
Solano_subzone_Solar,2021,8,1.163445
Solano_subzone_Wind,2021,8,0.26154
Solano_Wind,2021,8,0.26154
Southern_California_Desert_Ex_Solar,2021,8,1.163445
Southern_California_Desert_Ex_Wind,2021,8,0.26154
Southern_Nevada_Solar,2021,8,1.163445
Southern_Nevada_Wind,2021,8,0.26154
SW_Ext_Tx_Wind,2021,8,0.26154
Tehachapi_Ex_Solar,2021,8,1.163445
Tehachapi_Solar,2021,8,1.163445
Tehachapi_Wind,2021,8,0.26154
Westlands_Ex_Solar,2021,8,1.163445
Westlands_Ex_Wind,2021,8,0.26154
Westlands_Solar,2021,8,1.163445
Arizona_Solar,2021,8,1.163445
Arizona_Wind,2021,8,0.26154
Baja_California_Solar,2021,8,1.163445
Baja_California_Wind,2021,8,0.26154
Idaho_Wind,2021,8,0.26154
New_Mexico_Solar,2021,8,1.163445
New_Mexico_Wind,2021,8,0.26154
Utah_Solar,2021,8,1.163445
Utah_Wind,2021,8,0.26154
Wyoming_Wind,2021,8,0.26154
Pacific_Northwest_Wind,2021,8,0.26154
Diablo_Canyon_Offshore_Wind,2021,8,0.26154
Humboldt_Bay_Offshore_Wind,2021,8,0.26154
Morro_Bay_Offshore_Wind,2021,8,0.26154
Diablo_Canyon_Offshore_Wind_Ext_Tx,2021,8,0.26154
Cape_Mendocino_Offshore_Wind,2021,8,0.26154
Del_Norte_Offshore_Wind,2021,8,0.26154
Customer_PV,2021,9,0.512067
CAISO_Solar_for_Other,2021,9,0.512067
CAISO_Solar_for_CAISO,2021,9,0.512067
CAISO_Wind_for_Other,2021,9,0.471368
CAISO_Wind_for_CAISO,2021,9,0.471368
Carrizo_Solar,2021,9,0.512067
Carrizo_Wind,2021,9,0.471368
Central_Valley_North_Los_Banos_Solar,2021,9,0.512067
Central_Valley_North_Los_Banos_Wind,2021,9,0.471368
Distributed_Solar,2021,9,0.512067
Mountain_Pass_El_Dorado_Solar,2021,9,0.512067
Greater_Imperial_Solar,2021,9,0.512067
Greater_Imperial_Wind,2021,9,0.471368
Greater_Kramer_Wind,2021,9,0.471368
Humboldt_Wind,2021,9,0.471368
Inyokern_North_Kramer_Solar,2021,9,0.512067
Kern_Greater_Carrizo_Solar,2021,9,0.512067
Kern_Greater_Carrizo_Wind,2021,9,0.471368
Kramer_Inyokern_Ex_Solar,2021,9,0.512067
Kramer_Inyokern_Ex_Wind,2021,9,0.471368
North_Victor_Solar,2021,9,0.512067
Northern_California_Ex_Solar,2021,9,0.512067
Northern_California_Ex_Wind,2021,9,0.471368
NW_Ext_Tx_Wind,2021,9,0.471368
Riverside_Palm_Springs_Solar,2021,9,0.512067
Sacramento_River_Solar,2021,9,0.512067
Sacramento_River_Wind,2021,9,0.471368
SCADSNV_Solar,2021,9,0.512067
SCADSNV_Wind,2021,9,0.471368
Solano_Solar,2021,9,0.512067
Solano_subzone_Solar,2021,9,0.512067
Solano_subzone_Wind,2021,9,0.471368
Solano_Wind,2021,9,0.471368
Southern_California_Desert_Ex_Solar,2021,9,0.512067
Southern_California_Desert_Ex_Wind,2021,9,0.471368
Southern_Nevada_Solar,2021,9,0.512067
Southern_Nevada_Wind,2021,9,0.471368
SW_Ext_Tx_Wind,2021,9,0.471368
Tehachapi_Ex_Solar,2021,9,0.512067
Tehachapi_Solar,2021,9,0.512067
Tehachapi_Wind,2021,9,0.471368
Westlands_Ex_Solar,2021,9,0.512067
Westlands_Ex_Wind,2021,9,0.471368
Westlands_Solar,2021,9,0.512067
Arizona_Solar,2021,9,0.512067
Arizona_Wind,2021,9,0.471368
Baja_California_Solar,2021,9,0.512067
Baja_California_Wind,2021,9,0.471368
Idaho_Wind,2021,9,0.471368
New_Mexico_Solar,2021,9,0.512067
New_Mexico_Wind,2021,9,0.471368
Utah_Solar,2021,9,0.512067
Utah_Wind,2021,9,0.471368
Wyoming_Wind,2021,9,0.471368
Pacific_Northwest_Wind,2021,9,0.471368
Diablo_Canyon_Offshore_Wind,2021,9,0.471368
Humboldt_Bay_Offshore_Wind,2021,9,0.471368
Morro_Bay_Offshore_Wind,2021,9,0.471368
Diablo_Canyon_Offshore_Wind_Ext_Tx,2021,9,0.471368
Cape_Mendocino_Offshore_Wind,2021,9,0.471368
Del_Norte_Offshore_Wind,2021,9,0.471368
Customer_PV,2021,10,0.648356
CAISO_Solar_for_Other,2021,10,0.648356
CAISO_Solar_for_CAISO,2021,10,0.648356
CAISO_Wind_for_Other,2021,10,0.410038
CAISO_Wind_for_CAISO,2021,10,0.410038
Carrizo_Solar,2021,10,0.648356
Carrizo_Wind,2021,10,0.410038
Central_Valley_North_Los_Banos_Solar,2021,10,0.648356
Central_Valley_North_Los_Banos_Wind,2021,10,0.410038
Distributed_Solar,2021,10,0.648356
Mountain_Pass_El_Dorado_Solar,2021,10,0.648356
Greater_Imperial_Solar,2021,10,0.648356
Greater_Imperial_Wind,2021,10,0.410038
Greater_Kramer_Wind,2021,10,0.410038
Humboldt_Wind,2021,10,0.410038
Inyokern_North_Kramer_Solar,2021,10,0.648356
Kern_Greater_Carrizo_Solar,2021,10,0.648356
Kern_Greater_Carrizo_Wind,2021,10,0.410038
Kramer_Inyokern_Ex_Solar,2021,10,0.648356
Kramer_Inyokern_Ex_Wind,2021,10,0.410038
North_Victor_Solar,2021,10,0.648356
Northern_California_Ex_Solar,2021,10,0.648356
Northern_California_Ex_Wind,2021,10,0.410038
NW_Ext_Tx_Wind,2021,10,0.410038
Riverside_Palm_Springs_Solar,2021,10,0.648356
Sacramento_River_Solar,2021,10,0.648356
Sacramento_River_Wind,2021,10,0.410038
SCADSNV_Solar,2021,10,0.648356
SCADSNV_Wind,2021,10,0.410038
Solano_Solar,2021,10,0.648356
Solano_subzone_Solar,2021,10,0.648356
Solano_subzone_Wind,2021,10,0.410038
Solano_Wind,2021,10,0.410038
Southern_California_Desert_Ex_Solar,2021,10,0.648356
Southern_California_Desert_Ex_Wind,2021,10,0.410038
Southern_Nevada_Solar,2021,10,0.648356
Southern_Nevada_Wind,2021,10,0.410038
SW_Ext_Tx_Wind,2021,10,0.410038
Tehachapi_Ex_Solar,2021,10,0.648356
Tehachapi_Solar,2021,10,0.648356
Tehachapi_Wind,2021,10,0.410038
Westlands_Ex_Solar,2021,10,0.648356
Westlands_Ex_Wind,2021,10,0.410038
Westlands_Solar,2021,10,0.648356
Arizona_Solar,2021,10,0.648356
Arizona_Wind,2021,10,0.410038
Baja_California_Solar,2021,10,0.648356
Baja_California_Wind,2021,10,0.410038
Idaho_Wind,2021,10,0.410038
New_Mexico_Solar,2021,10,0.648356
New_Mexico_Wind,2021,10,0.410038
Utah_Solar,2021,10,0.648356
Utah_Wind,2021,10,0.410038
Wyoming_Wind,2021,10,0.410038
Pacific_Northwest_Wind,2021,10,0.410038
Diablo_Canyon_Offshore_Wind,2021,10,0.410038
Humboldt_Bay_Offshore_Wind,2021,10,0.410038
Morro_Bay_Offshore_Wind,2021,10,0.410038
Diablo_Canyon_Offshore_Wind_Ext_Tx,2021,10,0.410038
Cape_Mendocino_Offshore_Wind,2021,10,0.410038
Del_Norte_Offshore_Wind,2021,10,0.410038
Customer_PV,2021,11,0.648356
CAISO_Solar_for_Other,2021,11,0.648356
CAISO_Solar_for_CAISO,2021,11,0.648356
CAISO_Wind_for_Other,2021,11,0.318856
CAISO_Wind_for_CAISO,2021,11,0.318856
Carrizo_Solar,2021,11,0.648356
Carrizo_Wind,2021,11,0.318856
Central_Valley_North_Los_Banos_Solar,2021,11,0.648356
Central_Valley_North_Los_Banos_Wind,2021,11,0.318856
Distributed_Solar,2021,11,0.648356
Mountain_Pass_El_Dorado_Solar,2021,11,0.648356
Greater_Imperial_Solar,2021,11,0.648356
Greater_Imperial_Wind,2021,11,0.318856
Greater_Kramer_Wind,2021,11,0.318856
Humboldt_Wind,2021,11,0.318856
Inyokern_North_Kramer_Solar,2021,11,0.648356
Kern_Greater_Carrizo_Solar,2021,11,0.648356
Kern_Greater_Carrizo_Wind,2021,11,0.318856
Kramer_Inyokern_Ex_Solar,2021,11,0.648356
Kramer_Inyokern_Ex_Wind,2021,11,0.318856
North_Victor_Solar,2021,11,0.648356
Northern_California_Ex_Solar,2021,11,0.648356
Northern_California_Ex_Wind,2021,11,0.318856
NW_Ext_Tx_Wind,2021,11,0.318856
Riverside_Palm_Springs_Solar,2021,11,0.648356
Sacramento_River_Solar,2021,11,0.648356
Sacramento_River_Wind,2021,11,0.318856
SCADSNV_Solar,2021,11,0.648356
SCADSNV_Wind,2021,11,0.318856
Solano_Solar,2021,11,0.648356
Solano_subzone_Solar,2021,11,0.648356
Solano_subzone_Wind,2021,11,0.318856
Solano_Wind,2021,11,0.318856
Southern_California_Desert_Ex_Solar,2021,11,0.648356
Southern_California_Desert_Ex_Wind,2021,11,0.318856
Southern_Nevada_Solar,2021,11,0.648356
Southern_Nevada_Wind,2021,11,0.318856
SW_Ext_Tx_Wind,2021,11,0.318856
Tehachapi_Ex_Solar,2021,11,0.648356
Tehachapi_Solar,2021,11,0.648356
Tehachapi_Wind,2021,11,0.318856
Westlands_Ex_Solar,2021,11,0.648356
Westlands_Ex_Wind,2021,11,0.318856
Westlands_Solar,2021,11,0.648356
Arizona_Solar,2021,11,0.648356
Arizona_Wind,2021,11,0.318856
Baja_California_Solar,2021,11,0.648356
Baja_California_Wind,2021,11,0.318856
Idaho_Wind,2021,11,0.318856
New_Mexico_Solar,2021,11,0.648356
New_Mexico_Wind,2021,11,0.318856
Utah_Solar,2021,11,0.648356
Utah_Wind,2021,11,0.318856
Wyoming_Wind,2021,11,0.318856
Pacific_Northwest_Wind,2021,11,0.318856
Diablo_Canyon_Offshore_Wind,2021,11,0.318856
Humboldt_Bay_Offshore_Wind,2021,11,0.318856
Morro_Bay_Offshore_Wind,2021,11,0.318856
Diablo_Canyon_Offshore_Wind_Ext_Tx,2021,11,0.318856
Cape_Mendocino_Offshore_Wind,2021,11,0.318856
Del_Norte_Offshore_Wind,2021,11,0.318856
Customer_PV,2021,12,0.724093
CAISO_Solar_for_Other,2021,12,0.724093
CAISO_Solar_for_CAISO,2021,12,0.724093
CAISO_Wind_for_Other,2021,12,0.284774
CAISO_Wind_for_CAISO,2021,12,0.284774
Carrizo_Solar,2021,12,0.724093
Carrizo_Wind,2021,12,0.284774
Central_Valley_North_Los_Banos_Solar,2021,12,0.724093
Central_Valley_North_Los_Banos_Wind,2021,12,0.284774
Distributed_Solar,2021,12,0.724093
Mountain_Pass_El_Dorado_Solar,2021,12,0.724093
Greater_Imperial_Solar,2021,12,0.724093
Greater_Imperial_Wind,2021,12,0.284774
Greater_Kramer_Wind,2021,12,0.284774
Humboldt_Wind,2021,12,0.284774
Inyokern_North_Kramer_Solar,2021,12,0.724093
Kern_Greater_Carrizo_Solar,2021,12,0.724093
Kern_Greater_Carrizo_Wind,2021,12,0.284774
Kramer_Inyokern_Ex_Solar,2021,12,0.724093
Kramer_Inyokern_Ex_Wind,2021,12,0.284774
North_Victor_Solar,2021,12,0.724093
Northern_California_Ex_Solar,2021,12,0.724093
Northern_California_Ex_Wind,2021,12,0.284774
NW_Ext_Tx_Wind,2021,12,0.284774
Riverside_Palm_Springs_Solar,2021,12,0.724093
Sacramento_River_Solar,2021,12,0.724093
Sacramento_River_Wind,2021,12,0.284774
SCADSNV_Solar,2021,12,0.724093
SCADSNV_Wind,2021,12,0.284774
Solano_Solar,2021,12,0.724093
Solano_subzone_Solar,2021,12,0.724093
Solano_subzone_Wind,2021,12,0.284774
Solano_Wind,2021,12,0.284774
Southern_California_Desert_Ex_Solar,2021,12,0.724093
Southern_California_Desert_Ex_Wind,2021,12,0.284774
Southern_Nevada_Solar,2021,12,0.724093
Southern_Nevada_Wind,2021,12,0.284774
SW_Ext_Tx_Wind,2021,12,0.284774
Tehachapi_Ex_Solar,2021,12,0.724093
Tehachapi_Solar,2021,12,0.724093
Tehachapi_Wind,2021,12,0.284774
Westlands_Ex_Solar,2021,12,0.724093
Westlands_Ex_Wind,2021,12,0.284774
Westlands_Solar,2021,12,0.724093
Arizona_Solar,2021,12,0.724093
Arizona_Wind,2021,12,0.284774
Baja_California_Solar,2021,12,0.724093
Baja_California_Wind,2021,12,0.284774
Idaho_Wind,2021,12,0.284774
New_Mexico_Solar,2021,12,0.724093
New_Mexico_Wind,2021,12,0.284774
Utah_Solar,2021,12,0.724093
Utah_Wind,2021,12,0.284774
Wyoming_Wind,2021,12,0.284774
Pacific_Northwest_Wind,2021,12,0.284774
Diablo_Canyon_Offshore_Wind,2021,12,0.284774
Humboldt_Bay_Offshore_Wind,2021,12,0.284774
Morro_Bay_Offshore_Wind,2021,12,0.284774
Diablo_Canyon_Offshore_Wind_Ext_Tx,2021,12,0.284774
Cape_Mendocino_Offshore_Wind,2021,12,0.284774
Del_Norte_Offshore_Wind,2021,12,0.284774
Customer_PV,2021,13,0.146671
CAISO_Solar_for_Other,2021,13,0.146671
CAISO_Solar_for_CAISO,2021,13,0.146671
CAISO_Wind_for_Other,2021,13,0.509186
CAISO_Wind_for_CAISO,2021,13,0.509186
Carrizo_Solar,2021,13,0.146671
Carrizo_Wind,2021,13,0.509186
Central_Valley_North_Los_Banos_Solar,2021,13,0.146671
Central_Valley_North_Los_Banos_Wind,2021,13,0.509186
Distributed_Solar,2021,13,0.146671
Mountain_Pass_El_Dorado_Solar,2021,13,0.146671
Greater_Imperial_Solar,2021,13,0.146671
Greater_Imperial_Wind,2021,13,0.509186
Greater_Kramer_Wind,2021,13,0.509186
Humboldt_Wind,2021,13,0.509186
Inyokern_North_Kramer_Solar,2021,13,0.146671
Kern_Greater_Carrizo_Solar,2021,13,0.146671
Kern_Greater_Carrizo_Wind,2021,13,0.509186
Kramer_Inyokern_Ex_Solar,2021,13,0.146671
Kramer_Inyokern_Ex_Wind,2021,13,0.509186
North_Victor_Solar,2021,13,0.146671
Northern_California_Ex_Solar,2021,13,0.146671
Northern_California_Ex_Wind,2021,13,0.509186
NW_Ext_Tx_Wind,2021,13,0.509186
Riverside_Palm_Springs_Solar,2021,13,0.146671
Sacramento_River_Solar,2021,13,0.146671
Sacramento_River_Wind,2021,13,0.509186
SCADSNV_Solar,2021,13,0.146671
SCADSNV_Wind,2021,13,0.509186
Solano_Solar,2021,13,0.146671
Solano_subzone_Solar,2021,13,0.146671
Solano_subzone_Wind,2021,13,0.509186
Solano_Wind,2021,13,0.509186
Southern_California_Desert_Ex_Solar,2021,13,0.146671
Southern_California_Desert_Ex_Wind,2021,13,0.509186
Southern_Nevada_Solar,2021,13,0.146671
Southern_Nevada_Wind,2021,13,0.509186
SW_Ext_Tx_Wind,2021,13,0.509186
Tehachapi_Ex_Solar,2021,13,0.146671
Tehachapi_Solar,2021,13,0.146671
Tehachapi_Wind,2021,13,0.509186
Westlands_Ex_Solar,2021,13,0.146671
Westlands_Ex_Wind,2021,13,0.509186
Westlands_Solar,2021,13,0.146671
Arizona_Solar,2021,13,0.146671
Arizona_Wind,2021,13,0.509186
Baja_California_Solar,2021,13,0.146671
Baja_California_Wind,2021,13,0.509186
Idaho_Wind,2021,13,0.509186
New_Mexico_Solar,2021,13,0.146671
New_Mexico_Wind,2021,13,0.509186
Utah_Solar,2021,13,0.146671
Utah_Wind,2021,13,0.509186
Wyoming_Wind,2021,13,0.509186
Pacific_Northwest_Wind,2021,13,0.509186
Diablo_Canyon_Offshore_Wind,2021,13,0.509186
Humboldt_Bay_Offshore_Wind,2021,13,0.509186
Morro_Bay_Offshore_Wind,2021,13,0.509186
Diablo_Canyon_Offshore_Wind_Ext_Tx,2021,13,0.509186
